course_code,course_name,credit_hours,description
HAH 101,Medical Terminology,3,"The student will learn the basic construction of medical words through the use of medical prefixes, suffixes, combining vowels and root words. This foundation will facilitate the understanding of new medical vocabulary encountered in other course work or work situations. Group 2 course."
HAH 120,Infection Control,2,"The course details the structure of infectious organisms and mechanisms of disease transmission, including host defenses against disease and specific diseases of concern to dental and medical personnel. In addition, the course provides an overview of MIOSHA (Michigan Occupational Safety and Health Administration) regulations and occupational safety measures as they relate to the dental and medical fields. Group 2 course."
ASL 101,American Sign Language I,4,"ASL 101 introduces students to the language and culture of Deaf people in the United States and most of Canada. This course will focus on building vocabulary and dialogue structures needed for introductory conversations about purposeful topics, the use of non-manual grammatical markers such as facial expression, use of fingers spelling and numbers, and an introduction to the rich history and culture of the Deaf community. Students will participate in interactive classroom activities. Group 2 course. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ASL 102,American Sign Language II,4,"ASL 102 furthers student knowledge and experience of the language and culture of Deaf people in the United States and most of Canada. The introduction of additional vocabulary and grammar structures furthers students' ability to communicate meaningfully with ASL users. Students will develop greater insight into the Deaf culture through the context of ASL literature and current topics relevant to the Deaf community are explored. While developing communication skills, students will simultaneously mature in their understanding of the Deaf experience. Group 2 course. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ASL 103,American Sign Language III,4,"ASL 103 is a continuation of ASL 101 and ASL 102 , expanding the emphasis on ASL grammar, vocabulary development, and Deaf culture. Dialogue, short stories, narratives, and short conversation, both receptive and expressive, will be featured throughout the course. Meaningful conversational topic development is emphasized. Group 2 course. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ASL 104,American Sign Language IV,4,"ASL 104 is a continuation of ASL 101 , ASL 102 , and ASL 103 . Students will further develop ASL grammar, vocabulary development, and Deaf culture. Dialogue, short stories, narratives, and short conversation, both receptive and expressive, will be featured through the course. Meaningful conversational topic development is emphasized. Group 2 course. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ANI 101,Elementary Anishinaabemowin I,4,"This course represents a comprehensive introduction to the Anishinaabemowin language for the true beginner. Students will develop the ability to communicate in Anishinaabemowin in everyday practical situations while acquiring some of the necessary skills for reading, writing, listening, and speaking. Cultural topics are integrated into each unit. Group 2 course. You will need a minimal ability using technology to take advantage of outside of class requirements. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ANI 102,Elementary Anishinaabemowin II,4,"ANI 102 is a continuation of ANI 101 and focuses on the expansion of the communication skills of reading, writing, listening, and speaking. Cultural topics are integrated into each unit. Group 2 course. You will need a minimal ability using technology to take advantage of outside of class requirements. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ANT 102,Underwater Archaeology,3,"This course will provide students with an introduction to theory, method, technologies, and practice in underwater archaeology, with case studies of prehistoric and historical sites worldwide, including the Michigan Great Lakes. This is a lecture-based course that provides a specialization in anthropology and the applied social sciences. This course also qualifies for NAS Part 3 credits. No diving is required. Group 2 course. Communications - Direct, Critical Thinking - Direct."
ANT 113,Intro to Cultural Anthropology,3,"The study of the role of society and culture in humankind's adaptation to a variety of environments is the focus of this course. A variety of cultures are studied, utilizing cross-cultural comparisons. This is an introductory course which provides a broad overview of the four fields of anthropology with some concentration on archaeology. Among topics considered are field methods, theories of cultural evolution, the family, kinship, economics, religion, political organization and language. Group 1 course. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ANT 201,Nautical Archaeology I,3,"This is an entry level course to the Nautical Archaeology Society Training Program and is aimed at introducing nautical archaeology to divers and non-divers, and promoting their interest in the subject. It provides the basic training in archaeological survey and project management with the aim of teaching students how to design, plan and run their own field work projects. The curriculum will be presented in the classroom and in an open water setting (or foreshore site for non-divers) in the field. Group 2 course. The minimum diving qualification level for those taking part in the pool exercises is CMAS 1-Star or equivalent, e.g., BSAC Ocean Diver, SAA Open Water Diver, or PADI Open Water. Communications - Direct, Critical Thinking - Direct, Quantitative Reasoning, Degree Req:Cultural Persp/Div."
ANT 202,Nautical Archaeology II,3,"This is a field archaeology course that allows students the opportunity to practice skills they learned in ANT 201 . Students will design and execute a maritime archaeology project in the Grand Traverse region or other maritime landscape. Students may also participate in larger projects during special summer field schools hosted at NMC and abroad. Beach projects will be developed for non divers. The course will be offered throughout the summer semester on a flexible time schedule and is based on individual availability and weather conditions. Group 2 course. Communications - Direct, Critical Thinking - Direct, Quantitative Reasoning, Degree Req:Cultural Persp/Div, Infused: Writing Intensive."
ART 100,Art Appreciation,3,"Art Appreciation is a course which allows for a great deal of exploration into the world of art as we see it. The course provides an avenue for understanding this world by investigating technique, media, idea, personal expression and meaning. In examining personal expression, surrounding issues and their effect upon society will also be analyzed. Students in this course will develop a foundation for understanding art through analytical observation, examination, interpretation and writing about art. Group 1 course. Critical Thinking - Direct."
ART 111,History of Western Art I,4,"The course will introduce major trends of Western Art from Pre-History through Greece, Rome and the Middle Ages. Significant works of painting, sculpture and architecture will be presented within the social, political and cultural context of each period. Group 1 course. Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ART 112,History of Western Art II,4,"This course is designed to introduce major trends in Western Art from the Renaissance through Modernism to the present. Significant works of painting, sculpture and architecture will be presented within the social, political and cultural context of each period. Group 1 course. Critical Thinking - Direct, Degree Req:Cultural Persp/Div."
ART 121,Drawing I,3,"Drawing I introduces basic skills and materials for drawing objects, still life compositions and the live model representationally from direct observation. Students will learn to recognize and incorporate perspective cues in their drawings to accurately convey the size, shape and spatial position of their subjects, as well as methods for calibrating their proportions and for judging and conveying the intensity and textural qualities of their illumination. Graphite, charcoal and colored chalks will be used. Group 2 course. Critical Thinking - Direct."
ART 122,Drawing II,3,"This course will explore advanced methods and concepts in drawing, including those affecting the representation of light and color, the composition and arrangement of pictorial elements, and the effective utilization of media beyond those used in Drawing I. Assignments will include still lifes, imagined scenes/objects, landscape and life drawing. Group 2 course."
ART 131,2-D Design,3,"A problem-solving course covering the elements and principles of design. This course will study the concepts and theory of two-dimensional design, pattern, and color as they apply to visual perception and communication. The application and utilization of these concepts will be explored during the semester. Group 2 course."
ART 132,3-D Design,3,"This course will introduce the basics of three-dimensional design and creation. It will cover elements and principles of design, visual perception, and the application of these concepts in a 3-D art setting. A wide variety of materials and their functions will be explored in this course. Group 2 course."
ART 151,Ceramics I,3,"This course is an introduction to the ceramic art medium. It provides students with the opportunity to explore a variety of hand-building techniques while also introducing the pottery wheel. Included will be an exploration into the diverse array of historic/contemporary ceramic artists, glazing for high and low fire applications, clay making, and kiln loading and unloading. All other general studio practices and safety will also be covered. Group 2 course."
ART 152,Ceramics II,3,"This course is a continued exploration into the ceramic medium. Students will primarily utilize the potter's wheel as a tool to create ceramic forms/objects. An investigation into function, utility, and surface adornment will be explored as will basic glaze chemistry and firing operations. Expanding individuality in the understanding of advanced technique and sensitivity to form will be expected. Group 2 course."
ART 160,Professional Practices,3,"This course presents the professional/business side of art. Students will engage in grant writing, applications for exhibitions, and documentation of personal research. Students will have the opportunity to talk with gallerists, curators, and visiting artists throughout the semester. Students will work to develop their professional portfolios and artist statements, as well as learn the skills required for shipping and exhibiting work. Group 1 Course. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div, Infused: Writing Intensive."
ART 161,Painting I,3,"The course is designed to introduce students to the fundamental concepts and techniques of oil painting. Students will spend the first part of the semester gaining skill with the medium by focusing on formal aspects of visual art and becoming more visually perceptive and technically competent by learning to see and represent shape, value, edge, and color. During the second part of the semester, students will use the technical skills they’ve acquired to create visual artworks by focusing on composition, style, and content. *Preferred Prerequisite: ART 121 (Drawing I). Group 2 course. Critical Thinking - Direct."
ART 162,Painting II,3,This course is structured to help students develop a visual language through their paintings. It is designed to build upon the painting fundamentals learned in Painting 1. Students will spend class time honing their skills with the formal attributes of visual art through the medium of oil paint. Group 2 course. Students are encouraged to have good reading skills or seek help. Critical Thinking - Direct.
ART 165,Watercolor Painting I,3,"An introduction to the techniques and materials of watercolor painting. Includes use of creative effects, additive and subtractive approaches, and mixing of color to create effective paintings in a step-by-step manner. Group 2 course. Critical Thinking - Direct."
ART 166,Watercolor Painting II,3,Watercolor II deals with advanced problems in watercolor painting with special emphasis on individual development and creativity particularly in the area of compositional conceptualization. Group 2 course. Critical Thinking - Direct.
ART 174,Digital Photography I,3,"The student will gain a strong understanding of manual exposure with a digital camera, working in camera raw, digital workflow, and natural light. Students are introduced to the artistic principles of aesthetics, composition, color, and applying those principles to the digital photography medium. Students also work in post processing with lightroom, photoshop, and output to digital prints. Group 2 course. Critical Thinking - Direct."
ART 181,Printmaking I,3,"Printmaking I is an introductory survey course that introduces the student to a variety of print media including monotype, relief, intaglio, and lithography. Students will gain knowledge of the history, conception, production and presentation of achromatic prints, and proficiency in proofing and editioning. Group 2 course. Critical Thinking - Direct."
ART 182,Printmaking II,3,"Printmaking II expands on processes and concepts explored in Printmaking I with the emphasis on refining technical skills and conceptual development. Students will choose from more complex techniques including lithography, reduction relief prints, and multi-color intaglio prints. Students will explore contemporary printing techniques and issues. Group 2 course. Critical Thinking - Direct."
ART 191,Sculpture I,3,"This course is an introduction to sculpture. An understanding of 3D Design, elements and principles, and their applications will be explored. Students will be exposed to a variety of materials (wood, wax, plaster…etc) and processes through which they will learn how to speak about and render objects in 3-D. Group 2 course."
ART 213,Modern Art History,3,"This course examines the history of art from the beginning of the 20th century to present. Emphasis is placed on the continuing connection between modern art movements and the relationship of art to current social and cultural contexts. Group 1 course. Communications - Direct, Critical Thinking - Direct, Degree Req:Cultural Persp/Div, Infused: Writing Intensive."
ART 221,Life Drawing I,3,"Life Drawing I focuses on the representation of the human form as observed from live models. Methods for conveying, swiftly and yet also accurately, the visual and anatomical complexities of a live model will be learned. Poses of both longer and shorter duration will provide opportunities for gaining practice in contemporary and “classical” variations of these methods, and also for explorations in the use of varied drawing materials, including graphite, charcoal, colored chalks and ink applied with both pen and brush. Group 2 course. Critical Thinking - Direct."
ART 222,Life Drawing II,3,Life Drawing II is an advanced study of problems in drawing the human figure in multiple views and in longer studies with an accent on composition and dealing not only with the model but the environment the model is in. Life Drawing II will include the introduction of color and wet media. Group 2 course. Critical Thinking - Direct.
ART 274,Digital Photography II,3,"Digital Photography II is an intermediate photography course covering advanced techniques in capturing & processing of photographs in the digital form. Specific topics will include image enhancement by use of software programs (Adobe Lightroom & Photoshop), color management, in depth artistic principles and expression for a photographic series, and output to digital prints. Students also work in studio with professional studio lighting to create work in the commercial and portrait genres. Group 2 course."
ART 290A,Academic/Service Internship,1-4,
ART 290C,Academic/Service Internship,1-4,Critical Thinking - Direct.
ART 293,Art Study Abroad,1,"In this class, students are provided the opportunity to travel to a specified destination affiliated with the corresponding art non-trip course. This course will serve to integrate the student learning experience and provide a sense of cultural perspective, diversity and regional awareness. The course is an opportunity for students to explore other areas around the world while applying discipline-specific course content. For a more specific course description, please review the course description of the associated non-trip course. Group 2 course."
AST 100,Observational Astronomy,2,"This course is an introduction to astronomy. The goal of this course is to acquaint the student with the constellations, solar system objects and their motions, the celestial sphere concept and co-ordinate system. Stars, star clusters, nebulae and galaxies are also studied. Students will use naked-eye observations as well as telescopes, spectrograph, photometer and CCD camera to observe and report findings. Each session includes training in the operation of astronomical equipment. Group 2 course."
AST 109,Planetary Astronomy,4,Characteristics and properties of the solar system and its components are presented to students in the context of the history of discovery. This information is integrated with student observational data to develop a mathematical model in the laboratory. The model is developed by incorporating equations used to compute characteristics and properties of solar system components. The model is utilized by students to encourage understanding of why the solar system has evolved to its current state by evaluating the effects of changes in values of fundamental measured properties and characteristics. Group 1 lab course. Group 1 course. Critical Thinking - Direct.
AST 109L,Planetary Astronomy Lab,0,See AST 109 for course description.
AST 119,Astronomy,4,"History of discovery of the nature of the cosmos and its contents is the format utilized to develop understanding of the nature of stars and the universe, and the physical principles determining this nature. These principles underlie our proficiency for prediction of the nature of the universe and our ability to make observations of our universe. The principles are analyzed by means of a student developed mathematical model incorporating the quantitative relationships derived by physicists and astronomers. Observations provide students with the sky knowledge and data necessary for prediction of stellar characteristics. Group 1 lab course. Group 1 course. Critical Thinking - Direct."
AST 119L,Astronomy Lab,0,See AST 119 for course description.
AUD 100,Applied Music - Audio Tech,2,"This course consists of one-on-one mentoring in audio technology with our NMC Audio Technology staff. It is designed to customize the audio tech training experience for each student, helping to identify interests and aptitude, or to provide tutoring as needed. Group 2 course."
AUD 100B,Applied Music - Audio Tech,2,"This course consists of one-on-one mentoring in audio technology with our NMC Audio Technology Staff. It is designed to customize the audio tech training experience for each student, helping to identify interests and aptitude, or to provide tutoring as needed. Group 2 course."
AUD 100C,Applied Music - Audio Tech,2,"The course consists of one-on-one mentoring in audio technology with our NMC Audio Technology Staff. It is designed to customize the audio tech training experience for each student, helping to identify interests and aptitude, or to provide tutoring as needed. Group 2 course."
AUD 100D,Applied Music - Audio Tech,1-2,"This course consists of one-on-one mentoring in audio technology with our NMC Audio Technology Staff. It is designed to customize the audio tech training experience for each student, helping to identify interests and aptitude, or to provide tutoring as needed. Group 2 course."
AUD 100E,Applied Music - Audio Tech,2,"This course consists of one-on-one mentoring in audio technology with our NMC Audio Technology Staff. It is designed to customize the audio tech training experience for each student, helping to identify interests and aptitude, or to provide tutoring as needed. Group 2 course."
AUD 100F,Applied Music - Audio Tech,2,"This course consists of one-on-one mentoring in audio technology with our NMC Audio Technology Staff. It is designed to customize the audio tech training experience for each student, helping to identify interests and aptitude, or to provide tutoring as needed. Group 2 course."
AUD 101,Theory for Studio Engineers,2,"This course is a study of song forms, notation of rhythms, chord symbols, key and time signatures, and familiarization with lead sheets and scores as commonly used in Pop and Jazz. This course will provide students the knowledge needed to work in a variety of musical genres and mediums. Group 2 course."
AUD 110,Studio Recording I,2,This course is a combination of the study of audio and recording theory with instruction and practice in audio studio recording techniques. There is an emphasis on developing skills in the use of current technology. Group 2 course.
AUD 111,Studio Recording II,2,"This course is a study of audio signal processing theory, history, and application using current industry standard technology. There is an emphasis on developing skills in the operation of hardware and software to manipulate digital audio recordings. Group 2 course."
AUD 112,Introduction to Ableton Live,2,"This course provides an in-depth exploration of Ableton Live, a leading software for music production, composition, and live performance, catering to aspiring producers and performers. Students will gain hands-on experience with the software’s interface, learning essential techniques in MIDI and audio recording, sampling, synthesis, mixing, and mastering, while also building skills in both studio and live settings. The curriculum combines theoretical knowledge with practical applications, guiding students in creating original compositions, remixes, and live sets, and emphasizes critical listening skills to analyze diverse genres and production techniques effectively. Group 2 course. Critical Thinking - Direct, Quantitative Reasoning."
AUD 114,Introduction to Music Business,2,"This course offers students an in-depth exploration into the multifaceted world of music business, providing a comprehensive understanding of its historical evolution, current structures, and future trends. Through a blend of theoretical study, practical applications, case analyses, and industry insights, students will navigate key components such as music publishing, record labels, artist management, digital transformation, licensing, marketing, and international markets. Group 2 course. Communications - Direct, Critical Thinking - Direct, Quantitative Reasoning."
AUD 120,Digital Audio I,2,"This course is an introduction to digital audio theory and application through the use of digital audio workstations (DAWs), specifically Logic Pro X (Apple). Students will use Logic Pro to record, edit, and mix audio and MIDI. There is an emphasis on the concept of signal flow that will translate to other DAWs in future courses. Group 2 course."
AUD 121,Digital Audio II,2,"Digital Audio II is the continuation of AUD 120, Digital Audio I. This course will introduce students to Pro Tools (Avid), the industry-leader digital audio software and hardware. Students can achieve Pro Tools User-Level Certification upon the successful completion of both the midterm and final exams. Group 2 course."
AUD 122,"Audio for Film, TV, and Gaming",2,"This comprehensive course explores audio production for film, television, and video games, combining theory with hands-on practice to teach sound design, music composition, dialogue recording, and post-production. Students learn to use digital audio workstations (DAWs), various microphones, and advanced mixing techniques, while exploring specialized topics like interactive audio for games, surround sound, and adaptive audio design. Through case studies, industry guest lectures, and project-based assignments, students gain insights into real-world applications and trends. By course end, they’ll have a versatile skill set for audio recording, editing, and mixing, with a deep understanding of industry demands and career pathways. Group 2 course. Communications - Direct, Critical Thinking - Direct, Quantitative Reasoning."
AUD 124,Music Production & Songwriting,2,"This course delves deep into the art and science of songwriting and music production, offering students a comprehensive understanding of the creative and technical processes involved in crafting compelling musical compositions. Designed for aspiring songwriters, producers, and musicians, this course combines theoretical knowledge with hands-on experience, providing students with the skills and confidence to express their musical ideas effectively. Group 2 course. Communications - Direct, Critical Thinking - Direct, Quantitative Reasoning."
AUD 130,Live Sound I,2,"This course is an introduction to live sound techniques, including basic properties of sound, sound equipment, signal flow, and system engineering. Group 2 course."
AUD 131,Live Sound II,2,"This course is a continuation of live sound techniques, including acoustic properties of sound, sound equipment, signal flow, and system engineering. Group 2 course."
AUD 132,Audiotronics and Acoustics,2,"This course is designed to provide students with comprehensive, practical, and theoretical knowledge in various facets of audio technology. This collegiate-level course integrates hands-on training with theoretical instruction, focusing on essential skills such as soldering techniques, basic electronics principles, audio equipment maintenance and repair, and fundamentals of acoustics. Through a combination of lectures, demonstrations, laboratory exercises, and real-world projects, students will gain proficiency in audio equipment handling, troubleshooting, repair, and optimization. Group 2 course. Communications - Direct, Critical Thinking - Direct, Quantitative Reasoning."
AUD 210,Studio Recording III,2,"This course builds on the topics covered in AUD 110 and AUD 111 , focusing on the refining and addition of skills in digital audio recording. Students develop competencies in working with hardware and software in audio project-based settings. Group 2 course."
AUD 220,Digital Audio III,2,"Digital Audio III is the continuation of AUD 121 , Digital Audio II. This course further explores MIDI and audio recording and editing in Logic and Pro Tools, and also delves into an exploration of software sound synthesizers and sampler instruments found in Digital Audio Workstations. Group 2 course."
AUD 230,Live Sound III,2,"This course is an advanced exploration of live sound techniques, including room acoustics, digital sound equipment, software analysis, and system engineering. Group 2 course."
AUD 240,Studio Recording IV,2,"This advanced course offers an in-depth study of recording and mixing techniques used in professional audio production, covering topics like room acoustics, microphone techniques, Digital Audio Workstation (DAW) proficiency, and dynamic processing. Students will gain hands-on experience through exercises, projects, and real-world scenarios, with specialized modules on vocal production, instrumental arrangement, and mixing challenges. Blending theoretical lectures, workshops, industry guest sessions, and collaboration, the curriculum equips students to confidently approach complex audio projects, preparing them for careers in music production, sound engineering, and related fields within today’s competitive industry. Group 2 course. Communications - Direct, Critical Thinking - Direct, Quantitative Reasoning."
AUD 250,Audio Tech Practicum,3,This course is designed to give students practical experience in digital audio recording. Students participate in a variety of recording situations using various hardware and software recording techniques. Students apply techniques used in previous recording and digital audio courses. Group 2 course.
AUD 260,Audio Tech Internship,3,This course is required for the Associate of Applied Science degree in Audio Technology. The purpose of the internship is to provide on-the-job experience for the student who wishes to pursue a career in audio related fields. The internship will be customized to meet the learning needs of the student and the job requirements of the sponsoring firms. Students must apply one month prior to the semester in which they will complete the internship. Group 2 course.
AUD 270,Audio Tech Final Project,3,"This course is required for the Associate of Applied Science degree in Audio Technology. The purpose of the Audio Tech Final Project course is to provide in-depth intensive training experience in an area of specialization in audio technology. The student will be paired with staff in their area of expertise. Examples are Audio for Worship, Mastering, Audio for Film, Scoring, etc. Group 2 course."
AUD 293,Audio Technology Study Abroad,1,"In this class, students are provided the opportunity to travel to a specified destination affiliated with the corresponding audio technology non-trip course. This course will serve to integrate the student learning experience and provide a sense of cultural perspective, diversity and regional awareness. The course is an opportunity for students to explore other areas around the world while applying discipline-specific course content. For a more specific course description, please review the course description of the associated non-trip course. Group 2 course."
AT 100,Automotive Service Basics,3,"This is the first course in the Automotive Service Program. Engine theory, cooling systems, and lube requirements will be covered. Bolts, micrometers and basic specialty tools are integrated into the class. Training in the use of acetylene torch equipment will be taught along with its use in the automotive field. The student will learn general shop organization, types of service, and cost and returns by department. Time will be devoted to employer-employee and customer relations, and instruction in the use of the service manual. Group 2 course."
AT 110,Automotive Brake Systems,5.5,"This course covers theory, components, nomenclature, and service of automotive brake systems. Students will use standard skills to diagnose hydraulic systems, drum and disk brakes, power assist units and systems. The study and repair of modern ABS systems along with the replacement of associated parts such as wheel bearings will also be covered. Group 2 course. Critical Thinking - Direct."
AT 120,Automotive Electrical I,5,"This course covers basic electricity, circuits, testing equipment, and solid state electronics. Group 2 course. Critical Thinking - Direct."
AT 130,Engine Performance I,5,This course is designed to familiarize the student with the theory and operation of the automotive ignition system and fuel system. Group 2 course. Critical Thinking - Direct.
AT 140,Suspension and Steering,4,"This course is designed to familiarize the student with the nomenclature, theory, and service techniques for the modern steering and suspension system. Group 2 course. Critical Thinking - Direct."
AT 150,Automatic Transmissions,6,"This course is designed to familiarize the student with hydraulic theory, internal transmission powerflow, electronic control and torque converter operation. All aspects of transmission operation will be covered as well as removal, overhaul, and installation procedures. Students will remove, dyno-test, and install actual failed units in the lab. Group 2 course. Critical Thinking - Direct."
AT 160,Engine Repair,6,"This course covers the theory, construction, and repair of the four stroke automotive engine. This will include the proper use of compression leakage and test equipment, precision measuring tools, special engine tools and valve grinding equipment. Group 2 course. Critical Thinking - Direct."
AT 170,Heating and Air Conditioning,4,"This course covers the principles of refrigeration with emphasis on the particular problems of application to automotive air conditioning. The course also covers automotive heating systems which include heater cores, blower motors, vent systems and the electronic controls for them. The student will learn how to use refrigerant recovery and charging equipment and will have hands-on experience in the lab with that equipment. Group 2 course. Critical Thinking - Direct."
AT 180,Manual Drivetrain and Axles,6,"This course covers the basic operating principles, construction, power flow and repair of clutches, manual transaxles, and drive shafts. Differential theory and overhaul will be covered including ring and pinion replacement and set up. Group 2 course. Critical Thinking - Direct."
AT 210,Hybrid Technology,4,"This course provides a comprehensive systems overview of the operating principles, maintenance, and service of hybrid electric vehicles. Group 2 course. Critical Thinking - Direct."
AT 220,Automotive Electrical II,5,"This course covers advanced automotive electronics with the emphasis placed on operation, troubleshooting, and repair of lighting, gauges, accessories, and power option circuits. Body hardware is covered including diagnostics of modern systems with body control modules. Group 2 course. Critical Thinking - Direct."
AT 230,Engine Performance II,4.5,"This course covers computerized engine controls including the latest emission control systems. The student will become proficient with the use of scanners, scopes, and the latest engine analyzers. The art of diagnostics and troubleshooting will be stressed. The student will have hands-on experience in this area including practice using the computer as a source of information. Group 2 course. Critical Thinking - Direct."
AT 290,Automotive Internship,3,"The purpose of the internship is to provide on-the-job training for the student who wishes to pursue a career in a technical field of study. The internship will be customized to meet the learning needs of the student and the job requirements of the sponsoring firm. Students spend 10-15 hours per week in this paid, supervised on-the-job training experience. In addition to the required 50 hours at a work site, students participate in semi-monthly seminars. Students must apply one month prior to the semester in which they will complete the internship. Group 2 course."
AVF 111,Private Flight,5,"A flight course structured to provide a minimum of 40 dual and solo flight hours to meet the aeronautical experience requirements for a private pilot. Upon completion of this course, the student will have attained the FAA Private Pilot Rating. Course requires 42.4 hours of flight time, 8.0 hours of pre/post, and 17.5 hours of ground instruction. Hourly rates effective August 2024 are $60/hour for ground instruction and $259/hour for the aircraft and flight instructor. Group 2 course."
AVF 132,Instrument Flight,4,"A flight course designed to meet the aeronautical experience requirements for the FAA Instrument check ride. Upon completion of this course, the student will have attained the FAA Instrument Rating. Course requires 39.8 flight hours, 9.8 hours of pre/post, and 17.7 hours of ground instruction. Hourly rates effective August 2024 are $60/hour for ground instruction and $259/hour for the aircraft and flight instructor. Group 2 course."
AVF 230,Commercial Flight I,2,"The student will advance their skills required by the FAA to obtain a Commercial Pilot Certificate. They will gain experience in different aircraft with the opportunity to gain a Tailwheel Endorsement or Seaplane Rating. Students will increase their instrument proficiency while conducting cross country flights. Course requires 35 flight hours, 6 of pre/post, and 7 hours of ground instruction. Hourly rates effective August 2024 are $60/hour for ground instruction and $259/hour for the aircraft and flight instructor. Group 2 course."
AVF 232,Commercial Flight II,3,"A flight course structured to provide dual and solo flight hours to partially fulfill the flight hour requirements for the FAA Commercial Pilot Certificate. This course will provide a review of VFR cross-country navigation procedures and introduce the student to multi-engine flight. Course requires 35.4 flight hours, 3.0 hours of pre/post, and 27.8 hours of ground instruction. Hourly rates effective August 2024 are $60/hour for single-engine ground instruction and $70/hour for multi-engine flight instruction and $259/hour for the single aircraft and flight instructor and $375/hour for the multi-engine aircraft and instructor. Group 2 course."
AVF 234,Commercial Flight III,2,"This course is the last of three flight courses required to obtain the FAA Commercial Pilot Certificate. This course consists of flight hours with an emphasis on commercial flight maneuvers in preparation for the Commercial Pilot FAA Practical Test. Upon completion of this course, the student will have attained the FAA Commercial Pilot Certificate. Course requires 24.6 flight hours, 3.6 hours of pre/post, and 8.0 hours of ground instruction. Hourly rates effective August 2024 are $60/hour for ground instruction and $259/hour for the aircraft and flight instructor. Group 2 course."
