course_code,course_name,credit_hours,description
ANIM 236,Advanced Animation,3,"Using the techniques developed in the first three animation courses, the student will complete an animated project demonstrating knowledge of both 2-D and 3-D animation techniques, through motion studies, storyboard composition, character development, refinement of timing, use of exposure sheets, and basic lip-synch techniques. Final projects will be retained electronically for portfolio development. Other current technology will be introduced to direct the shooting, digitization, and efficient inclusion of the project into interactive formats. [48-48-96] Lab Fee"
ANTH 200,Introduction to Anthropology,3,"Adapting to varied and changing environments is examined through the cross-cultural study of social institutions, technologies, and ideologies. The implications of different ways of life for the understanding of human behavior worldwide are also considered."
ART 103,Two-Dimension Design,3,Two-dimensional composition explored through hands-on projects using a variety of media. Assignments stress problem-solving using art elements and principles. The course includes an introduction to color theory. Some prior art experience recommended. [48-48-96] Lab Fee
ART 110,Drawing 1,3,"An introduction to basic drawing techniques. Assignments cover line and form concepts including contour, perspective, defining and organizing shape, and value patterns. [48-48-96] Lab Fee"
ART 141,Art for Elementary Teachers,3,A lecture workshop structured to provide students an opportunity to explore materials and techniques suitable for classroom use. Imaginative art experiences and the nature of creativity are stressed. [32-32-64] Lab Fee
ART 161,Painting and Illustration 1,3,Study of fundamentals of painting expression. A variety of styles and techniques are explored with emphasis on oil or acrylic paint media. [48-48-96] Lab Fee
ART 204,Three-Dimension Art,3,"This course focuses on three-dimensional problem solving, conceptualization, and implementation through exposure to a variety of media and basic building techniques. An emphasis will be placed on critical thinking to achieve communication of content, visual expression, and aesthetic value. [48-48-96] Lab Fee"
ART 209,Introduction to Studio Art,3,"A studio course designed as an introduction to the art-making experience in the creation of a variety of 2-D and 3-D projects. Drawing, painting, sculpture and mixed media fundamentals are explored. Lab Fee"
ART 210,History of Photography and Film,3,"This course will explore photography and film from its early years to the present with emphasis on its esthetic, historical, technical, and social contexts."
ART 211,Art Appreciation,3,"A survey of contemporary and traditional visual art themes. Emphasis is on current problems in communication through painting, sculpture, photography, film, and architecture. Recommended for Art majors prior to enrollment in ART 212 or ART 213 ."
ART 212,Art History,3,Historical survey of art from prehistoric ages to the Renaissance.
ART 213,Art History,3,Historical survey of art from the Renaissance to the present day.
ART 214,Photography Appreciation,3,"Non-studio art course designed to explore foundations in photography. Topics include history, genres, visual communication, camera operations, image-making exercises and critique sessions. Camera controls, traditional darkroom, studio lighting, digital workflow and printing will be demonstrated. Lab Fee"
ART 215,Art Seminar 1,3,"This studio art course will help students find a personal voice through independent projects and research assignments. The course will be topically responsive to current issues and to the interests of students who will explore techniques relevant to individual assignments, different types of image-making processes, and their potential for meaning. Students will progress through further work in specific areas of studio arts. [48-48-96] Lab Fee General Education Requirement: Personal and Cultural Engagement - Applied Core"
ART 216,4-D Studio Art Seminar 2,3,"With basic understandings of visual literacy, this advanced studio art course will further refine and establish a personal voice in art through independent and/or group studio projects (such as time-based art, sound art, film/video art, multimedia art, and research assignments). Students will meet with the instructor as a group and individually. The course will be topically responsive to current issues and to the particular interests of individual students. Students will explore advanced techniques relevant to each personal assignment. [48-48-96] Lab Fee Additional Information: Take ART 215 or departmental approval required."
ART 217,Painting and Illustration 2,3,"Development of painting techniques, concepts, and skills through a variety of painting problems. [48-48-96] Lab Fee"
ART 220,Landscape Photography,3,"Learn the fundamentals of landscape photography through a photographic experience built around an extended field trip. Lectures deal with concepts, tools and techniques of landscape photography. Students will produce a professional portfolio of landscape prints for review and gallery exhibitions. This class may be combined with another interdisciplinary course. [48-48-96] Lab Fee"
ART 222,Introduction to Photography,3,"This course will instruct the student in fundamental concepts and techniques of photography, including aesthetics and technical aspects as a basis for creating a photographic image. The student will learn to use the 35 mm camera, process film, composition, print finishing, and basic printing. Instruction on traditional printing practice and digital technologies will be included. The student will be challenged to investigate the photographic medium and consider its application to the making of art. [48-48-96] Lab Fee"
ART 223,Intermediate Photography,3,"This course will refine techniques, analysis, and production of photographs using both traditional darkroom and digital technology. The student will be challenged to investigate and explore his or her own creative direction using small and medium format film cameras. Students are expected to complete this course with technical proficiency and to have a fuller understanding of photography’s critical context in contemporary art. [48-48-96] Lab Fee"
ART 224,Advanced Photography,3,This advanced photography course is for students who want to fine-tune their traditional and digital photography skills. Emphasis will be on further explorations in the study of personal expression and development of creative style. A large format film camera will be introduced. Lectures on the history of photography and zone system will be essential to student development. [48-48-96] Lab Fee
ART 227,Digital Color Photography,3,"This course is intended to develop an understanding of technical and aesthetic foundation in color photography through the latest digital technology. Students will explore basic color photography with the use of film and digital photographic equipment: image scanning, color digital printing, digital camera, and Adobe Photoshop. [48-48-96] Lab Fee"
ART 229,Studio Photography,3,"This advanced photography course will instruct the student in fundamental concepts and techniques of studio photography, including aesthetics and technical aspects as a basis for creating a photographic image using professional studio lighting for both commercial illustration and personal artistic explorations. Demonstrations include location lighting, portraiture, fashion, and product photography using a multiple-light strobe, digital capture workflow, discontinuous lighting techniques and light modification equipment, as well as presentations on historical and contemporary photographic work. [48-48-96] Lab Fee"
ART 230,Digital Color Photography 2,3,"This advanced course is intended to further refine the technical and aesthetic foundations in color photography through explorations of digital technology. Emphasis will be given to fields of photographic study including fine art and professional practices such as commercial illustration, documentary, portraiture, and photojournalism. Students will take their own digital photographs and then utilize various photographic techniques including digital capture workflow, large-scale color digital printing, and advanced image editing software. [48-48-96] Lab Fee"
ART 239,Studio Photography 2,3,"This second-level advanced studio photography course will further instruct the student in the mastery of fundamental concepts and techniques of professional studio photography, including aesthetics and technical aspects as a basis for creating a photographic image using specialized lighting in a studio or on location. Topics may include advertising, commercial, editorial, food, and glamour photography. [48-48-96] Lab Fee"
ART 250,Drawing Methods and Concepts,3,"In this course inventive and contemporary approaches to drawing are emphasized. During the course sequence, students will create from both imagination and observation and resulting projects will apply a range of representational, abstract, and non-objective strategies. [48-48-96] Lab Fee"
ART 252,Introduction to Ceramics,3,"An introduction to the materials, construction, design processes, glazing, and firing of ceramics. Emphasis is on clay sculpture projects and hand-built pottery with a brief introduction to the potter’s wheel. [48-48-96] Lab Fee"
ART 253,Intermediate Ceramics,3,A course for those who wish to concentrate mainly on throwing techniques in the development of functional and creative problems. Experimental problems in glazing and clay decoration are developed. [48-48-96] Lab Fee
ART 280,Art Special Topics 1,1,"This course is designed to allow the student to explore focus areas in art, such as cartoon drawing and illustration, 3-D design and sculpture, and printmaking. [16-16-32] Lab Fee"
ART 281,Art Special Topics 2,2,"This course is designed to allow the student to explore focus areas in art, such as cartoon drawing and illustration, 3-D design and sculpture, and printmaking. [16-32-48] Lab Fee"
ART 282,Art Special Topics 3,3,"This course is designed to allow the student to explore focus areas in art, such as cartoon drawing and illustration, 3-D design and sculpture, and printmaking. [16-48-64] Lab Fee"
ART 283,Independent Study 1,1,An opportunity for the interested student to pursue independently the study of some subject under the direction of a member(s) of the professional staff. Problems are designed and arrangements made to suit the needs of individual students. Lab Fee Additional Information: Department approval required.
ART 284,Independent Study 2,2,An opportunity for the interested student to pursue independently the study of some subject under the direction of a member(s) of the professional staff. Problems are designed and arrangements made to suit the needs of individual students. Lab Fee Additional Information: Department approval required.
ART 285,Independent Study 3,3,An opportunity for the interested student to pursue independently the study of some subject under the direction of a member(s) of the professional staff. Problems are designed and arrangements made to suit the needs of individual students. Lab Fee Additional Information: Department approval required.
ART 295,Photography and Multimedia Special Topics,3,"This course is designed to allow the student to explore the following focus areas: photography/multimedia, such as alternative photographic printmaking; documentary, commercial or portrait photography; time-based, installation or performance art; photography/multimedia professional practices. [48-48-96]"
ART 296,Internship and Career Development,3,"This course provides supervision within a seminar setting for the Photography and Multimedia Internship and Career Development student. Activities may include reports on assigned readings, peer discussions of internship experiences, self-assessment activities, guest lectures, field trips, professional portfolios, art business analysis, and promotional materials (resume, business card, postcard, etc.) development. This course is meant to provide a supportive environment in which to examine issues, address concerns, develop skills, and receive the necessary guidance pertinent to the internship experience and process. Participation in all classes is mandatory. It is recommended that students take this course in their last semester of study. [48-48-96] Lab Fee"
ASTR 104,Introductory Astronomy,4,"The course is structured to introduce the student to many of the celestial objects appearing in our night skies. Methods, equipment, observations, and planetary relationships are introduced in a laboratory situation. [48-32-80] Lab Fee"
AVIA 100,Introduction to Aviation,3,"This course surveys major topics in the aviation industry. Components of the course include history, regulations, air space, and fundamentals of flight, propulsion, and navigation. Basic crew concepts are introduced and various career paths are investigated. Corporate, airline, and airport operations are discussed."
AVIA 110,Aerodynamics and Performance,2,"Theory of flight, aircraft structure and control, propulsion, performance, and weight and balance. Restricted to majors in Aviation Flight Science, Aviation Management and Operations, or Aviation Maintenance Technology."
AVIA 115,Introduction to Airframes and Systems,2,"This course introduces students to light aircraft construction styles, materials and systems. Students become familiar with system function, operation, cockpit controls, and indications. Safety around aircraft is emphasized. Restricted to majors in Aviation Flight Science, Aviation Management and Operations, or Aviation Maintenance Technology."
AVIA 130,Introduction to Aircraft and Powerplants,2,"This course introduces students to typical aircraft engines including reciprocating and gas turbine engines. Operating cycles, power generation, operating parameters and engine specifics are studied. Typical systems found on these power plants are studied with an emphasis on nomenclature, function, operation, and safety."
BIOL 99,Preparation for Biology,3,"This course is designed for the student who does not possess an adequate chemistry and biology background to enroll in BIOL 105 , BIOL 111 , or BIOL 201 . This course will include selected inorganic chemical concepts, biological molecules, and their reactions, cellular structure and function, and an overview of body systems. [32-32-64] Lab Fee"
BIOL 101,Biological Science,4,"This is a one-semester lecture/laboratory course designed for non-science majors to overview the commonalities of life on earth. This course includes a study of the cell and energy flow; maintenance, coordination, and reproductive mechanisms of heredity and evolution; relationship of humans to their environment; and the impact new biological technologies may have on the future. Does NOT count toward a science or biology major. [48-32-80] Lab Fee"
BIOL 105,Essentials of Anatomy and Physiology,4,An introduction to anatomy and physiology covering the basic structures and functions of the human body. This course is designed for students in the KCC Emergency Medical Services program. The course includes lecture and laboratory experiences. This course is not a substitute for BIOL 201 . Other Allied Health students should take BIOL 201 and BIOL 202 . [48-32-80] Lab Fee
BIOL 109,Principles of Biology: Organismal,4,"This is one semester of a two-semester, eight credit lecture/laboratory sequence designed to introduce the major concepts of biology for science majors with particular emphasis on diversity of life, developmental biology, plant structure and function, animal structure and function, control systems in plant and animals, ecology and ecosystems. [48-32-80] Lab Fee"
BIOL 110,Principles of Biology: Cellular,4,"This is one semester of a two-semester, eight credit lecture/laboratory sequence designed to introduce the major concepts of biology for science majors with particular emphasis on molecular biology. This course includes cellular chemistry, cell structure and function, cellular energetics, mechanisms of mitosis and meiosis, Mendelian and molecular genetics, regulatory and development processes, and evidence of evolution. [48-32-80] Lab Fee"
BIOL 111,Botany,4,"A lecture and laboratory course which includes the study of structures, physiology, and natural history of plants. Provides a background for more advanced courses in biology. [48-48-96] Lab Fee"
BIOL 141,Life Science for Elementary Educators,4,"This is a laboratory-based course specifically designed for prospective elementary teachers. The objectives of the course are to aid students in developing a meaningful and functional understanding of key biological concepts in anatomy and physiology, ecology, and evolution; to facilitate insight in the nature of science as an intellectual activity; to explore alternative conceptions of scientific phenomena; to help students develop more positive attitudes about science, and increase their confidence in their ability to do science. [48-32-80] Lab Fee"
BIOL 201,Human Anatomy,4,This course is a lecture and laboratory course which provides a detailed study of all human body systems. The primary emphasis is on anatomic structures with a fundamental understanding of physiology. It is strongly recommended that the student has successfully completed one year of high school chemistry or CHEM 100 prior to enrollment. [48-32-80] Lab Fee Additional Information: Recommend prior or concurrent: (1) Have one year of high school chemistry (OR) (2) Take CHEM 100 with at least a grade of C (OR) (3) Concurrent enrollment in BIOL 201C .
BIOL 201C,Basic Biology,1,"This course must be taken concurrently with BIOL 201 . It is designed as corequisite support course for the student who needs basic fundamentals of chemistry and biology to support a successful outcome in Human Anatomy. Topics include cellular structure and reproduction, selected chemical concepts, biological molecules and their structures, structure and function of biological membranes, ATP, anaerobic and aerobic metabolism, and an overview of DNA replication and protein synthesis. Additional Information: Must be taken concurrently with BIOL 201 ."
BIOL 202,Human Physiology,4,"This course is a lecture and laboratory course that provides an introduction to the major concepts and homeostatic mechanisms necessary for a fundamental understanding of normal human physiology. General principles covered are cellular membrane function, electrophysiology, feedback mechanisms, and metabolism. Also included is an analysis of the properties and interrelationships of major organ systems and a brief introduction to selected disease processes. [48-32-80] Lab Fee Additional Information: Recommend prior or concurrent: Select 1 course from BIOL 99 , BIOL 110 , or CHEM 100 with at least a grade of C."
BIOL 205,Microbiology,4,"An introductory course which includes the morphology, physiology, and pathology of microscopic organisms. Laboratory exercises emphasize the culturing, identification, and control of microorganisms. [48-32-80] Lab Fee Additional Information: Recommend prior or concurrent: Take CHEM 100 with at least a grade of C."
BUAD 101,Introduction to Business,3,"A survey course analyzing business organization and management in the areas of marketing, finance, human resources, electronic commerce, and operations management. Emphasis is placed upon developing a vocabulary of business terminology and acquainting the student with careers and opportunities in business. Cases and current events related to business practices are utilized. Lab Fee"
BUAD 115,Global Business,3,"This course consists of an overview of global business today. It is designed to provide the student with the basic concepts and theories pertaining to global business. Included are import and export strategies, global trade, global electronic commerce, economic and political trade issues, cultural aspects, and developing and developed countries. The basic function of global business, including managing, marketing, financing, producing, electronic commerce, and transporting will be discussed on a limited basis. Lab Fee"
BUAD 132,Human Resources Management,3,"An analysis of the management of personnel from the viewpoint of the individual supervisor, manager, executive and the personnel department. Subject content will include areas such as the changing legal environment, job analysis, interviewing selection and placement techniques, training and development, compensation, performance evaluation, supervisory development, employee motivation, corrective discipline, grievance procedure, collective bargaining, and relevant fair employment practices. These subjects are presented through individual and group involvement techniques, such as case studies and online discussions of current problems and issues. Lab Fee"
BUAD 201,Business Law,3,"A general overview of the U.S. legal system covering laws, court procedure, and selected current significant legal rulings. Analysis and application (through the case study approach) of the concepts and rules of law with particular emphasis on the Uniform Commercial Code. Contracts, torts, commercial papers, and electronic commerce will be covered. Lab Fee"
BUAD 202,Business Law,3,"Secured transactions, business organizations, partnerships, corporations, electronic commerce, bankruptcy, trusts, bailments, estates, wills, property, leases and mortgages, and insurance will be covered. The case method will be employed and selected current significant legal rulings will be discussed. Lab Fee"
BUAD 212,Personal Finance,3,"This course discusses the techniques that can be applied to personal financial management. Key components of this course include concepts and strategies associated with money management, taxation, savings and retirement planning, consumer credit and financing, insurance (auto, home, life, and liability), and investment strategies. Lab Fee"
BUAD 213,Business Statistics,3,"A basic principles course emphasizing statistical techniques, particularly their application to business and economics. The study of descriptive statistics leads to an understanding of measures of dispersion and central tendency. With this background, the student progresses to probability and sampling theory leading to inferential statistics. Various tests of significance are studied including chi-square, analysis of variance, and the binomial distribution using real-world examples. Finally, the relationship between data is studied using regression and correlation analyses. The use of the computer will be introduced throughout the course. [24-24-48] Lab fee"
BUAD 251,Principles of Marketing,3,"The functions of the marketing mix are analyzed as to how they interact with each other, with other business functions through electronic commerce, and with several components of the business environment. Understanding of these marketing functions is developed through a study of a variety of applied marketing problems, exercises, internet searches, and business case histories. Lab Fee"
BUAD 274,Organizational Behavior,3,"Analysis of human behavior in organizational settings with the purpose of determining appropriate leadership styles. Emphasis on resolving human dilemmas in the organization. There will be case studies, critical incidents, and role-playing. Simulation models are augmented with lectures and cases to maximize student involvement."
BUAD 275,Principles of Retail Management,3,"An introductory course analyzing retail management in the areas of managing supply chains, legal and ethical behaviors, marketing selection and retail location analysis, financial reporting, merchandising and pricing, advertising, and promotion, customer service and retail selling, and store layout and design. Emphasis is placed upon managing the daily operations of the retail industry. Cases and current events related to business practices are utilized."
BAS 100,Workplace Essentials and the Modern Professional,3,"This course is designed to introduce students to the fundamental skills necessary for success in the modern workplace: providing students with the essential 21st Century Skills required for professionalism, communication, critical thinking, collaboration, ethical behavior, and career development. Lab Fee"
BAS 105,College Keyboarding,1,"Introduces students to keyboarding by touch and developing speed, accuracy, and proper techniques on the alphabetic, numeric, punctuation, and symbol keys. In addition, students will develop techniques for using the 10-key number pad for data entry and accounting practices. Lab Fee"
BAS 110,Emerging Technologies & Web Applications,3,"Introduces students to modern technology and digital skills for the workplace. Designed with a focus on current technology, trends, and environments. Topics may include, but are not limited to, internet and information literacy, web-based productivity applications for documents, spreadsheets, presentations, digital storage, and communications. Lab Fee"
BAS 130,Professional Communications,3,"Designed to strengthen communication in professional settings, this course focuses on developing the ability to plan, create, revise, and deliver effective communication within business and industry. Students will employ the writing process to industry best practices when communicating with internal stakeholders, customers, and documentation. Additional topics include intercultural communication, non-verbal communication, and impacts of technology in communication will be explored. Lab Fee"
BAS 140,Communication Applications,3,"Introduces students to communication applications used in business and industry. Using a hands-on, project-based approach, students will acquire functional knowledge of current planning, sharing, and organization tools. Students will gain competencies in how to use core email, calendar, contact and task management systems, and video conferencing applications to effectively communicate in the workplace. Students will also learn how to create and maintain virtual workspaces for collecting, organizing, and sharing information. Lab Fee"
BAS 150,Presentation Applications,3,"Through a step-by-step, project-based approach, students will acquire the skills necessary to use presentation applications to plan, design, and deliver effective professional media presentations for various audiences and modalities. Students will apply industry best practices for accessibility, usability, and developing content for target audiences to design and deliver a custom presentation that meets the specific needs of the presenter and target audience. Lab Fee"
BAS 160,Introduction to Business Applications,3,"This course introduces students to technologies and best practices used in business and industry. Through a hands-on approach, students will acquire foundational knowledge and experience using a select collection of current business applications and best practices. Topics include but are not limited to: current operating systems, file management strategies, online storage platforms, professional communication & scheduling tools, capturing and maintaining digital knowledge. Additionally, students will learn how to create professional documents and formal reports, build professional slide decks, and organize and analyze data within spreadsheets. Lab Fee"
BAS 210,Document Applications,3,"Through a step-by-step, project-based approach, students will acquire the skills necessary to use document creation applications to plan, design, and deliver effective professional documents for various audiences and modalities. Students will develop competency in the creation of simple documents, formal and informal business reports, mass communications such as newsletters and letters, electronic forms, and other professional documents used in business and industry today. Students will apply industry best practices for accessibility, usability, and developing content for target audiences to create a custom document. Lab Fee"
BAS 220,Spreadsheet Applications,3,"Through a step-by-step, project-based approach, students will acquire the skills necessary to use spreadsheet applications to plan, design, and deliver effective professional workbooks for various audiences and business functions. Students will develop competency creating simple spreadsheets with data, calculations, and formatting. Students will progress to more advanced workbook designs using advanced functions to transform and analyze data, perform what-if analysis, charting, data validation, and workbook automation to address business scenarios. Students will apply industry best practices for accessibility, usability, and developing content for target audiences to create a custom workbook. Lab Fee"
BAS 260,Business Services & Operations,4,"In this capstone course students apply their knowledge, skills, and abilities to navigate and maintain a hands-on, simulated, office environment. Working within multi-disciplined teams, students will address industry-based scenarios by applying problem solving, decision-making, leadership, and ethical metrics. Specific emphasis will be placed in utilizing effective interpersonal communication; efficient time and project management; and leveraging technology in a business office environment to provide internal and external customer focus. This course is planned for the last semester of the student’s program and is an intense application of skills learned in previous courses. Lab Fee"
BUEN 100,Introduction to Entrepreneurship,1,"This course is designed to provide an introduction to the process of turning an idea into a successful start-up business. A primary focus is for the student to explore the potential of being a successful entrepreneur. The course introduces the student to the processes for creating a potentially successful business plan. The student will use entrepreneurial discovery processes, assess opportunities for venture creation, and develop presentation skills to convince others of the potential success to implement the business entity."
BUEN 101,Entrepreneurship - Developing a Business Plan,2,"This course is a continuation of BUEN 100 and designed to assist the student in the processes for creating a potentially successful business plan, utilizing business plan software. Each student is expected to identify a feasible idea suited to their needs and interests for business. The student will apply a design and development process to the idea, produce a solid business plan for implementation, and identify and establish an action plan for acquiring the resources (including funding) needed to implement their business plan."
BUEN 112,Entrepreneurship: Assessing Your Readiness,2,"This course introduces the student to the basic knowledge and skills necessary for small business success. The student will use self-assessments, reflections, and idea and resources exploration to determine their personal readiness for starting and running a successful small business. Lab Fee"
BUEN 113,Entrepreneurship: Finding Your Opportunity,2,"In this course, the student will match personal strengths and passions in an entrepreneurial idea that is both feasible and fits them well. Using a Business Model Canvas format, students will begin to develop the idea and use presentation skills to convince others of the potential success in implementing the business concept. Lab Fee"
BUEN 114,Entrepreneurship: Developing Your Plan,2,This course is a continuation of BUEN 113 and will guide the student in the development of a successful business plan utilizing business plan software. Each student will create and present a business plan including identifying and establishing an action plan for acquiring the necessary resources (including funding) to implement their plan. Lab Fee
