course_code,course_name,credit_hours,description
ALH 25202,Medical Assistant Clinical Procedures Lecture,4.5,"Lecture-Lab: 4.5-0 Offered: W This course is designed to provide the theoretical basis and practical application for performing clinical procedures in the ambulatory care setting. Prerequisite: ALH 10101 , ALH 11101 , ALH 25101 , BIO 10700 . Corequisites: PHB 10200 and ALH 25203 ."
ALH 25203,Medical Assistant Clinical Procedures Lab,2.5,Lecture-Lab: 0-5 Offered: W MA Clinical Procedures Lab is a lab course that prepares students to perform clinical skills in an ambulatory care setting. Prerequisite: Program admission. Corequisites: PHB 10200 and ALH 25202 .
ALH 25500,Prof Issues in MA & Internship,4,"Lecture-Lab: 1-3 Offered: S Professional Issues in MA & Internship is a course that includes 160 internship hours along with seminar time in professional behavior and performing as a team member. Prerequisite: Program admission and successful completion of ALH 25100 , ALH 25202 , ALH 25203 , and PHB 10200 ."
ALH 29902,Practicum-Medical Billing and Coding,4,"Lecture-Lab: 4-0 Offered: S,V This course provides students with a component of extensive review of medical coding and billing skills. Emphasis is placed on advanced medical coding techniques and revenue cycle procedures with coding/billing office work experience virtual by simulation. Includes career research, resume writing, interviewing, networking and time management skills. Replaces HIT-29902. Prerequisites: Completion of all other required courses for the certificate, completion of all required courses with a minimum grade of C+, and overall GPA of 2.3, and permission of advisor."
ART 10000,Art History I,3,"Lecture-Lab: 3-0 Offered: F This course surveys the major developments, movements, and philosophies of the visual arts from the Prehistoric to the Renaissance period by means of lecture, slides, and videos. (Humanities Credit: This course can be used for the Michigan Transfer Agreement)."
ART 10103,Art History II,3,"Lecture-Lab: 3-0 Offered: W This course provides a survey of the major developments, movements, and philosophies of the visual arts from the Renaissance period to the present, by means of lecture, slides, and videos. (Humanities Credit: This course can be used for the Michigan Transfer Agreement)."
ART 10500,Intro to Design,3,"Lecture-Lab: 0-4 Offered: F In this course, students will gain an understanding of the relationships between shape, form, pattern, texture, and color. By using computers, the student will create compositions dealing with biomorphic and rectilinear shapes. This course is intended to give the student a basic knowledge of the principles of composition and the elements of design and the role they play in the creative process. (Humanities Credit)"
ART 10600,Fund of Drawing I,3,"Lecture-Lab: 0-4 Offered: F This course will stress the process of drawing as an imitation of nature through eye-hand coordination. Drawings are generated exclusively from still lifes as subject matter. Emphasis is on linear construction with a concern for accurate proportion and simple positive-negative/figure-ground relationships. Value structure is introduced after an initial but solid understanding of sighting and measuring, composition, and spatial relationships has been developed. Media is limited to achromatic/monochromatic dry drawing materials. (Humanities Credit)"
ART 10700,Painting I,3,"Lecture-Lab: 0-4 Offered: F This course will stress the process of painting as an imitation of nature through eye-hand coordination. Paintings are generated from photographs and still lifes (observed objects) as subject matter. Emphasis is on the exploration of techniques with a concern for accurate proportion, simple positive-negative/figure-ground relationships, and color dynamics. Technical realism is introduced after an initial but solid understanding of color theory, compositions, and spatial relations has been developed. Media is limited to full-spectral wet oil materials. (Humanities Credit)"
ART 11400,Sculpture I,3,"Lecture-Lab: 0-4 Offered: W Students will explore the processes and materials of sculpture (clay, stone, wood, plaster, metals, and other media) with an emphasis on the concepts of three-dimensional form and space. (Humanities Credit)"
ART 11500,Photography I,3,Lecture-Lab: 2-2 Offered: F This course offers an introduction to the basic technical skills of photography as a creative medium for personal expression. (Humanities Credit)
ART 11700,Art Appreciation,3,"Lecture-Lab: 3-0 Offered: F,W Provides the non-artist with an appreciation of the visual arts. Through explanation, exploration, research, discussion and hands-on activities, the student will gain an understanding of the concepts involved in discussion and creating art and its role in human society. Prerequisite: Placement into ENG 10303 . Prerequisite or corequisite: ENG 10305 . (Humanities Credit: This course can be used for the Michigan Transfer Agreement)."
ART 17000,Graphic Studio,3,Lecture-Lab: 1-3 Offered: F This course is an introduction to the computer as a design tool using industry standards in page layout and digital software. (Humanities Credit)
ART 19000,Digital Communications,3,Lecture-Lab: 1-3 Offered: W The study of fundamental design concepts and elements as they are applied to digital media. Students will create digitally manipulated images using various imaging techniques for print media as it relates to their major area of study. (Humanities Credit)
ART 20600,Drawing II,3,"Lecture-Lab: 0-4 Offered: W This course stresses the process of drawing as an imitation of nature through eye-hand coordination. Drawings are generated from still life and photographs as subject matter. In Drawing I, emphasis is on linear construction with a concern for accurate proportion and simple positive-negative/figure-ground relationships. Emphasis in Drawing II is on value structure and the development of the realistic rendering techniques. Students should show a concentration in experimental media, techniques, spatial relationships, and conceptual processes of drawing. Prerequisite: ART-10600 . (Humanities Credit)"
ART 20700,Painting II,3,"Lecture-Lab: 0-4 Offered: W Painting II will continue to stress the process of painting as an imitation of nature through eye-hand coordination. Paintings are generated from photographs and still lifes as subject matter. Students embark on a wider exploration of techniques with a concern for accurate proportion, simple positive-negative/figure-ground relationships, and color dynamics. Technical realism is one approach used to develop a continuing understanding of color theory, composition, and spatial relationships. Emphasis is on the student’s personal development and refinement of personal expression. Media is limited to full-spectral wet oil materials. Prerequisite: ART 10700 (Humanities Credit)"
ART 21100,3-Dimensional Design,3,"Lecture-Lab: 0-4 Offered: W This course is an introduction to the fundamentals and concepts of organizing forms in three dimensions. Students use basic materials for a sequence of observation-based problems exploring line, plane and volume with modeled and constructed forms, both in relief and free standing. (Humanities Credit)"
ART 22100,Typography,3,"Lecture-Lab: 1-3 Offered: F An introduction to the study of letter forms and understanding fundamental typographic principles with an emphasis on the vocabulary of typographic form and its relationship to message/purpose. This course will include lectures, discussions, critiques, presentations, and creative work. Participation in discussion and critique is vital to the success of the class. Assignments will include researching designed artifacts, reading from recommended books/web sites, developing/creating typographical work, testing knowledge of elements of typography and giving presentations."
ART 22200,Interactive Media Design,3,"Lecture-Lab: 1-3 Offered: W Students will learn to create interactive works related to their major area of study, for delivery via the Web and Mobile Media. Interactive Media Design will teach you the process and language of digital mass media design. Unlike design for print, design for the internet is an immediate and interactive form of communication. It is also rapidly evolving."
ART 25000,Illustration I,3,"Lecture-Lab: 1-3 Offered: W This is an introductory course in the basic black, white, and color media illustration techniques with exploration in figurative drawing, media techniques, color and composition, spatial relationships, and conceptual progress of page layout. Illustration I will utilize the knowledge gained in Fundamentals of Drawing I to produce artwork that tells a story or expresses an idea. Artwork is generated by the media available to the student that best fits the idea, such as graphite, charcoal, ink, digital, photography, paint, colored pencil, etc. The ultimate goal in illustration is to create work that can be used for publication, whether magazine, book, brochure, etc. (Humanities Credit)"
ART 27531,Rendering I,3,Lecture-Lab: 1-3 Offered: F A drawing and painting course in super realism using various media. (Humanities Credit)
ART 27545,Computer Generated Images I,3,"Lecture-Lab: 1-3 Offered: W In this course, students will learn the fundamental concepts and features of Adobe Photoshop. These concepts include photo editing and retouching, color correction, layer basics, and special effects. (Humanities Credit)"
ART 27550,Digital Darkroom,3,"Lecture-Lab: 1-3 Offered: W An intermediate level course that facilitates discussion and photographic processes within the larger context of contemporary art, photography and digital media. The course will emphasize and process involved in generating a portfolio of images, a coherent body of work based upon a theme, concept or selected subject matter. The class will discuss topics such as locating an individual voice, refining a working process, considering methods of presentation of photographs and reflecting on current issues in contemporary art. (Humanities Credit)"
ART 28000,Portfolio I,3,"Lecture-Lab: 3-1 Offered: F,W,S This is an advanced course in portfolio preparation. It will stress the process of preparing an intensive portfolio for the artist’s market. Résumés and artist’s statements are written to develop an initial but solid understanding of the artist’s work. (Humanities Credit)"
AST 10200,Exploration of Astronomy,3,"Lecture-Lab: 3-0 Offered: F,W,S This one-semester introductory astronomy course explores our solar system, the stars and their evolution, the various types, composition and evolution of galaxies, the structure of the universe and cosmology. This course meets the Michigan Transfer Agreement requirement of a science course without a laboratory, or taken with AST 10300 , will also count as a science course with a laboratory. Prerequisite: MTH 12002 , MTH 12500 , or MTH 20601 ; or placement into MTH 12000 or MTH 13000 or higher. (Science credit)"
AST 10300,Exploration of Astronomy Lab,1,"Lecture-Lab: 0-3 Offered: F,W,S This laboratory course is a hands-on introduction to astronomy and technology in the observational arena. The focus is on observational and experimental methods of scientific inquiry and the usage of basic analytical practices. The secondary focus will be on basic laboratory and safety skills. The curriculum is implemented through a combination of physical and observational laboratory exercises and experiments. This course, taken in tandem with AST-10200, meets the Michigan Transfer Agreement requirement of a laboratory science course. Prerequisite: MTH 12002 , MTH 12500 , or MTH 20601 ; or placement into MTH 12000 or MTH 13000 or higher. Corequisite: AST 10200 (Science credit)"
APC 10000,Quality Management Systems,3,"Lecture-Lab: 3-0 Offered: V This course is designed to prepare students with modern concepts of quality control and assurance techniques as a body of managerial, technical, behavioral and economic knowledge. This course will introduce Lean, TQM, Kiazen, ISO and other waste reduction and quality operating systems to improve efficiency and effectiveness in manufacturing operations."
APC 10100,Intro to Industry and the Industrial Workplace,2,"Lecture-Lab: 2-0 Offered: V Introductory course providing an occupational analysis of working conditions, positions, terminology, employment opportunities, certification requirements, and safety considerations for those employed in industries using industrial automation, robotics, and instrumentation to control processes. Industry tours will provide students with a broad overview of industry operations and employment expectations."
APC 10200,OSHA Health and Safety,3,"Lecture-Lab: 3-0 Offered: F Introduces concepts of occupational safety and health, including regulatory agencies, financial and human impact of occupational injuries and illnesses, and workers’ compensation. Covers basic safety terminology and how to access safety information and resources."
APC 10500,Electrical Fundamentals and Asset Management,4,"Lecture-Lab: 3-2 Offered: V An introduction to solid-state components and electronic circuits. Students will gain a working knowledge of analog and digital assets that provide plant operator’s management data and control of vibration, lubrication, temperature, sound, light, fluid flow and other machine and building functions. The course will include applications in amplifier circuits, information transformation, circuit boards, and amplifier coupling."
APC 13500,Instrumentation,4,"Lecture-Lab: 2-4 Offered: V This course includes instruction in selecting and maintaining electronic sensing and reporting equipment used to measure and manage liquid, gas, and solid flow; pressure, vibration; lubrication; sound; temperature; capacity; and other sensing functions common to industry. Students will perform measurement calculations and conversions associated with the above functions and calibrate valves and systems. Troubleshooting and replacement of electronic sensing devices is also covered."
APC 14000,Intro to Predictive and Preventative Maintenance,3,Lecture-Lab: 2-2 Offered: V Students will gain concepts of preventative and predictive maintenance. They will analyze predictive maintenance plans used in industry and design a maintenance plan for a specific plant function. They will learn how information gained from instrumentation is incorporated into a predictive plan and write a change out plan for a specific piece of equipment.
APC 15000,Human Machine Interface,3,"Lecture-Lab: 1-4 Offered: V This course will introduce the concepts of human digital interface and SCADA systems used to control processes and gather data needed to manage plant operations. Students will train on simulators and design a system for controlling a plant function, collect management data on that function, and write an analysis of the data."
APC 20000,Introduction to Lean Manufacturing,3,"Lecture-Lab: 3-0 Offered: V Explore the principles of lean as a method of organizational management. Emphasizes the techniques used to achieve quality, cost and delivery goals such as Just-In-Time, 5-S, Value Steam Mapping, workplace organization, and visual controls. Discusses the roles and responsibilities in the organization for allocating resources to achieve lean management. Prerequisite: APC 10000"
AUT 13000,Torque and Precision Measurement,2,Lecture-Lab: 1-2 Offered: F This course is a lecture/lab course designed to provide instruction on basic measurement using both the imperial and metric systems. Students will develop skills and technical knowledge in the function and use of various precision measurement tools commonly used in the automotive industry. Students will also gain knowledge in the theory of fastener torque as well as the proper use of common torqueing tools.
AUT 16100,Engine Fundamentals & Overhaul,4,"Lecture-Lab: 2-4 Offered: W This course provides an introduction to design, operation, troubleshooting, and service procedures of modern gasoline engines. The student will participate in disassembly, measurement, inspection, and reassembly of engine components. Use of technical data and service procedures will be stressed. The student will complete the ASE A1 technician certification exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automobile gasoline engines. Prerequisite: AUT 13000 and AUT 16303 or instructor’s permission."
AUT 16201,Fuel Systems & Emission Control,4,"Lecture-Lab: 2-4 Offered: W This lecture/lab course is designed to provide instruction in fundamentals, construction, operation, troubleshooting, and servicing of the components of the fuel and emission control systems. Students will participate in disassembly and reassembly of components and fuel systems and in emission control testing. Prerequisite: AUT 16401 or instructor’s permission."
AUT 16303,Automotive Fundamentals,2,"Lecture-Lab: 1-2 Offered: F This is a lecture/lab course designed to familiarize the student with the automotive unit; design, production, operating, testing, and servicing. This course explores how to perform preventative maintenance routines such as oil changes, tire rotations on standard systems as well as on vehicles equipped with TPMS (Tire Pressure Monitoring System), brake and suspension system inspections, and how to service the cooling system. General shop safety and proper tool usage will be covered."
AUT 16401,Basic Electricity,3,"Lecture-Lab: 2-2 Offered: F This electrical course is designed as a prerequisite for automotive electrical classes. Areas of instruction will cover basic electricity, magnetism, fundamentals of batteries, starting motors, charging systems, ignition systems, electrical accessories, and basic wiring."
AUT 16801,Automotive Electrical Systems,4,"Lecture-Lab: 2-4 Offered: W In this course, students will develop technical knowledge and skills necessary to service and diagnose modern electrical systems. Emphasis will be placed on electrical testing techniques and use of electrical testing equipment. Instruction and lab work will cover chassis wiring, electrical accessories, batteries, starters, charging systems, and ignition system service. The student will complete the ASE A6 technician certification exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automobile electrical systems. Prerequisite: AUT 16401 or instructor’s permission."
AUT 17704,Automotive Braking Systems Fundamentals,2,"Lecture-Lab: 1-2 Offered: F This course is designed to provide instruction and skill development in automotive brake system theory and service. Students will develop skills and technical knowledge in the evolution of operation, theory, diagnosis, and repair of conventional braking systems. Prerequisite or corequisite: AUT 16303 or instructor permission."
AUT 17800,Steering and Suspension Fundamentals,2,"Lecture-Lab: 1-2 Offered: F This is a lecture/lab course covering nomenclature and operating principles of steering and suspension systems. Emphasis is on skill development in diagnosing and servicing wheels and tires, steering systems, common suspension systems, and performing pre-alignment inspections. Corequisites: AUT 16303 or instructor permission."
AUT 18000,Intro to Auto Service Management,1.5,"Lecture-Lab: 1.5-0 Offered: F This course is a study of facility licensing and management, with coverage of customer relations, promotional techniques, ethics, sexual harassment issues, job-seeking skills, and the laws of the State of Michigan as they apply to the automotive repair industry. The subjects of warranty processing, expense control, productivity, and time labor standards are defined and studied. Employee compensation and incentives, along with job opportunities and classifications, are also discussed and identified."
AUT 21800,Automatic Transmissions,4,"Lecture-Lab: 2-4 Offered: F In this lecture/lab course, students are prepared to service, diagnose, and overhaul commonly used automatic transmissions and transaxles. Emphasis will be placed on principles of operation, model variations, servicing techniques, and troubleshooting procedures. The student will complete the ASE A2 technician certification exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automatic transmissions Prerequisite: AUT 16303 or instructor’s permission."
AUT 26501,Advanced Automotive Braking Systems,2,"Lecture-Lab: 1-2 Offered: F This course is designed to provide instruction and skill development in modern computer controlled automotive electronic braking systems. Systems such as anti-lock braking, electromechanical braking, traction control, and electronic parking brake systems. The student will complete the ASE A5 technician certification exam, demonstrating knowledge of the skills necessary to diagnose, service, and repair automotive modern automotive braking systems. Prerequisite: AUT 17704 or instructor permission."
AUT 26601,Gas Engine Performance/Diagnostics,4,"Lecture-Lab: 2-4 Offered: F Through the study of theory and use of testing and diagnostic procedures for computerized engine controls, the student will develop the skills required of a diagnostic drivability technician. The student will complete the ASE A8 technician certification exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automotive engine management systems. Prerequisites: successful completion of first and second semester of automotive curriculum or instructor’s permission and AUT 16201 , AUT 16303 , AUT 16401 , and AUT 16801 ."
AUT 26700,Diesel Engine Performance & Diagnostic,4,"Lecture-Lab: 2-4 Offered: W This is a lecture/lab course designed to teach students performance and diagnostic procedures on modern passenger car and light duty truck diesel engines. Differences between diesel engine diagnostics and gasoline engines will be covered in great detail. Combustion chamber, fuel, cooling, and lubrication system designs are discussed. Maintenance requirements due to low sulfur fuel, particulate traps, air filter service and new engine oil configurations are all covered. The student will complete the ASE A9 technician certification exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automotive diesel engines. Prerequisite: AUT 26601 or instructor’s permission."
AUT 26800,"Advanced Auto Steering, Suspension, & Alignment",2,"Lecture-Lab: 1-2 Offered: F This is a lecture/lab course covering advanced electronic steering and suspension systems. Emphasis will be on diagnosing and servicing steering and suspension systems, and performing advanced four-wheel alignments on today’s modern cars. The student will complete the ASE A4 technician exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automotive steering and suspension systems. Prerequisites: AUT 17704 and AUT 17800 or instructor permission."
AUT 27000,Heating & Air Conditioning,3,"Lecture-Lab: 2-2 Offered: W In this basic refrigeration and air conditioning course, students will gain skills in refrigeration tools and materials, basic refrigeration systems, compressors, refrigerant controls, electric circuit controls, refrigerants testing, and repair of air conditioning units. The student will complete the ASE A7 technician certification exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automotive heating and air conditioning systems. Prerequisite: AUT 16303 or instructor’s permission."
AUT 27900,Manual Trans Drivelines/Rear Axles,4,"Lecture-Lab: 2-4 Offered: W This is a lecture/lab course in the function, construction, operation, servicing, and troubleshooting of conventional power transmission components used in passenger cars and light trucks; clutch, manual transmission/transaxle, propeller shafts, universal joints, and rear axles. The student is given experience in disassembly and reassembly of component parts. The student will complete the ASE A3 technician exam, demonstrating knowledge of the skills necessary to diagnose, service and repair automotive drivelines and manual transmissions. Prerequisite: AUT 16303 or instructor’s permission."
AUT 28000,Capstone Lab,4,Lecture-Lab: 0-8 Offered: W This course offers supervised in-depth automotive repair experience designed to prepare a student for entry into the workforce. Students accomplish the course objectives while working in the automotive lab. This course is required for completion of the Associate in Applied Science and for the Master Certification Program. The student will compile credentials and participate in an automotive job fair. The student will complete a minimum of 128 hours in this course. Prerequisite: Completion of prior courses and instructor’s permission.
BIO 10100,Biology for Non-STEM Majors,4,"Lecture-Lab: 3-2 Offered: F,W This is a lecture and laboratory course in the basic principles of life science; genetics, origin, and evolution of life, structure, function, and classification of organisms and interactions in the ecosystem are stressed. Prerequisite: ENG 10305 or placement into ENG 10303 ; and placement into MTH 12000 or MTH 20600 . Prerequisite or corequisite: MTH 12002 , MTH 12500 , or MTH 20601 . (Science Credit)"
BIO 10700,Essentials of Anatomy & Physiology,4,"Lecture-Lab: 3-2 Offered: F,W,S This course provides an abbreviated study of the gross and microscopic structures and functions of the systems, organs, and tissues of the human body. Terminology and common pathologies of each system will be introduced. This course includes two hours of laboratory. Prerequisite: ENG 10305 or placement into ENG 10303 . (Science credit)"
BIO 11300,Field Biology of Northern Michigan,4,"Lecture-Lab: 3-2 Offered: F A lecture and field laboratory course in the natural history, classification, ecology, and behavior of local flora and fauna and ecological understanding of habitats local to Northern Michigan. This course is designed for the liberal arts non-science major, non-specialists in outdoor life, and those interested in their local natural communities. NOTE: This course is physically demanding at times due to several planned hikes. Field excursions that involve walking through bogs, ferns, and wading in rivers are planned. Prerequisite: ENG 10305 or placement into ENG 10303 ; placement into MTH 12000 or MTH 20600 . Prerequisite or corequisite: MTH 12002 , MTH 12500 , or MTH 20601 . (Science credit)"
BIO 11700,Cell & Molecular Biology for STEM Majors,4,"Lecture-Lab: 3-2 Offered: F Emphasizes molecular biology, cell chemistry, cell structure & function, cell division, and genetics. For Biology majors and minors, or students planning to transfer to pre-professional programs requiring Biology. Includes a three-hour laboratory experience per week. Prerequisite: ENG 10305 or placement into ENG 10303 ; and MTH 12002 , MTH 12500 , or MTH 20601 ; or placement into MTH 12000 or MTH 13000 or higher; and BIO 10100 or one year of high school biology with a “C” or better grade minimum. (Science credit)"
BIO 11800,Evolution & Ecology for STEM Majors,4,"Lecture-Lab: 3-2 Offered: W Emphasizes diversity of organisms, animal and plant structure, animal behavior, ecology, and evolution. For Biology majors and minors or students planning to transfer to pre-professional programs requiring Biology. Prerequisite(s): ENG 10305 or placement into ENG 10303 ; and MTH 12002 , MTH 12500 , or MTH 20601 , or placement into MTH 12000 or MTH 13000 or higher and BIO 10100 or one year of high school biology with a “C” or better grade minimum. (Science Credit)"
BIO 20000,Fundamentals of Nutrition,3,"Lecture-Lab: 3-0 Offered: W This course was designed for students with an interest in nutrition and wellness with an emphasis on key nutritional concepts for health care students. The relationship between nutrition and disease processes will be explored. Specific dietary needs of special populations will also be examined. Various diets and their impact on health will be discussed. Prerequisites: MTH 12002 , MTH 12500 , or MTH 20601 or placement into MTH 12000 or MTH 13000 or higher. Prerequisite or corequisite: ENG 10303 or ENG 10305 . (Science credit)"
BIO 20600,Introduction to Biochemistry,3,"Lecture-Lab: 3-0 Offered: V Biochemistry will first provide a brief outline of the functional groups, nomenclature, and reactions of organic chemistry, then examine the fundamentals of biochemistry, including structure and reactivity of proteins and nucleic acids, and the basic processes of metabolism. Clinical analysis of important bio-molecules and clinical tests of body processes and molecular diseases will be investigated. The course is designed to satisfy the degree requirements in nursing (BSN), entry into graduate level study of medicine (PA) or an allied health field. It will also serve as a preparatory course for higher level organic and biochemistry courses that are required for pre-medical, pre-dental, or chemistry major programs. Prerequisite: CHE 10101 and CHE 10201 (Science credit)"
BIO 21002,Microbiology,3,Lecture-Lab: 3-0 Offered: W This course provides a lecture study of the major groups of microbes. The structure of the unicellular organism will be compared to the structure of multicellular organisms. Applications to medicine and ecology will be discussed. The course is designed for the liberal arts student as well as the health sciences student. Prerequisites: BIO 11700 or BIO 23500 & BIO 23600 (or BIO 25000 & BIO 25100 if previously completed) or permission of instructor. (Science credit)
BIO 21003,Microbiology Lab,1,Lecture-Lab: 0-3 Offered: W This course provides a laboratory study of the major groups of microbes. the structure of the unicellular organism will be compared to the structure of multicellular organisms. Application to medicine and ecology will be discussed. The course is designed for the liberal arts student as well as the health science student. Prerequisites: BIO 11700 or BIO 23500 and BIO 23600 (or BIO 25000 and BIO 25100 if previously taken) or permission of instructor. Prerequisite or corequisite: BIO 21002 (Science credit)
BIO 21400,Introduction to Exercise Science,3,"Lecture-Lab: 3-0 Offered: F In this course, students will be introduced to the field of exercise science. The areas of exercise physiology, motor control, biomechanics, athletic training, and exercise psychology will be presented. Careers open to exercise science students will be explored. Prerequisite: Completion of BIO 23500 Anatomy & Physiology I OR a grade of “B” or higher in BIO 10700 Essentials of Anatomy and Physiology. Please note that students on the Exercise Science Pathway will require both BIO 23500 and BIO 23600 (Anatomy and Physiology I & II) for transfer to a bachelors program. (Science credit)"
BIO 23500,Anatomy & Physiology I,4,"Lecture-Lab: 3-2 Offered: F,W,S The first of a two-semester sequence; the first semester covers the nature of life, organization of the human body, cell chemistry and metabolism, the integumentary system, histology, the skeletal and muscular systems, and the nervous system including the special senses. Prerequisites: ENG 10305 or placement into ENG 10303 . Placement into MTH 12000 or MTH 20600 ; high school chemistry is recommended but not mandatory. Prerequisite or corequisite: MTH 12002 , MTH 12500 , or MTH 20601 . (Science Credit)"
BIO 23600,Anatomy & Physiology II,4,"Lecture-Lab: 3-2 Offered: F,W,S This is a continuation of BIO 23500 with emphasis on the sensory system, endocrine system, cardiovascular system, respiratory system, digestive system, urinary system, and reproductive system with an introduction to genetics. The course will conclude with a study of pregnancy and human growth and development. Prerequisite: BIO 23500 with a minimum grade of C. (Science Credit)"
BIO 23700,Pathophysiology,3,"Lecture-Lab: 3-0 Offered: S, F Pathophysiology is a survey course that looks at changes to function (physiology) that occur as part of a disease process (pathology). This course is aimed at those wishing to pursue health care professions and emphasizes the common diseases of the body systems. Prerequisites: BIO 23500 & BIO 23600 (or BIO-25000 & BIO-25100) and ALH 10101 . (Completion of ENG 10303 or ENG 10305 is highly recommended). (Science credit)"
BUS 10100,Intro to Business,3,"Lecture-Lab: 3-0 Offered: F,W,S This course provides an orientation to characteristics and functions of business, business environment, opportunities, ownership, management, organization, marketing, personnel, finance, ethics, law, and controls for decision making in business."
