course_code,course_name,credit_hours,description
ANTH 2220,Introduction to Archaeology,4.00,"Prerequisites: None This course is an introduction to the techniques, methods, and theories that archaeologists use to interpret the human past. The class will also explore archaeological evidence from both the Old and the New Worlds. (4 contact hrs)"
ARAB 1260,Introduction to Arabic Language & Culture,4.00,"Prerequisites: None (formerly ARAB-2920) This course is designed to introduce students to the Arabic speaking world and Arabic vocabulary and grammatical structures necessary to express personal meaning on basic topics. Students will engage in these activities within contextualized cultural settings. The vocabulary and grammatical structures are integrated into interactive and communicative activities that emphasize all four language skills: speaking, listening, reading, and writing. Students are required to use computer based technology to practice these skills. (5 contact hrs)"
ARAB 1270,Elementary Arabic 2,4.00,"Prerequisites: ARAB 1260 or two or more years of high school Arabic (formerly ARAB-2911) This course continues students’ development of Arabic language and culture by building and expanding on the culture, vocabulary and language structures learned in ARAB-1260. New language functions will be presented in meaningful activities that emphasize all four language skills: speaking, listening, reading, and writing and allow for further cultural exposure. Students are required to use computer based technology to practice these skills. (5 contact hrs)"
ARAB 2360,Intermediate Arabic 1,4.00,"Prerequisites: ARAB 1270 ARAB-2360 Third-semester Arabic picks up where second-semester Arabic ( ARAB 1270 ) has ended. The central goal is to advance the student’s communicative ability and cultural competency with an emphasis on assimilating the language for complex communicative purposes. In addition to Modern Standard Arabic (MSA), students will also practice one of the spoken dialects, the Egyptian, the Levantine, or the Moroccan dialects. The instructor will use authentic materials including texts from print Arabic media, video, and audio from the Middle East. (5 contact hrs)"
ARTT 1060,Basic Drawing 1,3.00,"Prerequisites: None Basic drawing skills for both commercial and general art. Introductions to elements of drawing, perspective, and drawing media, such as charcoal, ink, conte crayon, pencil, etc. Composition with still life, figure, and landscape. Required for pre-art majors. (6 contact hrs)"
ARTT 1070,Basic Drawing 2,3.00,"Prerequisites: ARTT 1060 Continuation of ARTT 1060 with greater emphasis on composition, rendering, perspective, and personal expression. Required for pre-art majors. (6 contact hrs)"
ARTT 1360,Color & Design 1,3.00,"Prerequisites: None Principles of design as a foundation for all work in art. Creative experimentation in two-dimensional design with line, shape, value, texture, and color in various media. Required for pre-art majors. (6 contact hrs)"
ARTT 1370,Color & Design 2,3.00,"Prerequisites: ARTT 1360 Continuation of ARTT 1360 . Color composition; color systems and phenomena. Three-dimensional approaches explored in paper, wood, plastic, metal, etc. Required for pre-art majors. (6 contact hrs)"
ARTT 1460,Ceramics 1,3.00,"Prerequisites: None Introduction to ceramic handcraft; design processes, hand building methods, throwing on the potter’s wheel, decoration, glazing, and firing. (6 contact hrs) Center Campus."
ARTT 1470,Ceramics 2,3.00,"Prerequisites: ARTT 1460 Continuation of ARTT 1460 . Emphasis on increased conceptual and technical skills, particularly wheel-throwing and leather-hard slab construction. (6 contact hrs) Center Campus."
ARTT 1480,Ceramics 3,3.00,"Prerequisites: ARTT 1470 Advanced work in the art and craft of clay and glazes. Additive, reductive, and formative construction; lab practice; architectural scale ceramics; combining media, field trips. May be taken twice for credit. (6 contact hrs) Center Campus."
ARTT 1620,Fine Art Appreciation,3.00,"Prerequisites: None (formerly ARTT 1610) Open to all students to develop insight and gain experience in the visual arts. Non-historical introduction to the aesthetic elements of architecture, sculpture, crafts, painting, drawing, printmaking, design, etc. (3 contact hrs)"
ARTT 1625,Fine Art Appreciation: Travel Abroad,4.00,"Prerequisites: None Open to all students to develop insight and gain experience in the visual arts through travel. Introduction to the aesthetic elements of architecture, sculpture, crafts, painting, drawing, printmaking, design, etc. This class will travel to European locations to appreciate real-world examples. (4 contact hrs)"
ARTT 2060,Life Drawing 1,3.00,"Prerequisites: ARTT 1060 Basic study of the human form. Includes anatomy, structural, and visual form. Required for pre-art majors. (6 contact hrs)"
ARTT 2070,Life Drawing 2,3.00,Prerequisites: ARTT 2060 Continuation of ARTT 2060 with greater development of personal skills. (6 contact hrs) Center Campus.
ARTT 2160,Basic Painting 1,3.00,"Prerequisites: ARTT 1060 and ARTT 1360 Abstract and realistic approaches for the technical handling of tools, pigments, and processes in acrylic and/or oil painting. (6 contact hrs) Center Campus."
ARTT 2170,Oil Painting - Painting 2,3.00,Prerequisites: ARTT 2160 Classical handling of the medium with some research into contemporary methods and material. (6 contact hrs) Center Campus.
ARTT 2200,Jewel & Metalwork,3.00,"Prerequisites: None This course covers elements of design and production of handcrafted jewelry, small sculpture, and functional objects in metals and other media, including centrifugal casting (of “lost wax” and other organic models), gas and electric welding, and forging techniques. Students will work in construction (with sheet, wire, and other media). (6 contact hrs) Center Campus."
ARTT 2210,Jewel & Metalwork 2,3.00,"Prerequisites: ARTT 2200 This course is a continuation of ARTT 2200 with emphasis on greater individual direction and choice of media. Students will gain further experience in centrifugal casting, stone setting, advanced welding, and forging. (6 contact hrs) Center Campus."
ARTT 2560,Sculpture 1,3.00,"Prerequisites: None Emphasis on basic techniques of modeling, casting, construction, and elementary carving. Abstract and figurative approaches. (6 contact hrs) Center Campus."
ARTT 2570,Sculpture 2,3.00,Prerequisites: ARTT 2560 Continuation of ARTT 2560 with emphasis on greater individual direction and choice of media. (6 contact hrs) Center Campus.
ARTT 2580,Sculpture 3,3.00,"Prerequisites: ARTT 2560 , ARTT 2570 ARTT-2580 is for advanced sculpture making. Students gain a greater understanding of concepts and object making through advanced work in welding and the casting processes. (6 contact hrs) Center Campus."
ARTT 2600,Figurative Sculpture 1,3.00,"Prerequisites: None (formerly ARTT-2922) This course introduces creation of sculpture art using the human figure. It covers a basic study and understanding of the human form in space, including anatomy, reduction, structure, and other sculpture practices. (6 contact hrs) Center Campus."
ARTT 2602,Figurative Sculpture 2,3.00,Prerequisites: ARTT 2600 and ARTT 2560 (formerly ARTT-2923) This course extends creation of sculpture using the human figure. The student will gain a greater understanding of anatomy and structure through advanced work with the casting process. (6 contact hrs) Center Campus.
ARTT 2650,Art of the Western World: Prehistory to Gothic,3.00,"Prerequisites: None (formerly ARTT-2610) Survey of architecture, sculpture, painting from prehistoric era to the Renaissance. Outstanding personalities and historical background. (3 contact hrs)"
ARTT 2660,Art of the Western World: Renaissance To Modern,3.00,"Prerequisites: None (formerly ARTT 2620) Survey of architecture, sculpture, painting from the Renaissance through modern times. Outstanding personalities and historical background. (3 contact hrs)"
ASTR 1030,General Astronomy 1,2.00,"Prerequisites: None Descriptive course analyzing the solar system, historical aspects, including the astronomy of ancient civilizations and most important astronomers, and the instruments used by the astronomer. (2 contact hrs)"
ASTR 1040,General Astronomy 2,2.00,"Prerequisites: ASTR 1030 Descriptive course analyzing the universe outside our solar system: stars, galaxies, nebulae, and interstellar material; also a brief exploration of cosmology dealing with the main theories about the origin of the universe. (2 contact hrs)"
ATAM 1150,Mathematics-Shop Arithmetic,2.00,"Prerequisites: None Review of basic arithmetic; whole numbers, fractions, decimals, signed numbers, grouping symbols, square root, ratio and proportion, flat and round tapers, simple and complex gear ratios; practical industrial shop problems are employed. (2 contact hrs) South Campus."
ATAM 1160,Mathematics-Algebra,2.00,"Prerequisites: ATAM 1150 or consent of apprenticeship coordinator Fundamental operations of positive and negative numbers, grouping symbols, algebraic axioms, equations, special products and factoring. Solution of practical shop problems. (2 contact hrs) South Campus."
ATAM 1170,Mathematics-Geometry,2.00,"Prerequisites: ATAM 1160 or consent of apprenticeship coordinator Quadratic formula, review solutions, shop formulas. Definitions and description of geometric terms, axioms, and theorems. An explanation is given to propositions dealing with straight lines, triangles, and circles, with emphasis on applications to practical shop problems. (2 contact hrs) South Campus."
ATAM 1350,Mathematics-Arithmetic & Introductory Algebra for Electrical & Allied Crafts,2.00,"Prerequisites: None An intensive review of arithmetic with emphasis on common and decimal fractions, ratio and proportion, percentage, and square root. Systems, units of measurement, and conversions. An introduction to algebra including terminology, additive functions, grouping symbols, axioms, basic procedures, multiplication and division. (2 contact hrs) South Campus."
ATAM 1360,Mathematics-Electrical Circuitry-Algebra & Trigonometry,2.00,"Prerequisites: ATAM 1350 or consent of apprenticeship coordinator Sign numbers, grouping symbols, factoring equations in one unknown, fractions, fractional equations, exponents and radicals, solution of simultaneous equations, and introduction to j factor. (2 contact hrs) South Campus."
ATAM 2150,Mathematics-Trigonometry,2.00,"Prerequisites: ATAM 1170 or consent of apprenticeship coordinator or related work experience Covers definitions of the trigonometric functions, construction and use of trigonometric tables, solutions of right triangle problems, and applications of trigonometry to practical shop problems. (2 contact hrs) South Campus."
ATAM 2350,Mathematics-A.C. Circuitry-Trigonometry & Vectors,2.00,"Prerequisites: ATAM 1360 or consent of apprenticeship coordinator or related work experience Angles, angular measure (degrees, radians), angular velocity frequency, similar triangles, trig functions, solutions of right triangles, law of cosines, vector addition and subtraction, vector components, and graphing trig functions. (2 contact hrs) South Campus."
ATAP 1030,"Feeds, Speeds, & Advanced Tools",2.00,"Prerequisites: None This course teaches the student advanced cutting tool technologies, such as proper selection of tools for CNC mills and lathes, optimum feedrate, spindle speed, surface feet per minute calculations, maximum depth of cut, side steps, high speed machining, and hard milling and turning. The student will learn the importance of tool geometries. (2 contact hrs) South Campus."
ATAP 1050,CNC Essentials,3.00,"Prerequisites: None (formerly ATAP-2912) This lecture and lab course covers shop floor and CNC essentials necessary to subsist in today’s digital manufacturing setting. Students will employ MS Windows with advanced manufacturing and CNC applications. Topics include file creation, file management, spreadsheets for setup and tooling sheets, operation of all CNC controls in the lab, including mill, lathe, RAM, and Wire and Fast Hole EDM; basic metrology, such as micrometers and calipers; and basic inspection procedures using the Faro Gage. This course prepares students for all ATAP coursework. (4 contact hrs) South Campus."
ATAP 2010,Drafting-2D CAD with MasterCAM,2.00,"Prerequisites: None This course teaches the general concepts of two dimensional modeling and drafting using MasterCAM. Through lecture and lab assignments, the student will learn basic two-dimensional modeling skills. Beginning with 2D wireframe construction, students will learn the interface and how to design basic models. These models are then used to create drawings, complete with dimensions and annotations. Terminology used in the field of CAD will be emphasized. (2 contact hrs) South Campus."
ATAP 2020,Art-To-Part-Digital Art to 3D CNC Machining,2.00,"Prerequisites: None This course teaches the general concepts of Art-to-Part using ArtCAM software. Through lecture and lab assignments, the student will learn basic skills necessary to convert two-dimensional digital pictures into three-dimensional CAD data for surface machining. Toolpaths will be generated and parts will be machined using CNC Machine Tools. Terminology used in the field of CAD/CAM will be emphasized. (2 contact hrs) South Campus."
ATAP 2030,2D MasterCAM-Mill Programming & Machining,2.00,"Prerequisites: None This course teaches the general concepts of MasterCAM for milling. Through lecture and lab assignments, the student will learn basic two-dimensional toolpath skills. Beginning with 2D wireframe construction, students will learn the interface and how to design basic models. These models are then used to create drawings and 2D CNC mill toolpaths using the CAM module. Terminology used in the field of CAD/CAM will be emphasized. (2 contact hrs) South Campus."
ATAP 2310,CNC Mill G & M Programming & CNC Machining,2.00,"Prerequisites: None This course teaches the general concepts of CNC Mill Programming. Through lecture and lab assignments, the student will learn offline programming, shop floor programming, and the principles of 2-1/2 axis CNC milling. Profiling, facing, drilling, reaming, tapping, threading and pocketing cycles will be emphasized, accompanied by demonstrations, student programming, and hands-on setup and machine operation. (2 contact hrs) South Campus."
ATAP 2320,CNC Lathe G & M Programming & CNC Machining,2.00,"Prerequisites: None This course teaches the general concepts of CNC Lathe Programming and Machining. Through lecture and lab assignments, the student will learn offline programming, shop floor programming, and the principles of 2 axis CNC turning. Turning, facing, drilling, reaming, tapping, and threading will be emphasized, accompanied by demonstrations, student programming, and hands-on setup and machine operation. (2 contact hrs) South Campus."
ATAP 2330,EDM RAM-G & M Programming & Machining,2.00,"Prerequisites: None This course teaches the general concepts of RAM Electrical Discharge Machining, a method involving electrical discharges between an electrode and a conductive workpiece to remove material in a nonconventional manner. Through lecture and lab assignments, the student will learn multiple EDM skills, beginning with an overview of EDM technology, followed by electrode material selection, proper design of electrodes, spark gap theory, and the principles of 2D and 3D electrode orbiting. Terminology used in the field of RAM, Wire, and Fast Hole EDM will be emphasized, accompanied by demonstrations, student programming, and EDM setup and operation. (2 contact hrs) South Campus."
ATAP 2340,EDM WIRE-G & M Programming & Machining,2.00,"Prerequisites: None This course teaches the general concepts of Wire Electrical Discharge Machining, a method involving electrical discharges between a wire and a conductive workpiece to remove material in a nonconventional manner. Through lecture and lab assignments, the student will learn multiple EDM skills, beginning with an overview of Wire EDM technology, followed by wire selection, spark gap theory, and the principles of rough cuts and skim passes. Terminology used in the field of Wire EDM will be emphasized, accompanied by demonstrations, student programming, and EDM setup and operation. (2 contact hrs) South Campus."
ATAP 2350,3D MasterCAM-Die/Mold CNC Machining,2.00,"Prerequisites: ATAP 2030 This course teaches the advanced concepts of MasterCAM milling. Through lecture and lab assignments, the student will learn advanced CAD/CAM modeling skills. Students will design 3D models. These models are then used to create CNC 3D toolpaths using the CAM module. Terminology used in the field of CAD/CAM will be emphasized. (2 contact hrs) South Campus."
ATAP 2360,3D Cimatron CAD/CAM-Die/Mold Machining,2.00,"Prerequisites: None This course teaches the general concepts of Cimatron CAD/CAM milling. Through lecture and lab assignments, the student will learn basic CAD/CAM modeling skills. Beginning with Solids, students will learn the interface and how to design basic models. These models are then used to create drawings and CNC toolpaths using the CAM module. Terminology used in the field of CAD/CAM will be emphasized. (2 contact hrs) South Campus."
ATAP 2370,3D Computer Aided Mold/Electrode Design,2.00,"Prerequisites: ATAP 2360 This course teaches the general concepts of electrode design and manufacture, along with mold (tool) design using Cimatron CAD/CAM software. Through lecture and lab assignments, the student will design electrodes for use in the Electrical Discharge Machining industry. The student will also learn how to design mold tooling and moldbases using Cimatron CAD/CAM. Terminology used in the field of Mold Design will be emphasized. (2 contact hrs) South Campus."
ATAP 2380,Rapid Prototyping & Reverse Engineering,2.00,"Prerequisites: None This course teaches the general concepts of Rapid Prototyping and Reverse Engineering. Through lecture and lab assignments, the student will learn basic skills necessary to convert CAD models into STL files and either CNC machine them or print them three dimensionally. Students will also be exposed to Reverse Engineering, which consists of three-dimensional scanning using a probe and laser, and an articulating arm. Terminology used in the field of Rapid Prototyping and Reverse Engineering will be emphasized. (2 contact hrs) South Campus."
ATBC 1100,Blueprint & Math-Residential,2.00,"Prerequisites: None A course designed to provide a means for the student to interpret prints of existing residences, and to relate construction problems with general mathematics; further, this course will expand to cover some specific items imposed by inspection authorities. Contains material that will help the student prepare to take the Michigan Residential Builders License Examination. (2 contact hrs) South Campus."
ATBC 1150,Blueprint & Math-Commercial,2.00,"Prerequisites: None Study of blueprints of commercial, industrial, or institutional structures. Special emphasis on interpretation of details as they relate to construction problems. (2 contact hrs) South Campus."
ATBC 1160,Construction-Cost Estimating,2.00,"Prerequisites: ATBC 1150 or ATBC 1100 A study of methods and procedures that are currently used to perform a construction estimate. Course includes examination of plans and specifications, outlining of material takeoff methods, and labor pricing schedules. (2 contact hrs) South Campus."
ATBC 1180,Construction-Electrical Blueprint Reading (Residential),2.00,"Prerequisites: None The interpretation of residential plans, wiring diagrams, wiring systems, and specifications. The National Electric Code regulations that apply to each step of the installation are analyzed. (2 contact hrs) South Campus."
ATBC 1190,Construction-Electrical Blueprint Reading (Commercial),2.00,Prerequisites: ATBC 1180 The interpretation of plans for commercial type buildings in regards to the electrical installation involved. NEC requirements that pertain to commercial installations are analyzed. (2 contact hrs) South Campus.
ATBC 1250,Construction-Wiring Residential,2.00,"Prerequisites: None After a brief review of electrical fundamentals and Ohm’s law and its applications, this course covers basic code requirements, standard electrical symbols used on plans, and the installation of various types of wiring systems permitted by national and local codes. Latest methods for rewiring inadequate wiring systems are covered. Large appliance and service equipment installations are well stressed. (2 contact hrs) South Campus."
ATBC 1260,Construction-Wiring Commercial & Industrial,2.00,"Prerequisites: ATBC 1250 The course covers special purpose commercial and industrial wiring problems, including a practical approach to wiring methods, lighting (design and maintenance) equipment, and other materials and components peculiar to modern application of the National Electrical Code (NEC). (2 contact hrs) South Campus."
ATBC 1400,Construction-Hand Woodworking Tools-Care & Use,3.00,"Prerequisites: None This course consists of the selection, safe use, and maintenance of hand woodworking tools used in the carpentry and building maintenance occupations. For example: framing square, sawing tools, planes, cutting edge tools, coring tools, smoothing tools, and layout tools. (3 contact hrs) South Campus."
ATBC 1510,Construction-Layout Surveying,2.00,"Prerequisites: None The objective of this course is to instruct the apprentice and/or technician in the proper care and fundamental use of the engineer’s tape, transit, and level. The student will use these instruments to establish the horizontal and vertical control to lay out a simple masonry foundation, wall, or building in its proper location and elevation. (2 contact hrs) South Campus."
ATBC 1700,Green Building-Design & Construction- Commercial,3.00,"Prerequisites: None (formerly ATBC-2911) ATBC-1700 explores basic principles for testing decisions made in designing and constructing a green building for commercial or institutional use. Topics include green building assessment standards; sustainable sites and landscaping; materials selection; water, energy, and indoor environmental quality. (3 contact hrs) South Campus."
ATBC 2600,Construction Law & Contract Administration,2.00,"Prerequisites: None A study of contracts, the Michigan builder’s licensing statute, mechanic’s liens, real estate law, warranties, construction financing, and taxes designed to introduce the student to the areas of the law he should be familiar with in the construction industry. Contains material that will help student prepare to take the Michigan Residential Builders License Examination. (2 contact hrs) South Campus."
ATDD 1900,Drafting-Machine Tool Blueprint Reading,2.00,"Prerequisites: None An introduction to blueprint reading; interpretation of various kinds of lines, position of views, symbols, conventions, dimensioning practices, sectioning, auxiliary views and symmetry with emphasis on techniques employed to show details in relation to assembly drawings. (2 contact hrs) South Campus."
ATDD 1920,Drafting-Geometric Dimensioning & Tolerancing Fundamentals,2.00,"Prerequisites: ATDD 1960 or DRST‑1110 The content for this course is based on the latest ANSI/ASME Y14.5 Dimensioning and Tolerancing Standard. An introduction to tolerancing, symbology, form controls, datum referencing, orientation controls, position controls, runout and profile controls, location of fixed and floating fasteners, position of coaxial features and position on non-cylindrical features. (2 contact hrs) South Campus."
ATDD 1950,Drafting-Essentials,2.00,"Prerequisites: None Introduction to blueprint reading and drafting: class exercises in interpreting lines, view positions, conventions, and standards found on prints; use of drawing tools, simple geometric construction, fundamentals of orthographic projection, use of finish symbols, the application of scale and precision dimensioning and an introduction to metric dimensioning. (2 contact hrs) South Campus."
ATDD 1960,Drafting-Conventions & Symbols,2.00,"Prerequisites: ATDD 1950 Drawings to illustrate assembly and detail drawings, print identification, holes, sections, tapers, and casting. Practice in reading related shop prints, and metric dimensioning. (2 contact hrs) South Campus."
ATDD 1970,Drafting-Three Dimensional Shape Interpretation,2.00,Prerequisites: ATDD 1950 Pictorial drawing concentrating on the isometric and oblique methods. Practice in three-dimensional visualization interpretation of orthographic prints is stressed by modeling clay into forms related to prints that cover the fundamentals of shape interpretation. (2 contact hrs) South Campus.
ATDD 1980,Drafting-Advanced Drawing Techniques,2.00,"Prerequisites: ATDD 1960 Orthographic drawing of single and double auxiliaries, weldments, castings, and symmetrically opposite parts. The study and application of metrics, base line dimensioning and practice in reading related shop drawings. (2 contact hrs) South Campus."
ATEM 1350,Electrical-Mechanical Blueprint Reading,2.00,"Prerequisites: ELEC 1300 and ATFP 1100 or MECT 1320 or consent of apprenticeship coordinator Practice in print reading using large blueprints for process control for temperature, flow, pressure, etc., delta-y connections, application of SCR controls, relay circuit for automated conveyor systems, robot operated hoist systems using programmable controllers, application of hydraulic, pneumatic and combustion controls, plumbing layout, power wiring layout, plant layout and interconnecting wiring. (2 contact hrs) South Campus."
ATFP 1100,Fluid Power-Fundamentals,2.00,"Prerequisites: ATAM 1150 or ATAM 1350 or consent of apprenticeship coordinator Survey of the basic components of hydraulic systems and the basic laws and formulas in simple fluid power calculation. Covers such topics as: pumps, control valves, actuators, the use of A.S.A.I.S. symbols, and the maintenance procedure. (2 contact hrs) South Campus."
ATFP 1120,Fluid Power-Control,2.00,"Prerequisites: ATFP 1100 or MECT 1320 Controls used in fluid power. Covered are pressure and volume theory, operation and construction of valves and circuit applications. The valves studied are the relief pressure reducing sequence, counterbalance, brake, volume control, directional, assemblies and various types of valve controls, including electrical control circuitry and air logic. (2 contact hrs) South Campus."
ATFP 1140,Fluid Power-Basic Circuits (Special Extended Laboratory Experience),3.00,"Prerequisites: ATFP 1100 or MECT 1320 and ATFP 1120 ATFP-1140 covers fluid power circuit fundamentals, calculations, and simple design. The circuits studied are pump-unloading, speed, pressure, volume, deceleration, sequence, servo, oil conditioning, and transfer line including electrical control circuitry and air logic. (3 contact hrs) South Campus."
ATMT 1150,Machine Theory-Machine Tool Laboratory 1,3.00,"Prerequisites: None Basic theory and operations of the fundamental machines used in a modern machine shop. Basic skills and technical knowledge are covered for drill presses, shapers, lathes, and milling machines. Safe work habits are emphasized. Inspection is an integral part of the course. (3 contact hrs) South Campus."
ATMT 1160,Machine Theory-Machine Tool Laboratory 2,3.00,"Prerequisites: ATMT 1150 or consent of apprenticeship coordinator Advanced operations on the drill press and lathe in a modern machine shop. Safety in threading, taper turning and boring is emphasized. Layout and bench procedures are also an integral part of this course. (3 contact hrs) South Campus."
ATMT 1210,"Machine Theory-Benchwork, Drill Presses & Lathes",2.00,"Prerequisites: None Theory of linear and surface finish measurement as well as the proper use of the tools and instruments used in these areas. Also covered is the proper use and care of the hand tools used in such operations as scraping, filing, sawing, chipping, and layout procedures. Drill press and lathe operations and the tools and accessories used on each are studied in addition to screw threads and standard taper design. (2 contact hrs) South Campus."
ATMT 1250,"Machine Theory-Shapers, Planers, Mills & Grinders",2.00,"Prerequisites: None The mechanism, operations, tools, and accessories of the shaper, planer, milling machines, cylindrical grinders, internal grinders, centerless grinders, surface grinders, jig grinders, and cutter grinders are studied. Theory and application of indexing, helical and spiral milling, grinding wheel, and lapping are included. (2 contact hrs) South Campus."
ATMT 1300,Metallurgy-Characteristics of Ferrous Metals,2.00,"Prerequisites: None Provides an understanding of the production structure and application of ferrous metals. Includes properties of ferrous metals, production of steel, cast iron, and a general background in basic heat treatment of steel. (2 contact hrs) South Campus."
ATMT 1310,Metallurgy-Characteristics of Non-Ferrous Metals,2.00,"Prerequisites: None Understanding metals and their application. Topics to be covered: non-ferrous metals, theory of alloys, physical metallurgy, aluminum, magnesium, copper, bearing metals, die casting, powder metallurgy, surface treatment, new metals and applications, and welding metallurgy. (2 contact hrs) South Campus."
ATMT 1650,Millwright Theory-Millwright Theory 1,2.00,"Prerequisites: None The proper use of tools and equipment used by the industrial millwright will be studied. The principles of machinery and equipment, i.e., screw threads, flat belts, belt splicing, structural steel, wire rope, wire rope fittings, slings, hoisting chains, grinding wheels, and metal saws will also be studied. (2 contact hrs) South Campus."
ATMT 1660,Millwright Theory-Millwright Theory 2,2.00,"Prerequisites: ATMT 1650 Mechanical power transmission equipment principles of anti-friction bearings, bearing life and failure, bearing maintenance, mounting of bearings, trouble shooting, couplings, universal joints, drive chains, speed reducers, V-belts, mechanical fasteners, lubrication. (2 contact hrs) South Campus."
ATMT 1700,Thermoplastic & Thermosetting Materials,2.00,"Prerequisites: None A practical overview of the plastics industry, sources of plastics and typical plastic applications. The basic chemistry of polymers, material properties, cost and composition of both thermoplastic and thermosetting materials are studied. The fundamentals for material selection, testing procedures and product design are reviewed. Plastics to be studied include engineering resins, elastomers, reinforced materials and high strength composites. (2 contact hrs) South Campus."
ATMT 1750,Plastic Product Design & Tooling,2.00,"Prerequisites: None A course focusing on plastic product and tooling design, including the product design process, designing for assembly, machining, finishing and decorating of plastic. Material selection is reviewed including injection systems, ejection systems, undercuts and mold components. Students will complete a comprehensive plastic product design. (2 contact hrs) South Campus."
ATMT 1950,Science-Physics 1: Mechanics,2.00,Prerequisites: ATAM 2150 or consent of apprenticeship coordinator A study of measurement; molecular motion; liquid pressure and Pascal’s law; force systems; rectilinear motion; work power and energy; momentum and simple machine elements. Emphasis is on practical application utilizing the English engineering system of units. (2 contact hrs) South Campus.
ATMT 2210,Plastic Mold & Die Cast Die Theory,2.00,"Prerequisites: None Plastic molding processes and the construction and engineering requirements of molds used for each molding process. The various mold making techniques, materials and fabrication techniques used to manufacture molds. Engineering and design specifications for mold construction and costing are studied. (2 contact hrs) South Campus."
ATMT 2250,Machine Theory-Modern Metal Removal Processes,2.00,"Prerequisites: None Introduction to the latest non-traditional machining methods. Basic concepts and applications of abrasive jet, ultrasonic machining, electrochemical machining, electrolytic grinding, electrical discharge machining, ion beam, laser, electron beam are studied. (2 contact hrs) South Campus."
ATMT 2350,Metallurgy-Heat Treatment of Ferrous Alloys,2.00,"Prerequisites: ATMT 1300 or related work experience First six weeks covers basic metallurgy, iron-carbon diagram, S Curves, tempering curves, mechanics of quenching, furnace design, furnace atmospheres, theory of alloy additions and liquid heating baths. Seventh through 14th weeks involve the study of characteristics, selection and heat treatment of tool steels from water hardening to high speed steels and special alloys. (2 contact hrs) South Campus."
ATPP 1100,Plumbing Fundamentals,2.00,"Prerequisites: ATAM 1150 or ATAM 1160 or consent of apprenticeship coordinator Specifications, applications, and maintenance of pipes, fittings, and valves. Provides a basic knowledge of simple pipe calculations and template development. A study of tools used in piping. Proper valve installation and maintenance. Consideration of safe working pressures of pipes and valves. (2 contact hrs) South Campus."
ATPP 1110,"Plumbing-Drain, Waste & Vent",2.00,"Prerequisites: ATAM 1150 or ATAM 1160 or consent of apprenticeship coordinator Proper materials of sewer, soil, vent, and waste pipes. The principles of drainage flow and proper venting. A study of traps and installation of unit sanitation equipment. Includes a study of joints and fittings used on drainage systems. (2 contact hrs) South Campus."
