course_code,course_name,credit_hours,description
ACCT 262,Payroll Accounting,3,"In this course you will gain first-hand experience in calculating payroll, completing payroll taxes, and preparing payroll records and reports. You will cover the various phases of the Social Security Taxes, Federal Income Taxes, State Income Taxes and Unemployment Compensation Insurance. You will complete a manual and computerized payroll simulation. Prerequisites: CIS 120 . ACCT 201 Corequisites: None. Recommended: None. Course Category: Occupational Check Course Availability Course Competencies Examine various laws that affect the payroll operations and employment practices of a business. Explain the major provisions of the Fair Labor Standards Act. Explain the various phases of the Social Security Act, the Federal Income Tax Withholding Law and other laws relating to the payment of wages and salaries. Compute wages and salary. Apply current tax rates and wages base for FICA (Social Security and Medicare) and SECA (self-employment). Compute federal income tax withholdings. Compute federal and state unemployment taxes. Prepare various tax forms. Prepare journal entries for payroll transactions. Complete a payroll simulation project."
ACCT 263,Computerized Accounting Using QuickBooks,3,"In this course, you will gain hands-on experience in setting up an accounting information system for a small business using QuickBooks software. This course will apply the financial accounting concepts learned in your previous courses using the QuickBooks Software. Using the software, you will create vendor, customer, and employee accounts; record transactions in special purpose journals and the general ledger; create invoices; process payroll; create and print reports; and perform bank reconciliations. Prerequisites: ACCT 103 or ACCT 201 Corequisites: None. Recommended: CIS 120 Course Category: Occupational Check Course Availability Course Competencies Prepare an accounting information system for a small business using QuickBooks. Produce a variety of output file formats with QuickBooks. Customize a chart of accounts. Create customer, vendor and employee accounts. Categorize sales, cash and purchase transactions. Document sales, cash and purchase transactions. Reconcile a bank statement. Adjust inventory accounts. Process payroll. Prepare financial statements and reports with QuickBooks. Illustrate the uses of data analytics in accounting."
ACCT 330,Managerial Accounting for a Food Service Operation,3,"In this course you will apply managerial accounting concepts utilized in planning, analyzing and interpreting the results of a business within a food service operation. This course will include: operating budgets, cost controls for inventory, labor and other expense, variance analysis, financial performance evaluation and problem solving. This course will integrate web-based learning tools and spreadsheet applications. Prerequisites: ACCT 103 or ACCT 201 . CIS 120 . Corequisites: None. Recommended: None. Course Category: Occupational Check Course Availability Course Competencies Explain the role of accounting in a food service industry. Explain the role of ethics in a food service operation. Develop sales forecasts for a food service operation. Develop operating budgets for a food service operation. Prepare Cost Volume Profit (CVP) Analysis. Evaluate cost controls for inventory. Evaluate labor costs and other expenses. Evaluate labor productivity. Analyze financial results for a food service operation. Apply internal controls for cash and inventory. Explore domestic and global market forces that impact food and beverage costs. Explore industry specific technology used in a food service operation."
AHE 101,Introduction to Healthcare,1,"This course provides a comprehensive review of the healthcare industry. Trends and changes related to healthcare facilities such as acute care hospitals, specialty hospitals, nursing homes, health maintenance organizations, hospice and home healthcare will be covered. The course will also deal with the impact and use of computers in the delivery and documentation of healthcare and the role of the medical professional in response to the healthcare delivery system. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Occupational Check Course Availability Course Competencies Explain terms related to healthcare delivery systems, including the use of prefixes, suffixes and roots for each anatomical system. Examine the roles of health care facilities, patients, physicians, and allied health professionals and organizations. Interpret the changes occurring in the healthcare delivery system in terms of patterns in organized form and increased governmental intervention in healthcare. Examine the role of computer technology in healthcare. Characterize major factors in healthcare legislation at the federal, state and local levels of government. Illustrate the contributions of different disciplines and professions through public health initiatives."
ANTH 112,Introduction to Anthropology,3,"Anthropology is the scientific study of humans - in all times and all places. This course introduces the discipline by surveying its four subfields: cultural anthropology, physical or biological anthropology, archaeology and linguistics. Students will explore methods, perspectives and theories for each subfield and how they are applied to solve global issues in today’s complex and rapidly changing world. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Apply the key concepts, methods and perspectives used in the major subfields of anthropology. Outline the characteristics of culture. Illustrate how anthropology can be applied to modern social problems. Evaluate the relationship of language and culture. Assess the characteristics and behavior of modern primates. Outline trends in human physical evolution using fossil evidence. Evaluate explanations for modern human physical diversity. Summarize the major trends in cultural evolution. Compare similarities and differences in cultures worldwide. Assess the impact of change, including globalization, on global communities."
ANTH 117,Introduction to Archaeology,3,This course provides a general survey of anthropological archaeology. Topics include a history of the discipline and the theories and methods employed. Emphasis is placed on the interpretation of archaeological data and the reconstruction of past cultures. Contemporary ethical and legal issues are considered as well as how archaeology can address modern social problems. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Outline the history and development of archaeology as a subfield of anthropology. Illustrate the application of science and theory in archaeology. Summarize the process of archaeological site formation and preservation. Illustrate methods used in contemporary archaeological fieldwork and laboratory analysis. Compare dating methods used in archaeology to establish chronologies. Interpret archaeological data. Explain how archaeological data is used to reconstruct past cultures. Evaluate the contributions of historic archaeology to an understanding of the recent past. Analyze the ethical and legal issues in archaeology today. Illustrate how archaeology is used to address modern social problems.
ANTH 120,Introduction to Biological Anthropology,3,"This course provides a survey of biological anthropology - the study of human beings and their ancestors within an evolutionary framework. Topics include the basics of genetics, the development of evolutionary theory, nonhuman primate physical and social characteristics, and contemporary human biological variation. This evidence will be used to trace the fossil record of human evolution from the earliest primates to the first bipedal hominids and modern humans. A biocultural approach highlights the ways biology, culture, and behavior interact. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Apply the topics and methods used in biological anthropology. Analyze the development of the theory of evolution and natural selection. Outline the role of genetics in the process of evolution. Illustrate the physical characteristics common to all living primates. Illustrate the social behaviors and culture of living primates. Interpret the fossil history of primate evolution. Analyze the evidence documenting the origin and evolution of early hominins. Interpret the biological and cultural evidence for the origin and evolution of the Genus Homo. Determine the trajectory of biocultural trends in human evolution. Analyze patterns of modern human adaptation and variation."
ANTH 201,Cultural Anthropology,3,"This course provides an introduction to the anthropological concepts, theories and methods used in the study of sociocultural systems throughout the world. Topics such as linguistics, subsistence, economics, family and marriage, kinship, religion and politics are examined to reveal both commonalities and diversity among cultures. The course focuses on the role of anthropology in understanding modern problems such as inequality, globalization, the environment, human health and illness. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Identify the key concepts, theories and perspectives of cultural anthropology. Identify methods and ethics of anthropological fieldwork. Describe the characteristics of culture. Apply the concepts of holism, ethnocentrism and cultural relativism. Identify how anthropological linguistics is used in the study of diverse cultures. Compare basic sociocultural institutions such as kinship, economics, religion and politics from societies throughout the world. Identify the interaction between culture and the environment. Illustrate examples of globalization and cultural change. Analyze modern problems from an anthropological perspective."
ANTH 211,"Myth, Magic, World Religions",3,"This course provides a survey of religious traditions, including magic and witchcraft, using anthropological concepts and theories. Ethnographic and archaeological examples from both indigenous and world religions are compared, showing commonalities and diversity among cultures. Topics include the function and meaning of religious elements such as myth, ritual, symbols, altered states of consciousness and religious specialists. The historical background and cultural context of religious traditions are emphasized, including perspectives of both cultural insiders and outsiders. The role of religion in culture change, conflict and peace is explored. Prerequisites: None. Corequisites: None. Recommended: ANTH 112 or ANTH 201 Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Identify the concepts, methods and theories used in the anthropology of religion. Apply the anthropological principles of ethnocentrism, cultural relativism and holism. Identify common features of diverse religious traditions. Identify insider and outsider perspectives on religious traditions. Explain the varied functions of religious traditions in societies. Describe archaeological evidence of religion. Analyze religious traditions in small-scale societies from an anthropological perspective. Analyze world religions from an anthropological perspective. Identify patterns of religious change. Identify examples of the role of religion in war and peace."
ANTH 214,Native American Traditions,3,"This course provides a survey of Native American cultures from both Native and non-Native perspectives. Social, linguistic, and spiritual traditions from diverse culture areas are examined. The course focuses on pre-Columbian traditions, highlighting cultural change and adaptations to regional environments. Topics such as how humans first migrated to the Americas, contact with non-Native populations, the impact of federal government policies, and important current issues for indigenous communities are also included. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Apply the four subfields of anthropology (archaeology, cultural anthropology, linguistics, and biological anthropology) to the study of Native Americans. Illustrate ethnocentric bias and examples of cultural relativism. Summarize the concepts of culture, culture as adaption and culture area. Explain archaeological theories of migration and Native origin stories. Compare etic and emic perspectives on Native American cultures. Outline the impact of key U. S. government policies on Native American communities. Summarize changes in Native American cultures in response to contact with non-Native populations. Explain how social, economic, political, and spiritual traditions vary by culture area. Illustrate current issues important to Native American communities."
ANTH 220,Environmental Anthropology,3,"This course is an introduction to environmental topics from a holistic and cross-cultural perspective. Environmental anthropology focuses on how diverse populations understand and adapt to the natural world. This course highlights the interplay of human populations and their ecosystems, including topics like globalization, structural discrimination, conservation and sustainability. Anthropological concepts and methods offer a unique perspective on past, current and future environmental challenges. Prerequisites: None Corequisites: None Recommended: None Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Apply the key concepts, theories and perspectives of environmental anthropology. Explain alternate cultural frameworks for understanding the environment. Outline adaptive strategies for diverse human populations in different time periods. Evaluate the impact of human populations on environments. Compare the impact of change, including globalization, on the environmental systems of a variety of global communities. Assess the impact of social inequalities and structural discrimination on human populations and their ecosystems. Outline the origins and issues of the Anthropocene. Illustrate culturally appropriate strategies for conservation and sustainability. Analyze case studies of environmental issues from an anthropological perspective."
ANTH 230,Medical Anthropology,3,"This course provides a survey of medical anthropology - the study of disease, illness and health from a cross-cultural perspective. Anthropological concepts and methods offer a unique perspective on interactions of cultural frameworks, lived experiences and health care institutions. This course highlights a biocultural approach; including topics such as cultural change, globalization, adaptation, social inequality, nutrition and public health. Examples from around the world and over time illustrate the commonalities and diversity among cultural constructions about what it means to be sick or well. Prerequisites: None Corequisites: None Recommended: None Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Apply the key concepts, theories and perspectives of medical anthropology. Compare various cultural constructions of mental, spiritual and physical health; illness; and healing. Outline lived experiences of health, illness and disability for individuals and social groups. Explain the impact of human adaptive strategies on nutrition and health. Outline how social inequalities and structural discrimination impact disease, disability and health. Compare public health practices and institutions across a variety of cultures. Interpret the impact of change, including globalization, on the origin, distribution and treatment of disease. Apply medical anthropology to past and contemporary case studies involving disease and health care. Evaluate the future challenges to human health and the promises of medicine."
ANTH 290,The Individual and Community - An Honors Capstone,3,"This course offers a conclusion to the Schoolcraft Scholars Honors Program. In this course, students conduct community-focused fieldwork and present a capstone project. Concepts, methods, and perspectives from multiple social sciences will be used. The analysis focuses on social-cultural structures and dynamics at the individual, group, community, and global levels. Students reflect on contemporary social issues and their experiences in service learning. Prerequisites: HUM 190 Corequisites: None Recommended: None Course Category: Liberal Arts | Social Science This course counts toward Schoolcraft’s General Education Requirements This course counts toward a Michigan Transfer Agreement General Education Requirement Check Course Availability Course Competencies Identify the key concepts, methods, and perspectives used in the social sciences. Analyze social-cultural structures and dynamics at individual, group, community, and global levels. Identify how social structures, institutions, and trends shape the lives of individuals in modern society. Apply course concepts and social science theories to issues of diversity and inequality in society. Evaluate underlying causes of contemporary social issues. Conduct fieldwork in the community as part of a capstone service-learning project. Work cooperatively with partners and in groups. Illustrate the cultural context and function of a community organization as it relates to capstone fieldwork. Present an analysis of a capstone service-learning project."
ARB 101,Elementary Arabic 1,4,"This course is intended for students who have no previous education in Arabic. The course will cover basic vocabulary and grammar patterns and will build competence in all four skill areas: speaking, listening, reading and writing. Through activities, emphasis will be placed on oral proficiency and communication. An appreciation of the cultures of the Middle East will be an integral part of the course. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Humanities This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Determine the meaning of beginning Arabic texts. Write grammatically correct sentences in beginning Arabic. Discriminate distinctive beginning Arabic sounds. Interpret the meaning of spoken beginning Arabic. Pronounce beginning Arabic words, phrases and sentences correctly. Speak Arabic clearly and accurately with beginning fluency. Integrate beginning Arabic vocabulary into simple sentences, paragraphs and dialog. Apply correctly beginning rules of Arabic grammar, syntax, tense and gender. Communicate effectively in beginning Arabic through reading, writing, speaking and listening. Compare beginning aspects of Arabic and English grammar and syntax. Explore culture in this beginning Arabic course. Acquire the knowledge, skills and attitudes necessary for further exploration of the Arabic language and culture."
ARB 102,Elementary Arabic 2,4,"This course is a continuation of ARB 101 and continues to review basic Arabic vocabulary and grammar patterns and to build competence in all four skill areas: speaking, listening, reading and writing. Through varied activities, emphasis will be placed on oral proficiency and communication. An appreciation of the cultures of the Middle East will be an integral part of the course. Prerequisites: None. Corequisites: None. Recommended: ARB 101 with a minimum grade of 2.0 or one year of high school Arabic or equivalent language knowledge. Course Category: Liberal Arts | Humanities This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Determine the meaning of elementary Arabic texts. Write grammatically correct sentences in elementary Arabic. Discriminate distinctive elementary Arabic sounds. Interpret the meaning of spoken elementary Arabic. Pronounce elementary Arabic words, phrases and sentences correctly. Speak Arabic clearly and accurately with elementary fluency. Integrate elementary Arabic vocabulary into simple sentences, paragraphs and dialog. Apply correctly elementary rules of Arabic grammar, syntax, tense and gender. Communicate effectively in elementary Arabic through reading, writing, speaking and listening. Compare elementary aspects of Arabic and English grammar and syntax. Explore culture in this elementary Arabic course. Acquire the knowledge, skills and attitudes necessary for further exploration of the Arabic language and culture."
ARB 201,Intermediate Arabic 1,4,"This course is a continuation of ARB 102 and continues to cover vocabulary and grammar patterns and to build competence in all four skill areas: speaking, listening, reading and writing. Through varied activities, emphasis will be placed on oral proficiency and communication. An appreciation of the cultures of the Middle East will be an integral part of the course. Prerequisites: None. Corequisites: None. Recommended: ARB 102 with a minimum grade of 2.0 or two years of high school Arabic or equivalent language knowledge. Course Category: Liberal Arts | Humanities This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Determine the meaning of intermediate Arabic texts. Write grammatically correct sentences in intermediate Arabic. Discriminate distinctive intermediate Arabic sounds. Interpret the meaning of spoken intermediate Arabic. Pronounce intermediate Arabic words, phrases and sentences correctly. Speak Arabic clearly and accurately with intermediate fluency. Integrate intermediate Arabic vocabulary into simple sentences, paragraphs and dialog. Apply correctly intermediate rules of Arabic grammar, syntax, tense and gender. Communicate effectively in intermediate Arabic through reading, writing, speaking and listening. Compare intermediate aspects of Arabic and English grammar and syntax. Explore culture in this intermediate Arabic course. Acquire the knowledge, skills and attitudes necessary for further exploration of the Arabic language and culture."
ARB 202,Intermediate Arabic 2,4,"This course is a continuation of ARB 201 and continues to cover vocabulary and grammar patterns and to build competence in all four skill areas: speaking, listening, reading and writing. Through varied activities, emphasis will be placed on oral proficiency and communication. An appreciation of the cultures of the Middle East will be an integral part of the course. Prerequisites: None. Corequisites: None. Recommended: ARB 201 with a minimum grade of 2.0 or three years of high school Arabic or equivalent language knowledge Course Category: Liberal Arts | Humanities This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Determine the meaning of advanced Arabic texts. Write grammatically correct sentences in advanced Arabic. Discriminate distinctive advanced Arabic sounds. Interpret the meaning of spoken advanced Arabic. Pronounce advanced Arabic words, phrases and sentences correctly. Speak Arabic clearly and accurately with advanced fluency. Integrate advanced Arabic vocabulary into simple sentences, paragraphs and dialog. Apply correctly advanced rules of Arabic grammar, syntax, tense and gender. Communicate effectively in advanced Arabic through reading, writing, speaking and listening. Compare advanced aspects of Arabic and English grammar and syntax. Explore culture in this advanced Arabic course. Acquire the knowledge, skills and attitudes necessary for further exploration of the Arabic language and culture."
ART 113,Art Education,3,This course is a study of child growth and development through creativity. Students will study techniques and materials appropriate for use at various elementary grade levels. Emphasis will be placed on methods to stimulate children’s creative interests. This course requires all students must meet the requirements of a criminal background check. Prerequisites: None. Corequisites: None. Recommended: PSYCH 249 Course Category: Liberal Arts | Humanities This course counts toward Schoolcraft’s General Education Requirements. Check Course Availability Course Competencies Investigate works of art which encourage positive behavior. Explain the ways in which the visual arts can function within society. Explore the interrelationship of various art forms. Explain how the visual arts can enrich the school curriculum. Design age/grade appropriate art projects to complement a variety of curricular areas. Utilize the language of art and a variety of art materials and techniques. Explore a variety of art materials and techniques appropriate to children at various stages of development. Develop appropriate skill and sensitivity to evaluate childrens art work. Select appropriate methods and approaches of teaching art to children.
ART 115,Art History 1,4,"This art history course examines the development of western art from Prehistory through the 14th century with emphasis on various societies, artists and art forms including painting, sculpture and architecture. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Humanities This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Analyze the ways in which the visual arts can function within the context of society. Examine the relationship of various art forms to each other. Explore the most important developments and styles within the broad estate of art from Prehistory to the Renaissance. Explain the basic design elements of painting, sculpture, and other art forms. Explain the materials used to create a specific work of art. Explain the elements of color and line used to create a specific work of art. Explain the element(s) of form and focus used in a specific work of art. Apply stylistic terminology to a specific work of art. Explain how various works of art represent the artistic style or period in which they were created. Explain how and why artists created their work. Evaluate art works on a content level. Analyze works of art from an historical context."
ART 116,Art History 2,4,"This art history course examines the development of western art from the early Renaissance through contemporary art with emphasis on various societies, artists and art forms including painting, sculpture and architecture. Prerequisites: None. Corequisites: None. Recommended: None. Course Category: Liberal Arts | Humanities This course counts toward Schoolcraft’s General Education Requirements. This course counts toward a Michigan Transfer Agreement General Education Requirement. Check Course Availability Course Competencies Analyze the ways in which the visual arts can function within the context of society. Examine the relationship of various art forms to each other. Explore the most important developments and styles within the broad estate of western art from the early Renaissance to the present. Explain the basic design elements of painting, sculpture, and other art forms. Explain the materials used to create a specific work of art. Explain the elements of line and color used to create a specific work of art. Explain the elements of form and focus in a specific work of art. Apply stylistic terminology to a specific work of art. Explore how various works of art represent the artistic style or period in which they were created. Explore how and why artists created their work. Investigate art works on a content level. Analyze works of art from an historical context."
