course_code,course_name,credit_hours,description
AGT-104,Vehicle/Equipment Elec Fundamentals,3,"This course introduces electrical and electronic systems used on agricultural equipment, with an emphasis toward the theory, operation, and application.  Also included will be the introduction to diagnostic principles and procedures as they apply to basic circuit types and predominate components utilized. Students will be expected to gain utilization skills as they apply to common testing tools and instruments. Students also will be expected to test for and measure voltages, current flow, and resistance; as well as identify and measure analog and digital signals.   *3 credit hours/5 billed contact hours*"
AGT-109,Heating/Venting/Ac Systems,2,"Theory, service and repair of HVAC systems used on agricultural equipment are studied. Proper charging and recovery procedures are covered on both manual and automatic climate controlled systems. Safe handling of HVAC fluids and gases, as per EPA guidelines, as well as obtaining safe handling certification from either the Mobile Air Conditioning Society (MACS) or Automotive Service Excellence (ASE) is included.   *2 credit hours/4 billed contact hours*"
AGT-112,Seeding & Tillage Equipment,2,"Service and adjustment of seeding equipment including drills and planters along with tillage equipment are covered in this course. Students will learn to set up the equipment in the diesel labs according to manufacturer guidelines and then make field adjustments, depending on soil conditions.  *2 credit hours/4 billed contact hours*"
AGT-113,Hydraulic Systems,2,"The second hydraulic course that introduces the student to variations of basic systems, schematics and more advanced testing and adjusting of mobile hydraulic systems. Students will gain hands on experience in components and equipment in the diesel laboratories.  *2 credit hours/4 billed contact hours*"
AGT-116,Combine Maintenance & Repair,3,"The setup, service, repair and adjustment of modern combines including both corn and grain heads are covered in this course. Students will apply theories learned in the classroom to current production combines in the diesel labs and in the field.  *3 credit hours/7 billed contact hours*"
AGT-119,Veh/Equip Elec Syst Oper & Diagnostics,3,"The electrical and electronic systems found on agricultural equipment. Systems covered include; power, starting, charging, cab/operator station controls, engine, power train, hydraulic, braking, steering, data network and related electronic control units. System operation, service, diagnosis and repair are included."
AGT-122,Precision Farming Systems,2,"This course presents the essentials of modern precision farming techniques. Function and application of precision farming components, equipment, satellite and cellular communications, OEM and/or aftermarket software systems and requirements, will be the focus of this course. System troubleshooting and diagnosis is stressed throughout this course.  *2 credit hours/4 billed contact hours*"
AGT-125,Traction Drivelines,2,"Studies the maintenance and repair of various drivelines used on today's highly technical agricultural equipment. Actual hands-on experience in adjustment, maintenance, set-up, servicing and operation of this equipment is offered. The importance of manufacturers' shop manuals is stressed for repair, set up and problem diagnosis.   *2 credit hours/4 billed contact hours*"
AGT-207,Advanced Hydraulics,2,Advanced hydraulic systems such as electro/hydraulic circuit operation and testing and complex valving are the focus of this classroom/lab course. Students will gain practical knowledge in the agricultural labs using modern equipment utilizing schematics and advanced troubleshooting techniques.   *2 credit hours/4 billed contact hours*
AGT-213,Diesel Eng Perf Analysis/Tune Up,3,"Students learn to adjust and tune diesel engines to meet factory specifications. Using both engine and chassis dynamometers and the required instrumentation, students diagnose performance complaints, troubleshoot and plot performance curves.  *3 credit hours/5 billed contact hours*"
AGT-216,Equipment Shop Project,4,Students are placed into a simulated real world repair facility environment. The instructor acts as the service department supervisor assigning a variety of related tasks. Students are given various pieces of equipment to rebuild repair or reconditioned to like new condition. Each student will be evaluated on their ability to apply knowledge gained from all previous instruction.   *4 credit hours/10 billed contact hours*
AGT-220,Diesel Tech Field Experience,2,"Provides the student with the opportunity to put to practical use, knowledge and skills learnined in the classroom.  Students are responsible for obtaining their own position (usually paid), with the approval of the Field Experience Instructor.  The experience is conducted under the supervision of a faculty member who assists the student in developing a work experience plan and visits the student at the work site.  Periodic reports are required.  The faculty member and the work site supervisor evaluate the student's work performance at the end of the semester.  During the final exam week, an evaluation meeting is scheduled.  The course entails the completion of 360 total clock hours or work experience to receive the 2 credit hours.  Course may be repeated for credit.  *Billing will be made by credit hours NOT contact hours*"
AGT-250,Mechanized Irrigation Systems,4,"This course introduces the principles of mechanized irrigation systems.  Basic concepts of center pivot operation are introduced, including how power is supplied to the pump and pivot, as well as basics of wet and dry operation.  Center pivot installation and basic troubleshooting, including safety practices, assembly process, underground components, meter usage, schematics, and water distribution uniformity are discussed.  Students work hands-on with pivots and pivot components."
ALH-103,Nutrition,3,"Nutritional foundation development.  Principles of nutrition related to health maintenance and illness prevention are covered.  Age related nutritional concerns, diseases and conditions, and therapeutic diets are covered.  Emerging dietary information and trends are also covered."
ALH-104,Nurse Aide,3,Clinical and cognitive skills needed to prepare students for the State of Michigan CNA certification exam.
ALH-106,Medication Aide,4,"This course prepares students to administer medications in nursing homes under the direct supervision of a licensed nurse. Students will learn medication fundamentals, safety, communication and documentation, medication administration, and legal and ethical protocols and responsibilities.  Students who successfully complete the course are eligible to take the State of Michigan Medication Aide certification exam.  *Course is billed at 6.7 billing hours*"
ALH-111,Diagnostic Coding,3,"Designed to provide students with the necessary principles for properly coding diseases, conditions, and injuries. Coding compliance, adherence to guidelines, and data quality are covered as well  This course is 8 weeks in length."
ALH-112,Emergency Response/Patient Interviewing,3,"Covers patient interviewing, medical emergencies, legal aspects of emergency care, and a variety of sudden illnesses. Additional topics include: bloodborne pathogens, fire safety, safe work environments, response in emergency situations, and proper body mechanics when lifting and moving victims. American Heart Association: BLS & Heart Saver First Aid awarded upon successful completion of specific components of the course. CPR will be taught during this course.    This course is 8 weeks in length."
ALH-120,Admin I Com & Bus Practices In Med Off,3,"Fundamental skills needed to effectively communicate with patients, families, clients, providers, and supervisory personnel.  Topics include verbal and non-verbal communication, barriers to communication, coping mechanisms, behavioral theories, diversity, and coaching patients based on their health care needs. Additional focus on administrative skills needed to maintain medical records, including electronic medical records.  Patient scheduling is covered.  This course is 8 weeks in length."
ALH-130,Admin Ii Financial Bus Prac In Medical,3,"Financial skills related to bookkeeping, accounts receivable, third party reimbursement, and procedural and diagnostic coding.    This course is 8 weeks in length"
ALH-140,Topics In Pharmacology & Applied Math,3,"Pharmacology and mathematical skills necessary to calculate, prepare and administer drugs safely in an ambulatory setting.  Drug effects on body systems is presented.  Additional focus on drug names, laws, development, categories, sources, classification of drugs, immunizations, and abuse and misuse of substances.   This course is 8 weeks in length."
ALH-210,Procedural Coding,3,Principles for applying the CPT procedural code that most accurately identifies the service performed. Students will learn and be expected to demonstrate the ability to translate documentation into the appropriate procedural code. Emphasis is also placed on coding compliance and adherence to official guidelines. Additional focus on the importance of data quality and data integrity.   This course is 8 weeks in length.
ALH-218,Medical Terminology,3,"Basic terminology required for the health professional.  Provides a basic knowledge of anatomy and physiology.  Greek and Latin prefixes, suffixes, word roots and combining forms are presented.  Emphasis on forming a foundation for a medical vocabulary including meaning, spelling and pronunciation.  Medical abbreviations, signs and symbols are included.  This course is 8 weeks in length."
ALH-225,Survey Of Body Systems & Disease Cond,3,"Basic anatomy and physiology and focus on common pathology, diagnostic measures and treatment modalities. Topics include diseases and conditions affecting the various body systems. Dietary needs for specific conditions, and body function across the lifespan is also discussed.   This course is 8 weeks in length."
ALH-238,Medical Assistant Externship,3,"Application of clinical and administrative skills learned in the classroom.  Externship requires 160 clinical hours plus eight 1-hour Zoom meetings.  This is an unpaid educational work experience to be taken after all other coursework in the program has been successfully completed.  After successful completion of this course, the student is eligible to complete the RMA (AMT) credentialing exam."
ALH-240,Insurance Claims Processing,3,Information necessary to accurately complete insurance claims for facilities and physicians. Apply diagnostic and procedural codes to various insurances. Emphasis on ethical responsibilities of insurance claims submissions. Current issues related to medical insurance will be discussed.  This course is 8 weeks in length.
ALH-241,Laboratory Procedures & Phlebotomy,4,"Basic phlebotomy skills and practical application of routine laboratory procedures performed in an outpatient health care setting.  Topics include: hematology, chemistry, urinalysis, immunology, and microbiology testing, as well as laboratory safety procedures, quality assurance, and quality control procedures.    This course is 8 weeks."
ALH-245,Fundamental Clinical Office Skills,4,"Fundamental skills needed to provide safe care for patients.  It emphasizes skills related to obtaining vital signs, performing patient screening, assisting with an exams and procedures, administration of medications and injections, and performing EKG's and PFT's.  This course is 8 weeks in length."
ALH-252,Ethical & Legal Prac In Allied Health,2,"Focus on scope of  Allied Health practice, Health Information Portability and Accountability Act (HIPAA), patient rights, criminal and civil law, interviewing, compliance reporting, public health statutes, legal terms, ethics and morals.  This course is 8 weeks in length."
ALH-280,Medical Coding And Billing Capstone,3,"Designed to prepare students for careers in coding and billing. Health information documentation, data integrity, and quality are stressed and procedures for submitting information to insurance companies and governmental healthcare agencies are reinforced.  Prepares students for AAPC and AHIMA exams.."
ALH-285,Phlebotomy Externship,2,"Focus on laboratory skills within the clinical setting. Provides the student with experience in the work environment in the laboratory of a CLIA Waived medical office or a hospital based laboratory. This is an unpaid educational work experience to be taken after all other coursework in the program has been successfully completed.  After completion of the externship, the student is eligible to apply to the American Society of Clinical Pathology (ASCP) to take the Phlebotomy Technician (PBT) exam.  This class is 8 weeks in length."
ANTH-201,Intro To Cultural Anthropology,3,"This course is intended to introduce students to the field of anthropology and to provide them with an understanding of the theoretical perspectives and methodological strategies used in the study of traditional and contemporary socio-cultural systems found throughout the world.  Special attention will be given to the basic concept of ""culture"" and to the nature and inter- relationship of particular cultures with their environments. This course is designed to assist students in developing the skills needed to critically analyze anthropological data and to prepare them to pursue further study in the discipline."
ART-100,Art Appreciation,4,"A course designed to acquaint the student with the terminology, materials and goals of the artist.  This class will survery Western Art from Ancient to Modern and introduce the student to artistic practices in World Art."
ART-104,Object Drawing,3,"This course focuses on freehand drawing from direct observation.  Students learn drawing techniques, methods, linear perspective, and compositional skills.  The properties of line, value, texture, shape and space are dealt with as elemental to the drawing process.  Drawing will be explored as a vehicle for thinking, seeing and communicating.  An ability to render and draw expressively in a variety of materials is stressed.   *3 credit hours/5 billed contact hours*"
ART-105,Drawing And Creativity,3,This course focuses on the drawing experience as a process for art-making and as a means to convey ideas.  Different types of image-making processes are studied along with their potentials for meaning.  Students learn to invent from observation and imagination.  There is also an introduction to historical and contemporary drawing practices from many traditions.   *3 credit hours/5 billed contact hours*
ART-107,Two-Dimensional Design,3,"This course focuses on the elements of design in visual expression.  Emphasis is placed on two- dimensional problem solving, organization of visual elements, and color theory.  These elements will be explored using a variety of materials and methods.  The student will be prepared to explore fine art or commercial design.   *3 credit hours/5 billed contact hours*"
ART-108,Three-Dimensional Design,3,This course focuses on the elements of design in sculpture and spatial arrangement.  Emphasis is placed on three-dimensional problem solving and organization of form in space.  These elements will be explored using a variety of materials and methods.  The student will be prepared to explore fine art or commercial design.   *3 credit hours/5 billed contact hours*
ART-115,Introduction To Graphic Design,3,"This course will introduce the various aspects of the graphic design field. Topics include visual communication theory and practice, an overview of typography, spatial relationships and the potential areas of specialization and employment.   *3 credit hours/4 billed contact hours*"
ART-116,Color Theory For Graphic Design,3,This class will cover the theory of color with special emphasis on the unique color theories used in print and web application. The class will introduce the importance and use of color in all dimensions of commercial art and graphic design. The focus will be on practical assignments related to commercial projects.   *3 credit hours/4 billed contact hours*
ART-160,Begin Photography: Digital & Darkroom,3,"This is an introductory course in the processing and camera techniques of 35mm photography and will explore both digital and analogue techniques. Emphasis is placed on basic photo composition, lighting, camera usage, darkroom techniques and procedures. The course accommodates both those who want to explore photography as a profession and those who want to improve their photographic skills.  Students will be responsible to provide their own digital camera for coursework.  Students must have Digital Single Lens Reflex (DSLR) camera, camera phone is not acceptable.  *3 credit hours/4 billed contact hours*"
ART-170,Image Manipulation: Photoshop,3,"This course will explore the spectrum of image input into the digital format, manipulation of the image and the desired output using Adobe Photoshop. This class will be accessible to the beginning student and those pursuing graphic design or fine art application.   *3 credit hours/4 billed contact hours*"
ART-172,Digital Illustration,3,"This course explores the basics of illustration using Adobe Illustrator and relevant computer hardware. Digital illustration will be used as a tool to create brochures, labels and packaging as well as fine art applications. Emphasis will be placed on creating audience appropriate illustrations.   *3 credit hours/4 billed contact hours*"
ART-210,Life Drawing,3,"This course focuses on drawing the human form from live models and the study of anatomy.  The student will explore skeletal, muscular, and surface anatomy, as well as the essential aspects of life drawing (such as gesture, contour, proportion, structure and articulation).   *3 credit hours/5 billed contact hours*"
ART-220,History Of Art I,3,This course is a historical survey of art from prehistory to the Renaissance.  Art will be explored in the context of the culture in which it was created and the perspective of the artists. An exploration of the principles and practices of the artistic disciplines will enhance understanding of the art that will be covered.
ART-221,History Of Art Ii,3,This course is a historical survey of art from the Renaissance to present day.  Art will be explored in the context of the culture in which it was created and the perspective of the artists. An exploration of the principles and practices of the artistic disciplines will enhance understanding of the art that will be covered.
ART-231,Sculpture,3,"This is an introductory course in sculpture which will explore the theories and concepts of three- dimensional art forms in space.  Mechanical, structural and compositional principles will be studied.  A variety of sculptural techniques and materials will be used.   *3 credit hours/5 billed contact hours*"
ART-240,Painting,3,"This is an introductory course in painting, which will prepare the student to realize visual observations and find personal expression through painting media.  The class will explore oil, acrylic, watercolor and tempera painting techniques.  Emphasis will be placed on learning to see and mix color, as well as the use of color in composition.  A survey of historical painting styles and techniques will be included.   *3 credit hours/5 billed contact hours*"
ART-242,Watercolor I,3,"Survey of the application, techniques, and limitations of watercolor as a representational painting medium.  Students will experiment with a variety of traditional and contemporary watercolor processes. Included will be a survey of historical use of watercolor in fine art."
ART-243,Watercolor Ii,3,"Advanced course in the application, techniques, and limitations of watercolor as a representational painting medium. Students will further experiment with a variety of traditional and contemporary watercolor processes. Included will be a survey of historical use of watercolor in fine art."
ART-244,Oil Painting I,3,"This is an introductory course in oil painting which will examine the traditional oil painting techniques of imprimitura, under-painting, over- painting and glazing.  Oil painting materials, pigments, and mediums will be explored in depth. Included will be a survey of the historical and contemporary use of oil piant in fine art.   *3 credit hours/5 billed contact hours*"
ART-245,Oil Painting Ii,3,"This is an advanced course in oil painting which will further examine the traditional oil painting techniques of imprimitura, under-painting, over- painting and glazing.  Oil painting materials, pigments, and mediums will be explored in depth. Included will be a survey of the historical and and contemporary use of oil paint in fine art.   *3 credit hours/5 billed contact hours*"
ART-260,Adv Photography: Commercial & Fine Art,3,"This class will expand on the material covered in Introduction to Digital Photography and will give the student practical experience in Portrait, Product, and Location Photography with emphasis on professional photographic processes that are applicable to both the fine art and commercial photographer. Both the photographic studio and off site locations will be utilized for student work.  Student will be responsible to provide their own digital camera for coursework.   *3 credit hours/4 billed contact hours*"
ART-271,Graphic Design Internship,3,"A course designed to give on-the-job expericence that is commensurate with the student's career objectives.  It's intended to provide the student with proactical experience in a professional work environment.  Internships vary in length but or normally for sone semester after 75% of the coursework is completed.  Required are 135 to 240 hours of on-the-job experience, plus attendance in a scheduled seminar.  The intership is cooperation the Sturgis Journal located in Sturgis, MI. and with its parent company, GateHouse Media.  This is a paid intership and the Sturgis Journal determines the wages.  A completed GOCC internship application is required for consideration."
ART-274,Typography,3,This course is designed to introduce students to the basics of typography and the use of type in graphic design and visual communication. The class covers type and the letterforms as fundamental and aesthetic elements of visual design. This course uses traditional and digital media
ART-276,Advertising Design,3,"This course is designed to give practical insight into the discipline of marketing and how it applies to the creative process within advertising agencies to create effective, integrated advertising campaigns for diverse markets and media. Advertising strategy based on media and marketing realities will be investigated and applied. Students will learn about the basic role and responsibilities of the art director/designer and how they influence and guide how products and services are brought to market."
ART-290,Art Portfolio,2,"Capstone course for the Associate of Arts in Visual Art degree. Students will create a portfolio of their work in preparation for submission to potential employers, galleries, or schools. Students will work individually with the instructor to select representative pieces of their work, design the presentation and produce the final portfolio in both digital and traditional media."
AUTO-100,Intro To Auto Technician,3,This course emphasizes safety and provides an introduction to automotive repair. The primary focus is safety in an auto shop and the safe use of tools. Students will perform vehicle maintenance and inspection and minor repairs.
AUTO-141,Engine Diagnosis & Ignition Systems,4,"Skills to test engine condition and ignition systems. Students will use vacuum, compression, cylinder leakage, and electronic engine analyzers. Students will learn how to diagnose an on-board computer system and its components for proper operation. The operation, inspection, testing and repair of ignition system components will be practiced."
AUTO-146,Auto Brake Systems,4,"Theory, service and repair of automotive braking systems and their components. Emphasis is given to hydraulic theory, repair, and service of system components, including anti-lock and traction control systems."
AUTO-221,Automotive Steering & Suspensi,4,Study of the various mechanical and electronic steering and suspension systems used on today's vehicles. Focus on the theory and operation as well as the diagnosis and repair of steering and suspension system components including wheel alignment. This course will also cover tire diagnosis and repair and includes dynamic wheel balancing. The course will emphasize professional methods to diagnose and repair related steering and suspension components
AUTO-225,Auto Electrical Systems I,4,"Introduces the fundamentals of electricity and automotive electronics. Topics include digital multi-meters, circuit troubleshooting, batteries, and starting and charging systems. An emphasis is placed on understanding and utilizing electrical diagrams."
AUTO-226,Automotive Heating & Air Cond,2,"Introduction to the basics of air conditioning. Topics include heating, ventilation, air conditioning theory, operation, servicing, repair, and diagnosis."
AUTO-245,Valve And Head Rebuilding,4,"How the internal combustion works and how the parts interact. The testing of engine condition will be demonstrated. Cylinder head removal installation proper disassembly, cleaning and inspection of parts will be emphasized. The machining of valves and seats will be demonstrated. This is the first of two classes intended to prepare a student for engine repair certification tests."
AUTO-246,Auto Cylinder Block Rebuilding,4,"Engine block diagnosis, repair and reassembly.  The measurement and service of cylinders, crankshafts, piston and connecting rods will be demonstrated.  Engine lubrication systems, cooling systems and proper installation of the completed engine assembly will be emphasized. This is the second of two classes intended to prepare a student for engine repair certification tests."
AUTO-250,Intro To Automotive Transmissions,4,"A study of driveline, manual and automatic transmission theory of operation, diagnosis, testing, and repair procedures.  Topics also include theory and diagnosis of computer-controlled transmissions."
BIO-101,Human Biology,3,"This course involves the study of the structure and function of the normal human body and the practices necessary to maintain normal health. Medical terminology, disease process and treatments are studied.   *3 credit hours/5 billed contact hours*"
BIO-110,Biological Form And Function,3,The course covers basic concepts of anatomy and physiology of plants and animals.  By the end of this non-lab course students will be able to understand the language of anatomy and physiology used to describe the functrions of plants and animals.  It also introduces students to the role of organ systems in maintaining homeostasis in plants and animals.  By the end of this course the student will also understand the common set of functional features that all living systems contain.
BIO-120,Introduction To Biology,4,"An introductory survey course covering the major principles and unifying theories of biology.  This course will provide the beginning student with a basic understanding of biological principles encompassing basic biochemistry, cell biology, cell division, genetics, diversity and evolution and ecology.  This is a lecture/laboratory combination course and is designed to meet the needs of students with limited science background.   *4 credit hours/5 billed contact hours*"
BIO-121,Molecular And Cellular Biology,4,"A general study of the principles and processes of biology and the nature of biological investigation, with emphasis on cellular biology, respiration, photosynthesis, and genetics. This course, together with NSB 122 provides a basic background for further work in the biological sciences.   *4 credit hours/5 billed contact hours*"
BIO-122,Organismal Biology,4,"A general study of the principles and processes of biology and the nature of biological investigation, with emphasis on evoluation, speciation, ecology and the diversity of life (includes taxonomy and classifications of organisms). Laboratory investigations coordinated with lecture topics.   *4 credit hours/5 billed contact hours*"
BIO-125,Environment And Society,3,An introduction to environmental studies through a survey of environmental topics exploring human interactions with the environment and the resulting changes.
BIO-210,Human Anatomy & Physiology 1,4,"This is the first in a sequence of two intensive anatomy and physiology courses intending to cover the human body as an integrated whole by examining the structures and functions of each body system as well as some of the common diseases associated with each system. Integration of the body's systems is emphasized by examining how each of these systems interacts with the body's other systems in order to maintain homeostasis. Laboratory activities will include dissections, computer labs, anatomical models, and brief scientific experimentation. Study within this course includes general chemistry principles, biochemistry, cells, tissues, and the following systems: integumentary, skeletal, muscular, nervous, special senses, and endocrine. It is recommended, but not required, that students take Medical Terminology before or along with this class as this can help students absorb the large amount of new terminology associated with Anatomy & Physiology.   *4 credit hours/6 billed contact hours*"
BIO-211,Human Anatomy & Physiology Ii,4,"This is the second in a sequence of two intensive anatomy and physiology courses intending to cover the human body as an integrated whole by examining the structures and functions of each body system as well as some of the common diseases associated with each system. Integration of the body's systems is emphasized by examining how each of these systems interacts with the body's other systems in order to maintain homeostasis. Laboratory activities will include dissections, computer labs, anatomical models, and brief scientific experimentation. Study within this course includes the following body systems: cardiovascular (including blood), lymphatic and immune, respiratory, digestive, urinary, and reproductive.  *4 credit hours/6 billed contact hours*"
BIO-230,Microbiology,4,"Introduction to general microbiology. Topics include general properties of bacteria and fungi, disinfection, sterilization, sources and means of infection, infectious diseases and immunity.  In the laboratory, students will prepare culture media, isolate and propagate and study morphological and physiological characteristics of both pathogens and non-pathogens."
BIO-275,Biology Research Project,2,"The Biology Research Project is a capstone experience in Biology for the student seeking an Associate of Science Degree.  In this course the student will work with an instructor to design and conduct an experiment or investigation. The course will allow the student to bring together their college course experiences in science, mathematics and communications while pursuing advanced work in an area of their own interest. The evaluation of the student will be determined by the instructor, the Science Department and the Dean of Teaching & Learning."
BUS-104,Intro To Business,4,"This course is desigend as a survy of American Business and Industry. Emphasis will be placed on the understanding of business terminology and internal/external structures and their relationship to individuals, business and society. Past, present and future business trends will be studied providing students the foundational knowledge required to progress to upper level business courses."
BUS-105,Business Mathematical Applications,3,"Provides the student with a practical knowledge of typical mathematical concepts and calculations performed in the business environment.  Emphasis on the introduction and understanding of mathematical concepts as applied in various business situations, formation and execution of applicable calculations, problem solving, and interpretation of results in reaching appropriate business decisions.  This basic application of business concepts is extended to more complex decision-making with multiple variables and complex algebraic functions as they apply to business decisions."
BUS-151,Fund Of Selling,3,"An introduction to the principles of selling. Includes study of selling in our present economy, analysis of the steps in a sales demonstration, and classroom sales presentations by students."
BUS-152,Prin Of Retailing,3,"Designed to give the students an overall view of the field of retailing.  History of retailing, types of retail institutions, store location, layout, fixtures and equipment, store record keeping, customer services and management will be covered in this course."
BUS-153,Advertising,3,"This course is intended to give the business major a comprehensive view of American advertising.  A brief study is made of advertising in the economy, in society and in business. An analysis is made of the principles and practices used in various types of advertising, such as newspapers, television, radio and direct mail."
BUS-205,Business Statistics,3,An introductory course emphasizing the statistical analysis of business and economic data and how this analysis aids in planning and controlling operations and in making sound business decisions.
BUS-250,Prin Of Marketing,3,"A study of the dynamic forces operating in the business activity known as marketing includes all business activities dealing with the distribution of goods from the time they leave the factory or field until they reach the consumer.  Marketing presents the actual processes market in an analytical and descriptive style. Analyze the ramifications of economics, politics, society, competition and technology on both the consumer and the business."
BUS-251,Organizational Behavior,3,"This course examines individual, interpersonal, group and organizational processes.  Students will discuss current theory, research and practice with regards to human behavior in the work place.  Areas of concentration are goal setting, communication, team processes, motivational theory and techniques, culture, ethics, managing organizational change and conflict resolution."
BUS-252,Intro To Management,3,"The course is intended to give the business major an understanding of management concepts and activities.  A study will be made of the following basic fundamentals:  planning, organizing, leading and controlling. Selected management areas, such as team work, ethics and decision making, will be introduced.  The course is designed to furnish a strong foundation in management for management trainees or business transfer students."
BUS-253,Supervision,3,"This course is an overview of basic leadership skills needed to effectively supervise people with emphasis on productive communications, human relations issues, and the supervisor's role in employee recruitment, selection, training, motivation, planning, and evaluations as well as contemporary concerns of the supervisor."
BUS-255,Business Law,3,"An introduction to the fundamental principles of law which the prospective businessperson will encounter in his/her business activities.  A presentation of laws pertaining to contracts, agencies and effects of the uniform commercial code, as well as pre-code law.  Basic principles applicable to business including legal rights and remedies, contracts and agency employer and employee relations is an intrinsic part of the course."
BUS-260,Small Business Management,3,"Designed for small business managers, this course utilizes an analytical approach that embodies soun business principles.  The course deals with sales, production, purchasing, personnela nd finance. Also covered are the managerial functions of planning, organizing, leading and controlling. Case problems and business plan writing as related to small business will be discussed."
BUS-271,Internship I-Business,3,"A course designed to give on-the-job experience that is commensurate with the student's career objectives.  It is intended to provide the student with a practical, experiential learning situation in a supervised professional work environment. Internships vary in length but are normally for one semester after 75% of coursework is completed. Required are 135 hours of on-the-job experience plus participation in a supplementary blackboard seminar.  Some programs of study require an internship placement and others recommend it as an elective.  Student usually arrange for their own internships.  Contact the counseling office for more information. Prerequisite:  75% of coursework completed in the students major and a GPA of 2.5 or better. Students wishing to start an internship need to apply."
CHEM-133,General Chemistry I,4,"Introductory laboratory college chemistry course emphasizing mathematical relationships in chemistry. Lecture content includes atomic theory, stoichiometry, intermolecular forces and states of matter, thermodynamics, nuclear chemistry, and chemical bonding. Labs are project based with real-world implications that require critical thinking and teamwork."
CHEM-134,General Chemistry Ii,4,"Continuation ofCHEM-133. Topics covered include thermodynamics and state functions, properties of mixtures, kinetics, equilibrium, acid/base reactions, and redox reactions. Labs in this course are complimentary and will provide real world applications of topics and problems discussed in lecture."
CHEM-210,Organic Chemistry I,4,"Organic chemistry course covering nomenclature, physical properties, and reactions involving alkanes, alkenes, alkynes, cyclics, alkyl halides and dienes. An emphasis on stereochemistry of organic compounds. Analysis will include an introduction to IR, Mass Spectra, and chromatography."
CHEM-211,Organic Chemistry Ii,4,"Covers physical properties, analysis, preparation, reactions, and associated mechanisms involving alcohols, ethers, epoxides, aromatic compounds, aldehydes and ketones, carboxylic acids and their derivatives, and amines. NMR and UV-Vis spectroscopy are also covered."
COM-110,Interpersonal Communications,3,"The course focuses upon developing speaking, verbal and nonverbal communication, and listening skills through individual assignments, presentations, demonstrations/role-playing, and other projects."
COM-140,Gen Communications: Speech,3,This course provides a series of experiences that will aid in improving the ability to communicate orally in real-life situations.  Emphasis will be on class discussions and various methods of presentations.
COM-150,Public Speaking,3,"The traditional rhetorical concepts of material, organization, delivery, creativity and persuasion. The student is expected to put into practice each one of the concepts by giving a variety of speeches."
CIS-100,Using The Internet,1,"Develop skills and confidences needed to successfully work with the Internet and Internet of Everything (IoE). Student will learn the physical and logical makeup of the Internet worldwide web, and IoT networks. Students will learn ways to connect to the Internet, create and use email accounts, and efficiently use current web browsers. Students will also learn how to effectively use search strategies, and evaluate the steps to implement secure IoE solutions."
CIS-101,Intro To Computers & Software,4,"A survey course on computer concepts and applications associated with the current generation of computer technology. Students will study terminology as it applies to computers, networks, operating systems, and internet usage. This course includes a hand-on component where students will work with current productivity software such as Microsoft's Word, Excel and Access  within the Windows Operating system."
