course_code,course_name,credit_hours,description
ACC 2210,Computerized Accounting,3,"The student will be exposed to microcomputer skills as used in accounting and business. The course reinforces financial accounting concepts and procedures through use of personal computers and popular commercial software. The student will use a commercial general ledger software package to cover topics such as: the general ledger, accounts receivable, accounts payable, payroll, adjusting and closing entries. The student will use spreadsheets and/or other appropriate software for report preparation and solution of typical accounting related problems. BILLABLE CONTACT HOURS: 3"
ACC 2501,Special Topics in Accounting,1,Students will be introduced to a particular contemporary topic or in accounting that is relevant in today's business environment. Refer to the specific section using OCC's online system for current topics. BILLABLE CONTACT HOURS: 1 - 4
ACC 2502,Special Topics in Accounting,1,Students will be introduced to a particular contemporary topic or in accounting that is relevant in today's business environment. Refer to the specific section using OCC's online system for current topics. BILLABLE CONTACT HOURS: 1 - 4
ACC 2503,Special Topics in Accounting,1,Students will be introduced to a particular contemporary topic or in accounting that is relevant in today's business environment. Refer to the specific section using OCC's online system for current topics. BILLABLE CONTACT HOURS: 1 - 4
ANT 1540,Introduction to Cultural Anthropology,3,"This course will develop students' understanding of culture through examining cultural forms throughout the world. This course is an introduction to anthropological methods, theories and ethnographic studies that evaluate the integrated and holistic nature of culture. We examine cultural ideas and practices in art, religion, gender, politics, economics, and kinship among others. This course emphasizes the importance of diverse cultures for developing an understanding of strategies, perspectives and conditions in the human experience. BILLABLE CONTACT HOURS: 3 GE Outcomes: Global Understanding and Responsibility"
ANT 1550,Introduction to Biological Anthropology,3,"In this course we will examine human biology and evolution through the analyses of the fossil record, evolutionary forces, and the human genome. This course explores contemporary scientific explanations about human origins, biological change and related primate species thorough examining physiology, cognition and morphology. This course will introduce students to the methods and theories in biological anthropology, human evolution, archaeology and paleoanthropology. BILLABLE CONTACT HOURS: 3 GE Outcomes: Scientific Literacy"
ANT 2520,Special Topics in Anthropology: Forensic Anthropology,3,"This course explores the vast application of forensics in medical, behavioral, evolutionary and legal fields. Forensic Anthropology research and methodologies will address the application of skeletal biology and biological anthropology in a medical or legal investigation. This course will focus on forensics anthropology techniques that uncover positive human identification, techniques for processing the remains and reporting the biological profile findings. Billable Contact Hours: 3"
ANT 2530,Special Topics in Anthropology: Medical Anthropology,3,"This course is an anthropological exploration of cross-cultural approaches to health, healing and medicine in the US and throughout the world. This course will use anthropological research to illustrate approaches in health care organization, gerontology/child care, health inequalities, infectious diseases, and other biomedical subjects. Both cultural and biological aspects of health care will be addressed, focusing on various impacts of segments of the community including, sex, gender, age, race/ethnicity and the marginalized. Billable Contact Hours: 3"
ANT 2540,Special Topics in Anthropology: Applied Anthropology,3,"This course will address the application of anthropological theory and methodologies in solving contemporary social problem throughout the nation and the globe. Students will explore current Applied Anthropological research and projects that impact such fields as health care, public education, cultural resource management and economic/business enterprise (among others). Billable Contact Hours: 3"
ANT 2550,"Special Topics in Anthropology: Race, Ethnicity and Identity",3,"This course is a cross-cultural exploration of the social construction of race and the various ways that race is construction throughout the world. Anthropological research and core concepts will guide inquires, not only illustrating the fallacies of biological category of race in humans, but also the powerful and disparate ways racialization is made real in various cultural systems and directed at certain segments of the population. Billable Contact Hours: 3"
ANT 2560,"Special Topics in Anthropology: Gender, Sexuality and Culture",3,"This course is a cross-cultural exploration of gender and gender roles throughout the world and across cultural systems. Core anthropological approaches, concepts and research will address gender throughout cultural systems including the intersection of gender in labor, sexuality, power, media and ideological productions. Billable Contact Hours: 3"
ANT 2750,"Myth, Magic and the Anthropology of Religion",3,"In this course, we examine religious beliefs and practices through primary anthropological research and cross-cultural comparison. We explore foundational religious topics like myth, symbols, magic, witchcraft, religious rituals, specialists, God(s) and other concepts related to the analysis of the supernatural. This course introduces students to the anthropology of religion, its studies, theories, concepts and ethnographic research. Through analysis of religious rituals and beliefs we are able to connect religion to other cultural phenomena of art, music and literature (and others) that enrich the human experience. BILLABLE CONTACT HOURS: 3 GE Outcomes: Global Understanding and Responsibility"
APP 2170,Applied Technology,4,"This course is designed to prepare students for technical careers. The complexity and rapid change of modern technology require training that is applicable to more than a single job. Technicians will be exposed to the concepts of the mechanical, fluid, electrical and thermal principles on which modern technology is based. This course integrates the above mentioned four concepts with the physical principles of force, work, rate, resistance, energy, power and force transformers. This material is taught by lecture, video tape and lab demonstrations to reinforce the concepts of technical physics. BILLABLE CONTACT HOURS: 4"
APT 8310,Industrial Safety,2,"Work place safety based upon OSHA standards is addressed in this course. Topics will include rigging, personal safety equipment, lock-out tag-out procedures, use of ladders, confined space entry, and hazardous environments. Students will demonstrate appropriate behaviors while performing work place activities under the supervision of the instructor. This course fulfills; Ten (10) contact hours of OSHA/Safety Awareness, and Fifteen (15) contact hours of Industry Orientation (Michigan Laws & Rules) for State of Michigan registered Electrical Apprentices for a total of twenty five (25) contact hours. BILLABLE CONTACT HOURS: 2"
ARB 1510,Beginning Arabic I,4,"This is an introductory course with special emphasis on the fundamentals of speaking, listening, reading, writing and understanding Arabic language and culture. The course will introduce basic Arabic linguistic structure according to functional models, which can be applied to everyday conversational situations. BILLABLE CONTACT HOURS: 4 GE Outcomes: Effective Communication"
ARB 1530,Beginning Arabic II,4,"This course, which is a continuation of ARB 1510 , comprises the second half of the introduction to Arabic. The course will emphasize the fundamentals of speaking, listening, reading, writing and understanding of Arabic language and culture according to functional models, which can be applied to everyday conversational situations. BILLABLE CONTACT HOURS: 4 GE Outcomes: Effective Communication"
ART 1510,Drawing I,3,"The student will demonstrate the use of various drawing techniques including contour drawings, continuous lines, shadow-mass impressions, and expressive line quality. The student will identify and analyze the structure of form and render a drawing on the basis of these observations. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1520,2-D Design,3,"The student will develop skills that are fundamental in understanding design in two-dimensional aspects. The student will be assigned various problems where the specific use of media and its objectives are outlined, viewed from its functional and aesthetic importance. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1530,Acrylic Painting,3,"The student will develop an understanding of acrylic painting medium by exploring a multi-media approach to painting. Students will demonstrate competency in handling figurative and non-figurative subjects, montage, collage, impasto build-up, and other related technical problems. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1540,Introduction to Ceramics,3,"This course covers the basic nature and properties of clay, applying hand-building techniques, and a select range of decorating and ceramic firing processes. Students will develop an awareness of how elements and principles of design integrate into functional and sculptural ceramic form. Historical and contemporary ceramic sources are explored. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1550,Sculpture,3,"The student will create several sculptures utilizing a variety of materials such as plaster, wood, stone, metal, and plastics. A variety of techniques and philosophies will be explored. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1560,Art Appreciation,3,"Students are introduced to the visual arts in relation to their cultures and societies. The course includes arts of various times and places, aesthetic orientations that affect them and individual artists' relationship to their environments. The class connects artistic expressions and their aesthetic orientations with philosophical, religious, political and/or socio-economic influences. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1570,Oil Painting,3,"The student will develop skills requisite to oil painting based on a systematic approach to fundamental techniques and philosophies utilizing such media as slides, films, and laboratory reading, supplemented by gallery participation and discussion. In the studio, emphasis will be placed on materials and concepts while encouraging personal and creative production. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1600,Watercolor Painting,3,"The student will develop skills in the transparent water color medium based on fundamental and experimental techniques. The many watercolor styles will be investigated utilizing slides, films, and readings, supplemented by gallery participation and discussion. In the studio, emphasis will be placed on the spontaneity and immediacy of watercolor while encouraging personal and creative production. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1610,Jewelry,3,"Jewelry offers the basic techniques of metal work, allowing the student opportunity to create attractive jewelry or small objects by sawing, soldering, fusion, and forging in various metals. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1611,Advanced Jewelry,3,"Advanced Jewelry offers the student an opportunity to learn methods of casting in precious metals from original wax models. Work will include centrifugal casting, burning out, finishing, and gemstone setting. BILLABLE CONTACT HOURS: 3"
ART 1640,Art History I: Survey from Prehistoric through Medieval,3,"This course introduces students to the development of visual art around the globe. Topics include painting, sculpture and architecture from the prehistoric period through the medieval period. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 1660,Art History II: Survey from the Renaissance to Present,3,"This course introduces students to the development of visual art around the globe. Topics include painting, sculpture and architecture from the Renaissance to the present is covered. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 2110,Wheel Throwing I: Introduction to the Potter's Wheel,3,This course teaches the basic techniques of throwing on the potter's wheel. Shaping of tall and low forms will be emphasized. BILLABLE CONTACT HOURS: 3
ART 2120,Wheel Throwing II,3,"Building upon the skills developed in Wheel Throwing I, this course emphasizes more complex forms including lids, handles, and closed forms. BILLABLE CONTACT HOURS: 3"
ART 2130,Wheel Throwing III,3,This course builds upon the skills learned in Wheel Throwing I. Alternative approaches and techniques will be taught using the potter's wheel to achieve both functional and sculptural forms. BILLABLE CONTACT HOURS: 3
ART 2140,Wheel Throwing IV,3,"Building on the skills learned in Wheel Throwing III, this course will introduce students to techniques used in production of multiple objects of similar size and construction of complex forms. BILLABLE CONTACT HOURS: 3"
ART 2240,Ceramics: Intermediate Hand-Building,3,"Intermediate Hand-Building builds upon basic methods and processes learned in ART 1540 . Students will learn advanced methods of construction based on coursework that addresses functional and sculptural ceramic objects, while continuing to further develop an understanding of historical and contemporary ceramics. ART 1540 is highly recommended, but not required. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness"
ART 2250,Ceramics: Advanced Hand-Building,3,Advanced Hand-Building builds upon methods and processes learned during Intermediate Hand-Building. This course approaches experimental and advanced techniques in fabricating and considering sculptural and functional ceramic form. Discourse and research around contemporary and historical ceramics will continue to be developed. BILLABLE CONTACT HOURS: 3
ART 2260,Ceramic Field Study,3,Ceramic Field Study will permit students to concentrate their learning experiences in one special area of interest. This can be an in-depth experience in an area not ordinarily covered in other ceramic courses. BILLABLE CONTACT HOURS: 3
ART 2270,Ceramics: Glaze Formulation,3,The purpose of this course is to provide an introduction to making glazes. It will help students to learn the basic ingredients used for glazes and how they react in the batch formula. BILLABLE CONTACT HOURS: 3
ART 2510,Fundamentals of Figure Drawing,3,"The student will develop skills, primarily in black and white media, of rendering an artist's understanding of anatomy. Students will concentrate on proportions, form, and portrait studies. BILLABLE CONTACT HOURS: 3"
ART 2520,Drawing II,3,"Working with a thorough understanding of proportion and form, the student will gain skills in a creative approach to the visual image. These skills will be facilitated through the use of watercolor, pastel, charcoal, and ink washes. BILLABLE CONTACT HOURS: 3"
ART 2550,Advanced Sculpture,3,"The student will create a minimum of two sculptures equal in time value to 45 hours each from a variety of media including welding, bronze casting, fiberglass construction, and outdoor cement sculpture. Emphasis will be placed on creative involvement in seeking a personal expression. BILLABLE CONTACT HOURS: 3"
ART 2570,3-D Design,3,"The student will use three-dimensional concepts and utilize a variety of materials such as plaster, wood, stone, metal, and plastics. A variety of techniques and philosophies will be explored including the visual elements and principles of design. BILLABLE CONTACT HOURS: 3"
ART 2600,American Art,3,The course presents American visual arts from the colonial period to the present time with emphasis on modern/contemporary expressions. The class is designed to show the uniquely American character of these arts as they reflect American life and the varied cultural influences that affect it. BILLABLE CONTACT HOURS: 3 GE Outcomes: Aesthetic Awareness
ART 2630,Advanced Oil Painting,3,"The student will further develop his/her skills and abilities toward a better understanding of the oil painting medium. The student will continue his/her investigation of oil painting by viewing slides and films, by reading art books and periodicals, and by attending galleries and museums followed by periodic class critiques. In the studio, emphasis will be placed on techniques and design qualities (formal elements) which are necessary ingredients to produce a well-composed painting while encouraging personal and creative growth. BILLABLE CONTACT HOURS: 3"
ART 2640,Advanced Watercolor Painting,3,"The student will further develop his/her skills and abilities toward a better understanding of the watercolor medium. The student will continue his/her investigation of water-color by viewing slides and films, by reading art books and art periodicals, and by attending galleries and museums followed by periodic class critiques. In the studio, emphasis will be placed on the spontaneity and the immediacy of watercolor while encouraging personal and creative growth. BILLABLE CONTACT HOURS: 3"
ART 2704,Sculpture Casting,3,"The student will create two or more pieces of sculpture using casting techniques including, but not limited to, casting hydrostone and polyester resin in plaster molds, metal casting in sand using Styrofoam, and lost wax method. Students should check individual campuses for specific techniques available. Design principles relating to sculpture will be presented orally and visually. BILLABLE CONTACT HOURS: 3"
ART 2710,Advanced Figure Drawing,3,"In this class, the student will engage in a series of problem solving assignments pertaining to an in-depth study of the human anatomy as it relates to drawing. This task will be carried out on the part of the student by working with a multimedia format or choosing to concentrate on one medium as a means of self- expression. BILLABLE CONTACT HOURS: 3"
AUT 1000,Automotive Fundamentals,4,"The course covers how to identify and discuss major automotive systems, components and tools, using the correct terminology. The course will also explore the safe and efficient use of standard automotive tools and equipment during performance of basic automotive servicing procedures. Students will participate in discussions of various automotive employment opportunities and analyze the job entry requirements for each. Students are tested on the following Industry certifications: NC3-Precision Measuring Instruments; Battery Maintenance & Starting; ShopKey Pro Level1; and Torque Theory, Mechanical, and Electrical. BILLABLE CONTACT HOURS: 5"
AUT 1100,Automotive Brake Systems Service,4,"This course will cover the skills required to properly service the hydraulic brake system, utilizing hands-on training and work experience on licensed vehicles, developing entry-level job skills. The student will rebuild or renew all components of current major automotive manufacturers' brake systems with an emphasis on safe and proper work habits and procedures. BILLABLE CONTACT HOURS: 5"
AUT 1200,Front Suspension & Steering Service,4,"This course will develop the skills required to properly service the front suspension and steering system of current model vehicles. A great portion of class time will be spent in the lab rebuilding or renewing all components of the suspension and steering systems. Wheel alignment measurement and correction will be performed by all students on all major automotive equipment, with an emphasis on safe and proper work habits and procedures. BILLABLE CONTACT HOURS: 5"
AUT 1300,Automotive Electrical Systems Servicing,4,"This course will develop the skills required to service the battery, cranking system, charging system, and electrical accessories systems of all current major automobile manufacturers' vehicles. Theory of the systems as well as hands-on training will provide job entry-level job skills for the student. Current manufacturers' specifications as well as safe and proper work habits and procedures will be emphasized. BILLABLE CONTACT HOURS: 5"
AUT 1350,Automotive Advanced Electrical and Electronics,4,"This course develops the skills required to diagnose and service electrical/electronic components. The student will be instructed through a variety of methodologies and instruction to promote discussions related to advanced theories and diagnosis. Advanced training aids and diagnostic tools will be used to enhance knowledge. Multiple vehicles and manufacturer systems will be utilized for advanced troubleshooting; as well as hands-on experience using licensed vehicles. The student will develop advanced-level job skills in diagnosing and repairing malfunctions in the vehicle systems, with an emphasis on safe and proper work practices and procedures. BILLABLE CONTACT HOURS: 5"
AUT 1375,Automotive Hybrid and Electric Vehicles,4,"This course provides an understanding of high voltage hybrid and electric vehicle designs, operation, and servicing. Students will learn the components and systems used in hybrid and electric vehicles including high voltage batteries, motor/generators, power inverters, and charging systems. Specialized high voltage tools and equipment will be introduced including high voltage insulation gloves, digital multimeters, and isolation test meters. Proper diagnosis and servicing procedures will be covered with an emphasis on safety, high voltage disabling and enabling, and loss of high voltage isolation handling. BILLABLE CONTACT HOURS: 5"
AUT 1400,Engine Support Systems Servicing,4,"This course will develop the skills required to properly service the engine fuel, lubrication, cooling, exhaust and valve systems. A great portion of the class time will be spent in the laboratory performing tests, as well as repairing and renewing major components of the above named systems. The student will make adjustments, and replace components in accordance with manufacturers' specifications, with a major emphasis on developing safe and proper work habits and techniques. BILLABLE CONTACT HOURS: 5"
AUT 1500,Automotive Tune-Up & Emissions Service,4,"This course will develop the skills required to properly tune an engine and diagnose the amount of emissions the engine produces. The student will also calibrate, make adjustments, and renew or replace components of the ignition and emission systems in accordance with the manufacturers' specifications. The student will also diagnose drive-ability concerns related to engine performance and emissions. Current ignition analysis equipment as well as infrared and other emissions measuring devices and equipment will be used in a safe and proper manner. BILLABLE CONTACT HOURS: 5"
AUT 1600,Automotive Transmission Servicing,4,"This course will develop the skills required to perform service operations on all current major automobile manufacturers' automatic transmissions. A major portion of the class time will be spent in the laboratory performing tests, making adjustments, renewing or replacing various components of the transmissions. Manufacturer's specifications and procedures as well as safe and proper work habits will be greatly emphasized. BILLABLE CONTACT HOURS: 5"
AUT 1700,Manual Transmission and Axle Service,4,"This course will develop the skills required to service all current major automobile manufacturers' manual transmissions and rear axles. Servicing procedures will include diagnosis, removal and replacement, and rebuilding of the clutch, transmission, drive shaft and the rear axle. Manufacturers' specifications and procedures as well as safe and proper work habits will be emphasized. BILLABLE CONTACT HOURS: 5"
AUT 1800,Automotive Air Conditioning & Heating Service,4,"This course will develop the skills required to service all major automobile manufacturers' current model heating and air conditioning systems. Theory of the systems as well as work experience on licensed vehicles will be included. The student will develop entry-level job skills in diagnosing and repairing malfunctions in the systems, with an emphasis on safe and proper work habits and procedures. BILLABLE CONTACT HOURS: 5"
AUT 1900,Light Duty Diesel Engine Operation and Diagnostics,4,"This course will develop the skills required to properly diagnose and service diesel engines for major manufacturers' current model options. Diesel engine mechanical operation, fuel system operation and emissions component operation will be discussed. The student will diagnose concerns related to diesel mechanical, fuel and emissions systems. This course introduces proper testing techniques for fuel components; such as low pressure fuel pump, high pressure common rail fuel pump, solenoid-type and piezoelectric injectors. Glow plug and air intake heater testing as well as DOC, FPF and SCR procedures will be discussed. BILLABLE CONTACT HOURS: 5"
AUT 2000,Cooperative Internship,3,"The student will be employed in the automotive servicing industry in a supervised situation under the guidance of a coordinator. The student will identify and describe, through reports and position papers, technical problems encountered on the job. Students will complete a minimum of 135 hours. BILLABLE CONTACT HOURS: 3"
AUT 2100,Automotive Servicing Special Topics,2,This course is designed to allow students the opportunity to earn industry related certifications outside of a traditional full course. Instructor authorization is needed to register. BILLABLE CONTACT HOURS: 3
AUT 2111,Automotive Servicing Special Topics,2,This course is designed to allow students the opportunity to earn industry related certifications outside of a traditional full course. Instructor authorization is needed to register. BILLABLE CONTACT HOURS: 3
AUT 2112,Automotive Servicing Special Topics,2,This course is designed to allow students the opportunity to earn industry related certifications outside of a traditional full course. Instructor authorization is needed to register. BILLABLE CONTACT HOURS: 3
AUT 2115,Automotive Servicing Special Topics,2,This course is designed to allow students the opportunity to earn industry related certifications outside of a traditional full course. Instructor authorization is needed to register. BILLABLE CONTACT HOURS: 3
AUT 2125,Automotive Servicing Special Topics,2,This course is designed to allow students the opportunity to earn industry related certifications outside of a traditional full course. Instructor authorization is needed to register. BILLABLE CONTACT HOURS: 3
BIO 1500,Environmental Science,4,"A laboratory science course which will focus through an interdisciplinary investigation on (a) developing an awareness of one's total environment (social, physical, and biological), (b) identifying the cause and perspective of our environmental concerns and, (c) exploring the possible and preferred solutions and strategies to those environmental issues. BILLABLE CONTACT HOURS: 5 GE Outcomes: Global Understanding and Responsibility"
BIO 1511,Life Science,4,"The course will cover the basic concepts of biology. These include: the cellular basis of life, metabolic processes, genetics, diversity, evolution and ecology, with human applications. This is a laboratory course intended for non-science majors. BILLABLE CONTACT HOURS: 5 GE Outcomes: Scientific Literacy"
BIO 1530,Molecular and Cellular Biology,4,"The course will cover the molecular and cellular basis of biological processes including metabolism, reproduction, genetics and evolution along with relevant applications of biotechnology. It is expected that students enrolling in this course will have successfully completed both high school biology and chemistry, or equivalent college preparatory work, within the previous five years. This course is the first in a two-semester sequence intended for biology majors. This course includes a laboratory component. BILLABLE CONTACT HOURS: 6 GE Outcomes: Scientific Literacy"
BIO 1560,"Organismal Biology - Biodiversity, Ecology and Evolution",4,"This organismal biology course will introduce the basic scientific principles underlying the biodiversity, ecology and evolution of representative species from various fungi, plant, animal and other eukaryotic taxa. Topics covered will include fundamentals of evolutionary theory; systematics and taxonomic classification; a comparative study of the structure, function and evolutionary relationships among eukaryotic species; and ecological topics including population biology, communities and ecosystems. This course is the second in a two-semester sequence intended for biology majors. This course includes a laboratory component. BILLABLE CONTACT HOURS: 6 GE Outcomes: Scientific Literacy"
BIO 1570,Microbiology of Health and Disease,3,"Student will study the general nature and behavior of microbes as applied to human health and disease, including the dynamics of normal microbiota, the infectious process, microbes as causative agents of disease, host parasite relationships and development of immunity. Particular emphasis will be placed on the study of various modes of transmission and proper management to prevent spreading of infectious disease. This natural science course is also required for many health-related fields. This is a non-lab course. BILLABLE CONTACT HOURS: 3 GE Outcomes: Scientific Literacy"
BIO 1600,Human Structure and Function,3,This course is designed to give the student a basic understanding of the human body. Visual demonstrations and a variety of organ and system models will be used during lectures to illustrate the structural and functional organization of the human body. This natural science course is also required for many health profession and technology programs. This is a non-lab course. BILLABLE CONTACT HOURS: 3 GE Outcomes: Scientific Literacy
BIO 1650,Human Anatomy and Physiology for the Emergency Medical Services Program,5,"This course is designed to meet the needs of students in the Emergency Medical Services program. This course reinforces the fundamentals of human anatomy and physiology for all major body systems with a detailed laboratory experience. The goal of this course is to provide a detailed survey of human anatomy and physiology to students in the Emergency Medical Services program. Students will learn basic terminology associated with human anatomical structures and physiological processes. Students will apply terminology and physiological function through the use of models, plaques, microscopy, dissection and experimentation in lab. This course does not meet the requirements for most other health professional programs. BILLABLE CONTACT HOURS: 7"
BIO 2540,General Zoology,4,"The course will explore representative protozoa and members of the animal kingdom, emphasizing their metabolism, anatomical structure and function, reproduction and development, evolution, diversity and ecology. The laboratory component of this course, which may include animal dissection, involves the application of the terminology and concepts presented in lecture. BILLABLE CONTACT HOURS: 6 GE Outcomes: Scientific Literacy"
BIO 2560,Principles of Genetics,3,"The course will examine inheritance and expression at the gene, chromosome, cell, organismal, and population levels, with an emphasis on statistical analysis. Genetic mutations, mechanisms of gene action, and the nature of genetic material will be evaluated. This is a non-laboratory course. BILLABLE CONTACT HOURS: 3"
BIO 2601,Special Topics in Biology,1,"This course will explore a special topic of current interest in biology. Such topics may include subjects in anatomy, physiology, botany, zoology, microbiology, environmental science or other areas of the life sciences. In studying these topics, the student will be introduced to current concepts and their applications. The course will include a lecture component and may also include laboratory experience, field trips or travel when appropriate. Refer to the specific section using OCC's online system for current topics. BILLABLE CONTACT HOURS: 1 - 4"
BIO 2602,Special Topics in Biology: Biodiversity in the Tropics,2,Biodiversity in the Tropics. BILLABLE CONTACT HOURS: 2
BIO 2603,Special Topics in Biology,1,"This course will explore a special topic of current interest in biology. Such topics may include subjects in anatomy, physiology, botany, zoology, microbiology, environmental science or other areas of the life sciences. In studying these topics, the student will be introduced to current concepts and their applications. The course will include a lecture component and may also include laboratory experience, field trips or travel when appropriate. Refer to the specific section using OCC's online system for current topics. BILLABLE CONTACT HOURS: 1 - 4"
BIO 2604,Special Topics in Biology,1,"This course will explore a special topic of current interest in biology. Such topics may include subjects in anatomy, physiology, botany, zoology, microbiology, environmental science or other areas of the life sciences. In studying these topics, the student will be introduced to current concepts and their applications. The course will include a lecture component and may also include laboratory experience, field trips or travel when appropriate. Refer to the specific section using OCC's online system for current topics. BILLABLE CONTACT HOURS: 1 - 4"
BIO 2630,Human Anatomy and Physiology I,4,"This course will analyze the structural and functional relationships of the human body at the biochemical, cellular, tissue, organ and system level. Emphasis will be placed on the identification of the major anatomical parts and physiological activities of the integumentary, skeletal (including articulations), muscular, and nervous (including special senses) system. The laboratory component of this course involves application of the concepts presented in lecture. This natural science course is also required for many health-related fields. BILLABLE CONTACT HOURS: 6"
BIO 2640,Human Anatomy and Physiology II,4,"Utilizing and building upon information covered in Human Anatomy and Physiology I ( BIO 2630 ), this course will identify the major anatomical parts of the endocrine, cardiovascular, lymphatic, immune, respiratory, digestive, urinary, and reproductive systems of the human body and relate their structures to the physiological activities of these systems. This course will also analyze the homeostatic effects of fluids, electrolytes, acids and bases throughout the integrated human body. The laboratory component of this course involves application of the concepts presented in lecture. This natural science course is also required for most health profession and technology programs such as: dental hygiene, respiratory therapy, surgical technology and nursing. BILLABLE CONTACT HOURS: 6"
BIO 2660,Pathophysiology,3,"This course teaches the fundamentals of pathophysiology as it relates to care of the chronic and emergent patient in home, pre-hospital, and hospital settings. Content includes an overview of normal body functions, the immune system and immune response, discussion of specific diseases, cellular injury and death, shock, and how disease and injury alter normal function. This course is intended to meet the requirements of the EMS National standard Curriculum on pathophysiology and is part of the Advanced EMT program. BILLABLE CONTACT HOURS: 3"
BIO 2710,Microbiology,4,"The course concepts include microbial cell biology, microbial genetics, interactions and impact of microorganisms and humans, interactions and impact of microorganisms in the environment, and microbial diversity. Laboratory incorporates basic techniques and exercises to investigate course concepts. This natural science course is also required for many health profession and technology programs such as: respiratory therapy, surgical technology and nursing. BILLABLE CONTACT HOURS: 6"
BUS 1100,Introduction to Business,4,"This introductory business class covers the fundamentals of business including free market economics, ethics/social responsibility, entrepreneurship, management, human resource management, marketing, supply chain, finance, information systems, accounting, and government's role in business. All topics are approached in the context of a global business environment. BILLABLE CONTACT HOURS: 4"
