course_code,course_name,credit_hours,description
AHEA 100,Emergency Health Care,1,"This course covers CPR and first aid for wounds, shock, burns, poisoning, and other emergency situations. Students successfully completing the course qualify for American Heart Association (AHA) Health Care Provider/Basic Life Support (BLS) CPR and AHA Heartsaver First Aid certifications. Semesters Offered: every semester Course Goals/ Objectives/ Competencies: Goal 1: Provide proper CPR. List the ABC’s of cardiopulmonary resuscitation. Demonstrate knowledge and skill in CPR emergency techniques. Identify the risk factors for cardiovascular disease. Goal 2: Provide proper first aid. Carry out an examination/interview of a simulated victim. Identify the five types of open wounds and define the treatment given. Identify the indications and treatment for bleeding. Explain how to give emergency treatment for human and animal bites. List methods of preventing accidents. Define shock, its cause, symptoms and treatment. Identify the signs, symptoms and treatment options for respiratory emergencies. Identify the signs and treatment of foreign body airway obstruction. Recognize and react to poisoning emergencies. Identify the risks and treatment of substance abuse. Recognize and treat sudden illness and environmental emergencies. Apply bandages, dressings, slings, and splints. Define closed fracture, open fracture, dislocation, sprain and strain. Lists the signs and symptoms of fractures, soft tissue injuries and the treatment of both. Demonstrate care for head, neck and spinal injuries. Demonstrate safety procedures for the first aid provider. Upon completion of this course, students will possess the skills necessary to quality for the AHA Healthcare Provider/BLS CPR and HeartSaver First Aid Certifications."
AHEA 102,Basic Phlebotomy Technique,3,"This course will present the theory and practical skills necessary for securing employment in the medical field as an entry level phlebotomist. Upon successful completion, students will have an understanding of laboratory-related documentation, regulations, OSHA and Bloodborne Pathogen protocols. Specimen collection, labeling, processing and storage plus practice in basic venipuncture techniques using a variety of equipment and capillary blood collections will also be covered. Semesters Offered: even-year spring semesters Course Goals/ Objectives/ Competencies: Goal 1: Cognitive Goals 1. Apply Microbiology/Infection Control. Discuss infection control procedures. Identify personal safety precautions as established by the Occupational Safety and Health Administration (OSHA). Match types and uses of personal protective equipment (PPE). Describe Standard Precautions. Discuss the application of Standard Precautions with regard to body fluids and body surfaces. 2. Explain Legal Implications. Discuss legal scope of practice for the phlebotomist. Explore issues of confidentiality as it applies to the phlebotomist. Describe the process to follow if an error is made in patient care. 3. Explain Protective Practices. Describe personal protective equipment. Describe the importance of Material Safety Data Sheets (MSDS) in a healthcare setting. Goal 2: Psychomotor Goals 1. Apply Anatomy & Physiology. Perform venipuncture. Perform capillary puncture. 2. Apply Microbiology/Infection Control. Practice Standard Precautions. Select appropriate barrier/personal protective equipment (PPE) for potentially infectious situations. Obtain specimens for microbiological testing. 3. Examine Concepts of Effective Communication. Instruct patients according to their needs to promote health maintenance and disease prevention. Document patient care. Document patient education. 4. Examine Legal Implications. Document accurately in the patient medical record. 5. Examine Protective Practices. Demonstrate proper use sharps disposal containers. Goal 3: Affective Goals 1. Apply Anatomy & Physiology. Use language/verbal skills that enable patients’ understanding. 2. Apply Microbiology/Infection Control. Display sensitivity to patient rights and feelings in collecting specimens. Explain the rationale for performance of a procedure to the patient. 3. Apply Concepts of Effective Communication. Demonstrate recognition of the patient’s level of understanding in communications. Analyze communications in providing appropriate responses/feedback."
AHEA 104,Basic Medical Terminology and Emergency Care,3,"This course is an introductory study of medical terminology, which is designed to assist the medical secretarial, nursing, allied health and science students in mastering medical terms. With an understanding of basic terms, the student is prepared to pursue additional education in the medical environment. Additionally, this course covers CPR and first aid for wounds, shock, burns, poisoning, and other emergency situations. Students successfully completing the course qualify for American Heart Association (AHA) Health Care Provider/Basic Life Support (BLS) CPR and AHA Heartsaver First Aid certifications. Semesters Offered: Fall Course Goals/ Objectives/ Competencies: Goal 1: Demonstrate the following objectives related to each of the body systems. Pronounce medical terms. Spell medical terms. Identify correct definition of medical terms. Goal 2: Provide proper CPR. List the ABC’s of cardiopulmonary resuscitation. Demonstrate knowledge and skill in CPR emergency techniques. Identify the risk factors for cardiovascular disease. Goal 3: Provide proper first aid. Carry out an examination/interview of a simulated victim. Identify the five types of open wounds and define the treatment given. Identify the indications and treatment for bleeding. Explain how to give emergency treatment for human and animal bites. List methods of preventing accidents. Define shock, its cause, symptoms and treatment. Identify the signs, symptoms and treatment options for respiratory emergencies. Identify the signs and treatment of foreign body airway obstruction. Recognize and react to poisoning emergencies. Identify the risks and treatment of substance abuse. Recognize and treat sudden illness and environmental emergencies. Apply bandages, dressings, slings, and splints. Define closed fracture, open fracture, dislocation, sprain and strain. List the signs and symptoms of fractures, soft tissue injuries and the treatment of both. Demonstrate care for head, neck and spinal injuries. Demonstrate safety procedures for the first aid provider. Upon completion of this course, students will possess the skills necessary to qualify for the AHA Healthcare Provider/BLS CPR and HeartSaver First Aid Certifications."
AHEA 113,Medical Insurance & Coding,2.5,"Insurance claim forms for a physician’s office, diagnostic and procedural coding, major sources of health insurance and their billing requirements, and the larger picture of health care financing will be covered in this course. Students will generate forms for Blue Shield, Medicare, Medicaid, and commercial carriers. Emphasis is placed on the use of billing reference manuals and coding books to accurately verify insurance company rules for billing. Semesters Offered: fall semesters Course Goals/ Objectives/ Competencies: Explain Third Party Reimbursement VIII.C.1 Identify: a. types of third party plans b. information required to file a third party claim c. the steps for filing a third party plan VIII.C.2 Outline managed care requirements for patient referral VIII.C.3 Describe processes for: a. verification of eligibility for services b. precertification c. preauthorization VIII.C.4 Define a patient-centered medical home (PCMH) VIII.C.5 Differentiate between fraud and abuse VIII.P.1 Interpret information on an insurance card VIII.P.2 Verify eligibility for services including documentation VIII.P.3 Obtain precertification or preauthorization including documentation VIII.P.4 Complete an insurance claim form VIII.A.1 Interact professionally with third party representatives VIII.A.2 Display tactful behavior when communicating with medical providers regarding third party requirements VIII.A.3 Show sensitivity when communicating with patients regrading third party requirements Explain Procedural and Diagnostic Coding IX.C.1 Describe how to use the most current procedural coding system IX.C.2 Describe how to use the most current diagnostic coding classification system IX.C.3 Describe how to use the most current HCPCS level II coding system IX.C.4 Discuss the effects of: a. upcoding b. downcoding IX.C.5 Define medical necessity as it applies to procedural and diagnostic coding IX.P.1 Perform procedural coding IX.P.2 Perform diagnostic coding IX.P.3 Utilize medical necessity guidelines IX.A.1 Utilize tactful communication skills with medical providers to ensure accurate code selection Taken from the 2015 Standards and Guidelines for the Accreditation of Educational Programs in Medical Assisting"
AHEA 215,Medical Terminology,3,"This course is a study of medical terminology, which is designed to assist the medical secretarial, nursing, allied health and science students in mastering medical terms. With an understanding of basic terms, the student is prepared to pursue additional education in the medical environment. Semesters Offered: every semester Course Goals/ Objectives/ Competencies: Goal 1: At the completion of the course students will demonstrate the following objectives related to each of the body systems: Objective 1: Pronounce medical terms. Objective 2: Spell medical terms. Objective 3: Identify correct definition of medical terms."
ANTH 260,Cultural Anthropology,3,"This course introduces the student to the study of human beings and the diversity of their ways of life. The historical evolution of the discipline of anthropology, its holistic perspective, its methods and ethics are studied. The central concept of culture links discussions of globalization, psychology, and cultural exchange and adaptation. The relationship of inequality and culture allows consideration of race, gender and indigenous issues. In addition, symbolic systems are studied with emphasis on language and religion. Human social organization is examined, featuring study of stratification, kinship, marriage and the family, as well as political and economic institutions and their relationship to adaptation and survival in an increasingly dynamic and globally interconnected environment. Finally, the concepts of human cultural adaptation to the natural environment and technological and demographic change in the contemporary world are examined. Semesters Offered: fall semesters Course Goals/ Objectives/ Competencies: Goal 1: Demonstrate knowledge and understanding of the field of anthropology. Define cultural anthropology. Examine & differentiate between the various sub-disciplines of cultural anthropology. Identify and explain the methodologies between the historical perspectives of cultural anthropology. Examine and distinguish the various theories of cultural anthropology. Examine the methodologies used by cultural anthropologists. Goal 2: Demonstrate understanding of the influence of culture. Define terms used by cultural anthropologists. Examine and demonstrate awareness of cultural universals and their variations. Identify various cultural patterns and structures of cultures. Goal 3: Demonstrate understanding of human societal variation. Define society and distinguish from culture. Compare & contrast subsistence patterns. Compare & contrast adaptive strategies. Compare & contrast stratification systems (economic, political, family). Compare & contrast forms of kinship. Goal 4: Demonstrate Critical Thinking Skills. Evaluate issues related to cultural diversity, distinctive world views, and adaptation to environmental & technological change. Assess variations in socio-cultural development. Compare, contrast, and assess the evolution of the cultural constructs of language and symbolic communication. Goal 5: Demonstrate written communication skills. Write a logical, coherent, critical essay and/or paper. Take and use class notes and outlines. Goal 6: Demonstrate the interpersonal, organizational and time management skills needed in the workplace. Employ effective written and oral communication with group members to organize information, concatenate different perspectives and compromise. Meet deadlines."
ANTH 266,Indigenous Cultures of North America,3,"This course is designed to introduce and explore the historical, cultural and contemporary traditions of the Indigenous peoples of North America. It will take a broad historical and anthropological approach in order to make productive intellectual connections between pre-colonial practices and post-colonial practices. Students will be introduced to the rich diversity of cultural practices of Indigenous peoples, examine the devastating effects of colonization, explore the cross-cultural perspectives from Indigenous groups across the continent in order to shed light on contemporary issues facing Indigenous peoples today. Emphasis is placed on the Anishinaabeg, the Indigenous peoples of the Great Lakes region. Travel to local indigineous communities may be required. Semesters Offered: spring semesters Course Goals/ Objectives/ Competencies: Goal 1: Explore the dynamic variety of Indigenous cultures throughout North America. Compare & contrast Indigenous cultural practice throughout North America Differentiate Indigenous histories throughout North America Identify benchmark achievements made by Indigenous people of North America Characterize colonization’s effects on Indigenous cultures in North America Goal 2: Examine historical misrepresentations of Indigenous cultures across the Great Lakes region and beyond. Identify historical ethnographic approaches to the study of Indigenous peoples Critique historical ethnographic approaches to the study of Indigenous peoples Goal 3: Examine contemporary issues within Indigenous communities across North America. Identify contemporary ethnographic approaches to the study of Indigenous peoples Critique contemporary ethnographic approaches to the study of Indigenous peoples"
ANTH 271,Study Abroad: Anthropology,3,"This short-term study abroad course allows students to experience other countries, developing a sense of diversity, cultural perspective, and regional awareness. Prior to departure, students will engage in general and discipline specific preparation. ANTH271 students will examine anthropological and archaeological perspectives towards culture. Students will explore differences and commonalities between the United States and country(ies) visited through observation and participation in structured activities while in the host country. Upon returning, students will reflect on the impact and value of the study abroad experience. Semesters Offered: summer semesters Course Goals/ Objectives/ Competencies: Goal 1: Demonstrate knowledge of the host country. Define shared components of cultures. Recognize the various aspects of host country’s values. Describe subcultures of the host country. Describe the influence of culture on human behavior and communication. Goal 2: Engage as a global citizen. Participate in various cultural activities. Describe differences and commonalities. Demonstrate appreciation of the host country’s life ways. Goal 3: Relate study abroad experience into one’s personal and professional life. Articulate the value of study abroad experience. Reflect on one’s own cultural identity. Express the impact on your world view. Goal 4: Demonstrate an understanding of anthropological and archaeological perspectives towards culture. Examine the process of anthropological and archaeological interpretation on the representation of culture. Identify anthropological and archaeological theories of host country’s cultures and subcultures. Describe the role the environment played in shaping host country’s cultures and subcultures. Express how the study abroad experience impacts your interpretations of culture."
ARTS 122,Drawing I,3,"This course includes instruction in the basic drawing techniques of contour, gesture, shading, proportion and perspective. Studio work provides drawing experiences using a variety of subjects and materials. Semesters Offered: fall semesters Course Goals/ Objectives/ Competencies: Goal 1: Demonstrate the importance of seeing. Create an accurate rendering of objects in space. Goal 2: Differentiate the elements of design. Demonstrate creating a line. Demonstrate the use of color. Interpret value. Analyze shape and form. Demonstrate the use of space. Demonstrate the use of texture. Goal 3: Differentiate the principles of design. Demonstrate balance. Demonstrate unity. Demonstrate contrast. Demonstrate emphasis. Demonstrate patterns. Apply movement. Apply rhythm. Goal 4: Demonstrate the the application of perspectives. Apply linear perspectives. Apply atmospheric perspectives. Goal 5: Solve creative drawing problems. Revise exisiting art works. Create new forms. Goal 6: Critique art work. Demonstratre the use of stablished guidelines. Prepare critiques through oral communication. Prepare critiques through written communication. Goal 7: Demonstrate professional presentation of artwork. Demonstrate matting. Demonstrate labeling. Demonstrate displaying finished art work."
ARTS 123,Drawing II,3,"This class continues the drawing techniques begun in ARTS 122. Contour, gesture, shading, proportion, and composition will be further explored using more complex subjects including still life, the human figure, landscape, and architecture. Technical issues as well as creative aspects, such as mood, emotion, and qualities of illumination will be reinforced and enriched. All students’ work will be displayed and critiqued. Students are expected to demonstrate increased mastery of all skills from [ ARTS 122 ]. Semesters Offered: spring semesters Course Goals/ Objectives/ Competencies: Goal 1: Render human images. Render the human face. Render the human figure. Create naturalistic images. Demonstrate the use of various materials. Demonstrate the use of various techniques. Goal 2: Draw environmental subjects. Draw a variety of natural landscapes. Draw a variety of architectural landscapes. Apply accurate perspective techniques. Goal 3: Reproduce a photographic subject in a drawing medium. Reproduce a photograph of a human subject. Reproduce a photograph of living nature. Reproduce a photograph of architectural landscapes. Goal 4: Critique works of art. Create a written critique of own work of art. Verbally critique own work of art. Create a written critique of other’s work of art. Verbally critique others work of art. Goal 5: Examine the fundamentals of drawing. Examine the historic fundamentals of drawing. Examine the cultural fundamentals of drawing. Goal 6: Demonstrate professional presentation of artwork. Demonstrate matting. Demonstrate labeling. Demonstrate displaying finished art work."
ARTS 140,Two-Dimensional Design & Color,3,"This course is an introduction to the fundamental concepts of two-dimensional design and color theory. Students will explore design concepts through lectures, readings, discussions, hands-on studio assignments, critiques, and written assignments that will develop the students’ sense of design and color as it relates to graphic design and fine art. This course is applicable for students interested in pursuing either fine arts, or digital arts degrees. Semesters Offered: fall and spring semesters Course Goals/ Objectives/ Competencies: Goal 1: Examine language and design principles within a composition. Identify the Gestalt principles within a composition. Define basic vocabulary terms related to elements of principles of design and color. Explore methods of creating space in a composition while building greater awareness of the relationship between the picture plane and illusionary space. Goal 2: Demonstrate artistic principles. Demonstrate the elements and principles of design in original compositions. Solve creative problems using design and color fundamentals. Critique compositions through oral and written communications. Goal 3: Demonstrate the principles of Color Theory. Apply color theory to create original compositions. Critique physical and psychological aspects of color through comparative analysis."
