course_code,course_name,credit_hours,description
BIOL 107,Environmental Science,3,"This course provides a broad introduction to natural systems, ecological concepts, and the social and cultural institutions that affect human interactions with the natural world. It presents an interdisciplinary perspective on current environmental issues while developing analytical and problem solving skills. To meet natural science lab requirements for A.A. or A.S. degrees, and for many transfer programs. Prerequisite: E, M, R. Students will benefit from having had at least one year of natural science in high school or BIOL 090 . BIOL-107 should be taken concurrently with BIOL 108 - Environmental Science Lab ."
BIOL 108,Environmental Science Lab,1,"This course provides lab experiences associated with BIOL 107 . When possible, BIOL-108 should be taken concurrently with BIOL 107 ."
BIOL 110,Evolution & Diversity,4,"This course surveys the diversity of life with an emphasis on evolutionary theory, ecology, patterns of inheritance, and population genetics. It is intended for all students with a strong interest in the life sciences. It is recommended for students planning to transfer to a four year institution and major or minor in a life science, engineering, social science, computer science, or any physical science. Prerequisite: E, M, R. Students will benefit from having had at least two years of natural science in high school (including biology and chemistry). This course and its companion, BIOL 112 , can be taken in any order. It is recommended that students have a minimum ACT science score of 20."
BIOL 112,Cells & Molecules,4,"This course focuses on the structural, physiological, and genetic characteristics of cells. Topics covered include the chemistry of life, cell structure and function, cell physiology, respiration, photosynthesis, molecular genetics, and biotechnology. It is intended for all students with a strong interest in the life sciences. It is recommended for students planning to transfer to a four year institution and major or minor in a life science, engineering, social science, computer science, or any physical science. Prerequisite: E, R, CHEM 110 . Students will benefit from having had at least two years of natural science in high school, including biology and chemistry. This course and its companion BIOL 110 can be taken in any order. It is recommended that students have a minimum ACT science score of 20."
BIOL 202,Plants & Animals,4,"This course emphasizes a comparative study of plant and animal anatomy and physiology. Plant topics covered will include structure, growth, transport, nutrition, reproduction, and development. Animal topics covered will include behavior, anatomy, nutrition, circulation, defense, regulation, signaling, reproduction, development, nervous system, sensory and motor mechanisms. Prerequisites: BIOL 103 , or BIOL 110 and BIOL 112 , or permission of the instructor."
BIOL 213,Anatomy & Physiology I,4,"A study of the structure and function of the human body. This is an in-depth course for science and life science majors. It covers cells, tissues, nervous, sensory, circulatory, lymphatic, and respiratory systems. It will include extensive dissection and written laboratory reporting. Prerequisites: R, ACT Science score minimum of 20 (24 is recommended) or the student must have passed with a “C” or better one year of high school biology or BIOL 104 , and must have passed with a “C” or better one year of high school chemistry or CHEM 102 and CHEM 104 ."
BIOL 214,Anatomy & Physiology II,4,"A continuation of Anatomy and Physiology I. It will cover the digestive, integumentary, skeletal, muscular, endocrine, and reproductive systems; plus fluids, metabolism, and developmental subjects. Prerequisites: “C” or better in BIOL 213 ."
BIOL 225,Medical Microbiology,2,"An introductory Microbiology course emphasizing the medical applications of microbiology. The subject matter will include microscopic techniques, prokaryotic and eukaryotic structure, control of growth, diversity of microbial life, epidemiology, the immune system, and common microbial diseases. Prerequisites: CHEM 102 and CHEM 104 or equivalent, and at least one semester of college level Biology."
BIOL 226,Microbiology,4,"An introductory course designed to give the student an understanding of the means by which microorganisms’ growth can be controlled and regulated, their symbiotic relationships, and host responses to their presence. Prerequisite: 8 credits of Biology or permission of instructor. Exposure to biochemical principles is recommended."
BIOL 255,Genetics,3,"This course emphasizes the development of analytical and problem solving skills in molecular, transmission, and population genetics. To meet natural science breadth requirements for A.A. or A.S. degrees, and for many transfer programs. BIOL-255 must be taken concurrently with BIOL 256 - Genetics Lab . Prerequisite: BIOL 103 , or BIOL 110 & BIOL 112 , or permission of instructor."
BIOL 256,Genetics Lab,1,This course provides lab experiences associated with BIOL 255 . BIOL-256 should be taken concurrently with BIOL 255 .
BIOL 270,Ecology,3,"This course emphasizes the study of the interactions between organisms and their environment from an evolutionary perspective. Ecological concepts relating to the individual, population, community, and ecosystem levels of biological organization are emphasized. To meet the natural science breadth requirements for A.A. or A.S. degrees, and for many transfer programs, BIOL-270 must be taken concurrently with BIOL 271 - Ecology Lab . Prerequisite: BIOL 103 , or BIOL 110 & BIOL 112 , or permission of instructor."
BIOL 271,Ecology Lab,1,This course provides lab experiences associated with BIOL 270 . BIOL-271 should be taken concurrently with BIOL 270 .
BIOL 276,Pathophysiology,3,"The purpose of this course is to define and analyze significant pathophysiological processes of common diseases and illnesses utilizing a systematic approach. The etiology, pathogenesis, and clinical manifestations of common disease processes are covered. Prerequisite: BIOL 214 ."
BREW 101,Brewing Science,2,"This course is intended for those who are interested in obtaining a well-rounded introduction to the practice of brewing. The curriculum has been designed with direct input and participation by local brewing professionals. The course introduces the science behind brewing, provides deeper understanding of the different craft brew styles, and allows students to practice their skills by making a batch under the guidance of a brewing expert. Successful completers will be prepared to pursue employment in a wide variety of positions in a craft beverage operation."
BUSN 160,Introduction to Business,3,"This course is intended to offer the student an overview of the business complex, business organization and management, personnel and labor relations, banking and finance, governmental agencies and controls, production, marketing, and the like. Throughout the course, current career opportunities will be explored."
BUSN 177,Mathematics of Business,3,"A course intended primarily for non-transfer business students and for others who need to use mathematics in the solution of practical problems. Some of the areas covered include banking procedures, payroll, financial situations, time value of money, installment buying, cost of home ownership, stocks and bonds, business statistics, frequency distributions, and measures of dispersion. This course does not fulfill the math requirements for the A.S. or A.A. degrees. This course is a supportive course designed to meet occupational program requirements. Prerequisite: “C” or better in MATH 095 , or MATH 097 , or MATH 098 , or appropriate score on the mathematics placement test."
BUSN 195,Business Communications,3,"This course is designed to help the student develop communications skills appropriate to a variety of business situations including letters, memos, short reports, electronic slide presentations, e-mail, group interaction, and listening skills. Emphasis will be placed on both content and mechanics with a goal of mailability on all written documents. Prerequisite: E, R, and CIS 101 , or permission of instructor. Keyboarding ability is recommended."
BUSN 203,Management Information Systems,3,"A study of the roles, value, and design of management information systems in various business contexts. Includes information about the IT infrastructure comprising these systems (e.g. databases, networks, hardware and software technology), as well as key applications of these systems (e.g. decision making, e-commerce, information/knowledge management). Students will learn about the systems development process while gaining hands-on experience with management information system components and working in teams to perform selected activities. Prerequisite: CIS 101 or instructor permission."
BUSN 242,Principles of Management,3,"An introduction into the social and legal implications of business functions and managerial decision-making problems and solutions. The student, upon completion, should be able to use the knowledge in making better personal and social decisions in business. Prerequisite: BUSN 160 ."
BUSN 250,Business Law I,3,"A course dealing with common law and the Uniform Commercial Code as it applies to contracts, agencies, employment, commercial paper, personal property, and bailments. The introduction to the course surveys the law and the resolution of disputes. The introduction also includes the social forces and legal rights included in the law."
BUSN 251,Business Law II,3,"A course in business law to be used as an elective in the accounting and general business programs. The material to be covered will include business law as it pertains to agency, employment, partnerships, corporations, and commercial paper."
BUSN 253,Marketing,3,"This is an introductory course in marketing. It is designed to look at the major elements used to successfully market products, services, and ideas. The course covers the marketing process from evaluation of the marketing environment through development of a marketing plan. Students will utilize the marketing concepts to analyze situations, develop creative problem solutions, and present workable alternatives. The role of marketing in the business structure and the use of a marketing philosophy in business are examined."
BUSN 258,Small Business Management,3,"This course is designed to cover the areas of small business and management. The emphasis of the course is on selection, start-up, and operation of a small business. Students develop a comprehensive business plan for opening a new business or purchasing an existing business. Areas of concentration include the decision to choose self-employment, factors necessary for personal success in a small business, evaluating the potential for business success, options for establishing a small business, organization, financing site selection, layout, operations, and control. Prerequisite: BUSN 160 ."
BUSN 260,International Business,3,"This course is intended to offer the student an overview and comparison of international business environments. It is designed to provide the student with the basic concepts and theories pertaining to global business. Course content includes, but is not limited to, the social, political, and economic environments of the multinational firm. Prerequisite: BUSN 160 ."
BUSN 261,Advertising and Promotion,3,"This course focuses on the fundamentals of advertising and promotion through the expansion of marketing strategies resulting in the development of a comprehensive multimedia advertising campaign. Elements covered include market research, media selection and planning, and application of creative strategies for evaluation and develop of advertisement and promotion. Prerequisites: BUSN 160 and BUSN 253 ."
BUSN 262,Principles of Selling,3,"This course covers developing sales techniques effective in various types of professional selling situations. Basic principles of selling are emphasized, and the students shall be able to relate these sales techniques to the individual’s area of concentration."
BUSN 263,Introduction to Modern Advertising,3,"This is an introductory course in Advertising and Integrated Brand Promotion. The course will cover area relevant to modern advertising, offering a comprehensive overview of advertising and brand promotion from an integrated marketing communications perspective. The course covers the historical, economic, social, legal and ethical aspects of advertising along with the roles of tradtional advertising as well as digital and interactive media. Students will use the elements of market research, media planning, and creative strategies to evaluate and create advertisements and comprehensive advertising campaigns. Prerequisites: BUSN 160 and BUSN 253 ."
BUSN 264,Social Media Marketing,3,"This course focuses on the creation and implementation of a social media marketing campaign and evaluation of its success. Students will learn best practices to develop the skills needed to connect business objectives with social media strategy, platforms, and tactics. Emphasis is placed on evaluating, creating, and integrating social media tools to meet marketing objectives to improve business. This course is intended for various backgrounds, however, a basic understanding of marketing along with common social media platforms and supported technologies is recommended."
BUSN 272,Internship & Cooperative Education,1,"Students who have acquired the fundamental skill sets of their business education are given an opportunity to put their knowledge, skills, and abilities into practice through this Internship/Co-operative Education course. The student may earn business elective credit by working in a for-profit or non-profit setting. Internship means work for credit only, while co-operative education means work for pay under the guidelines of co-operative education at Bay College. Prerequisite: 24 semester hours of course work in related field, cumulative GPA of 2.0 or higher. Must meet with an advisor prior to registration. Internships & Co-ops may require that the student pass a criminal background check."
CHEM 090,Fundamentals of Chemistry,4,"Developmental in nature, this course is designed to familiarize those students who have a weak background in high school chemistry. This course does not fulfill requirements toward any degree. Prerequisite: “C” grade or better in MATH 095 , MATH 098 , or MATH 106 , or an appropriate score on the mathematics placement exam. An appropriate scientific calculator is required."
CHEM 102,Introduction to Chemistry,4,"A survey of the basic concepts and principles of chemistry designed for non-science majors. An introduction to the basic language of chemistry, the basic systems of inorganic, organic, and biochemistry, and their application to everyday life and the general ecosystem. Topics may include the chemistry of drugs, household products, energy resources, air resources, and material resources. This course is designed for students who are not majoring in chemistry as well as for those fulfilling a lab science requirement in their degree if taken with CHEM 104 . One semester of high school science expected. Prerequisites: E, M, R."
CHEM 103,Essential Chemistry,4,"A survey of the basic concepts and principles of chemistry designed for non-science majors. An introduction to the basic language of chemistry, the basic systems of inorganic, organic, and biochemistry, and their application to everyday life and the general ecosystem. Topics may include the chemistry of drugs, household products, energy resources, air resources, and material resources. This course is designed for students who are not majoring in chemistry as well as for those fulfilling a lab science requirement in their degree. One semester of high school science expected. Prerequisites: E, M, R."
CHEM 104,Introduction to Chemistry Lab,1,"This course provides lab experiences associated with CHEM 102 . When possible, CHEM-104 should be taken concurrently with CHEM 102 ."
CHEM 107,Human Chemistry,4,"An introduction to the concepts of inorganic, organic, and biological chemistry for students in nursing and other Life Science majors. Subjects will include metric units, state of matter, atomic structure, energy transfer, gases, atomic energy, solution concentration, oxidation reduction, acids, bases, and salts. It will briefly cover carbon compounds, biochemical compounds, and metabolic pathways. Application to life situations will be made whenever possible. Prerequisites: M."
CHEM 108,Technical Chemistry,5,"This course is a one-semester general chemistry course. This course emphasizes laboratory techniques and safety, units of measurement, atoms, elements, periodicity, stoichiometry, solutions, acid-base theory, gas laws, thermochemistry, and basic organic chemistry. Not intended for students requiring additional chemistry courses. Prerequisites: One year high school chemistry or CHEM 090 , and “C” or better in MATH 105 or MATH 106 or appropriate score on the mathematics placement exam. Permission of instructor required."
CHEM 110,General Chemistry I,5,"The first semester of a two semester general chemistry course designed to meet the needs of science students. The course covers units of measurement, the structure of atoms, nomenclature, stoichiometric relationships and calculations, bonding, and states of matter. Prior to taking CHEM 112 , be sure to enroll in MATH 110 concurrently with CHEM-110. Prerequisites: One year of high school chemistry or “C” or better in CHEM-090 or “C” or better in CHEM 103 or “C” or better in CHEM 102 and CHEM 104 , and “C” or better in MATH 105 or appropriate score on the mathematics placement exam."
CHEM 112,General Chemistry II,5,"The second semester of a two semester general chemistry course designed to meet the needs of science students. The course covers properties of solutions, chemical equilibria, basic kinetics and thermodynamics, acid/base theory, and electrochemistry. Prerequisite: “C” or better in both CHEM 110 and MATH 110 ."
CHEM 201,Organic Chemistry I,4,"The first semester of a two semester organic chemistry course designed to meet the needs of science students. The course covers a survey of various organic functional groups, stereochemistry, nomenclature and reactions of saturated and unsaturated hydrocarbons, alkyl halides, and aromaticity. Prerequisites: “C” or better in CHEM 112 ."
CHEM 202,Organic Chemistry II,4,"The second semester of a two semester organic chemistry course designed to meet the needs of science students. The course covers a survey of spectroscopic techniques, including Nuclear Magnetic Resonance spectroscopy, nomenclature and reactions of various organic functional groups, including alcohols, ethers, aldehydes, ketones, carboxylic acids and their derivatives. Prerequisite: “C” or better in CHEM 201 ."
COMM 103,Interpersonal Communication,3,"Principles and practices of effective communication through readings, lectures, discussions, and demonstrations. Special focus is on how personal, social, and professional relationships are established, defined, and maintained through verbal and nonverbal interaction. Contemporary concerns of gender, ethics, and global/cultural awareness are addressed."
COMM 103H,Interpersonal Communication - Honors,3,"Principles and practices of effective communication through readings, lectures, discussions, and demonstrations. Special focus on how personal, social, and professional relationships are established, defined, and maintained through verbal and nonverbal interaction. Contemporary concerns of gender, ethics, and global/cultural awareness are addressed. This is an Honors course which requires additional work and academic rigor. Prerequisite: Acceptance into the Honors Program."
COMM 104,Public Speaking,3,"Students will receive training in speech making with emphasis on preparation, delivery, and evaluation. Also studied are famous speeches, group communications, and panel discussions."
COMM 120,Small Group Process,3,"Participation, decision-making, and problem-solving in small groups. Students participate in groups and evaluate group functioning from the perspective of small group communication concepts through the study of theory, application, and practical experience. Prerequisites: E, R."
COMM 201,Mass Communication & Popular Culture,3,"This course examines the impact of mediated communication on our culture. Emphasis will be placed on description, analysis, interpretation, and evaluation of mass media forms and their integration in modern society. Meets Humanities requirement. Prerequisites: E, R."
COMM 225,Introduction to Film: History and Interpretation,3,"In this course, students will study the historical development of film from its inception as a “side show amusement” to what has become, arguably, the dominant art form in modern culture. We will look at film from technical, historical, and cultural perspectives, studying film as both an artistic medium and a means of cultural and artistic expression. We will also discuss the effects of film upon our visual modern culture. Frequent written and oral response is required. Meets the Humanities requirement. Prerequisites: E, R."
CADD 112,CAD Computer Technology,3,"A study of computer technology and graphic methods as they apply to Computer Aided Design. Topics include operating systems, networks, pc technology and troubleshooting, the Internet, Microsoft Office, desktop publishing and computer graphics, scanning technology, video and audio capture, animation, virtual reality, and artificial intelligence."
CADD 115,CAD Foundations,3,"An in-depth study of the theoretical principles and graphical methods currently employed in industry. Emphasis is placed on learning basic and higher level concepts in addition to acquiring fundamental CAD skills. Drafting topics covered include geometric construction, technical sketching, orthographic projection, axonometric projection/drawing, oblique projection/drawing, perspective projection/drawing, dimensioning, sections, and primary and secondary auxiliary views. Computer topics include operating systems, AutoCAD system configuration, AutoCAD fundamentals, software and hardware compatibility."
CADD 120,AutoCAD,3,"An in-depth study of the AutoCAD software with emphasis on learning the application. Topics include: operating system fundamentals, user interface, object creation and modification, editing, layers, properties, paper space and model space concepts, dimensioning and dimensioning variables, blocks, attributes, three dimensional construction, solid modeling and scripts."
CADD 122,Dimensioning & Tolerancing,3,"A study of dimensioning and tolerancing as applied to mechanical and architectural documentation. Topics include: dimensioning, detail dimensioning, dimensioning techniques, tolerancing, GDT symbology, datums, and tolerance calculations."
CADD 125,Drafting/Modeling-Mechanical,3,A study of the appropriate application of drafting/modeling conventions and standard practices in the mechanical area. The course stresses attention to detail and critical thinking. The course is grounded in the practical application of descriptive geometry.
CADD 135,Descriptive Geometry,3,"A topical study of the graphical methods used in solving established descriptive geometry problems. Emphasis is placed on understanding three dimensional spatial relationships in connection with: 1) successive auxiliary views, 2) revolution, 3) sections and developments, and 4) vector analysis."
CADD 215,Feature Based Parametric Modeling,3,"An in-depth study of Feature Based Parametric Modeling software with emphasis on learning an application. Topics include: Principles of Solid Modeling, parametric design, generation of bill of materials, creating symbols, assembly modeling, and automated associated drafting."
CADD 226,SolidWorks,3,"An in-depth study of the SolidWorks software with emphasis on learning the application. Topics include: Principles of Solid Modeling, parametric design, generation of bill of materials, creating symbols, assembly modeling, and automated associated drafting."
CADD 240,Drafting/Modeling-Architecture,3,A concentrated study of traditional architectural design documentation practices. Emphasis is placed on correct graphical representation and understanding basic design constraints typically associated with conventional housing.
CADD 255,Team Problem Solving,3,"A study of the systematic processes controlling and guiding product design development, and construction/manufacture. Topics include: aesthetics, design principles, and design processes. Emphasis is placed on planning, analysis, evaluation and critical thinking."
CADD 257,Rapid Prototyping,3,An in-depth study of Rapid Prototyping and CNC techniques. Three-dimensional models of complex geometry will be created and exported for use in building physical models with a 3D Printer and a 3D Router.
CADD 272,CAD Internship/Co-op,3,"This course provides an opportunity to receive credit for directly related CAD work experience. Development of employability, communication, and team building skills is an expected outcome. Students must document 120 working hours on the job. The co-op criteria and specific requirements are outlined in the Bay College Co-operative Education and Internship handbook. Contact the instructor for a copy of the handbook. Prerequisites: 6 credits completed in the major field of study, CADD 125 , CADD 135 , and permission of instructor. Internships & Co-ops may require that the student pass a criminal background check."
CIS 090,Basic Computer Literacy,1,".5 This transitional course is designed as a foundation for those with little or no computer experience. Students will develop basic skill sets in computer operations, the Windows operating system, the Internet including Web and e-mail, and word processing. Students will develop basic computer skills for both personal and academic needs, as well as prepare for higher level courses. This course does not fulfill degree requirements."
CIS 100,Introduction to Windows,1,Students will learn the essential skills required to use a computer with the Windows operating system. The student will learn to interact with the Windows desktop to access software and data. The course emphasizes the importance of file and folder maintenance. The course also includes an introduction to Windows utilities and customizing tools.
CIS 101,Computer Concepts & Applications,4,"This course will provide students with a fundamental level of computer literacy necessary in today’s digital age. Topics will include hardware, software, the Internet, security, networks, and ethics. The course will focus on current technology issues as they apply to a student’s professional and personal life. Students will also complete assignments using the most widely used application programs. Students may be required to use the computer lab to complete computer assignments."
CIS 103,Visual Basic,4,"This course will introduce the student to computer programming. It will focus upon the necessary logic structures required for structured programming. In addition, it will provide the students with an opportunity to apply the logic structures using Visual Basic, a versatile and powerful Windows-based programming language. Students will complete a series of programming assignments in the course. No prior experience with programming is required. Prerequisite: M."
CIS 115,Using Microsoft Windows,3,"This course provides detailed instruction in the Windows operating system. The class will cover essential topics including using the Windows interface, apps, desktop applications, and the search feature. Students will also learn how to organize files and folders, use utilities to maintain system performance, access network resources, and manage computer security."
CIS 120,Microsoft Word,1,"This course introduces students to the fundamental features of Microsoft Word. Major topics include formatting text; creating and formatting tables; inserting headers, footers, citations, and graphic elements; and merging documents and envelopes. Keyboarding skill helpful."
CIS 121,Microsoft Excel,1,This course introduces students to the fundamental features of Microsoft Excel. Major topics include creating and formatting worksheets and charts; entering formulas and functions; creating and manipulating tables; and developing multisheet workbooks. Keyboarding skill helpful.
CIS 122,Microsoft Access,1,This course introduces students to the fundamental features of Microsoft Access. Major topics include creating tables; defining field properties; entering and editing data; developing forms and reports; and creating and running queries. Keyboarding skill helpful.
CIS 123,Microsoft PowerPoint,1,"This course introduces students to the fundamental features of Microsoft PowerPoint. Major topics include creating and formatting presentations using themes, graphic elements, interactive elements, and animation effects. Keyboarding skill helpful."
CIS 125,Business Technology Tools,2,This course will introduce students to software tools used to collect and manage information in the business environment. Topics covered will include integrated information management programs such as Microsoft Outlook and note taking programs such as Microsoft OneNote. Other web-based applications will also be explored. Keyboarding skill helpful.
CIS 130,Spreadsheet Applications,3,"This course is designed to provide detailed, hands-on instruction in current spreadsheet software. Topics will include creating and formatting a workbook; working with formulas and functions; creating charts, tables, and PivotTables; managing multiple workbooks; and developing macros. Important spreadsheet concepts, including order of precedence in formulas, function syntax, absolute and relative cell references, what-if analysis, and data validation will be covered. Keyboarding skills helpful."
CIS 135,Introduction to Cybersecurity,2,"This course will provide an introduction to the basic concepts of cybersecurity. Various cyber threats will be explained along with information on how to select, install, and configure security technologies to protect against these threats. Cybersecurity is a critical issue for anyone who uses the Internet. This course will provide computer users with the knowledge and skills necessary to be safe online."
CIS 140,Database Applications,3,"This course will develop students’ skills in the area of database management. Students will design, develop, and maintain a database using up-to-date database management software. Topics will include creating and editing tables, creating forms and reports, sorting records, generating reports, applying queries, and using filters. Keyboarding skill helpful."
CIS 203,Visual Basic for Applications,3,"The purpose of this course is to provide a strong, fundamental understanding of Visual Basic for Applications, a programming language used in Microsoft Office applications as well as in several non-Microsoft software products. VBA allows programmers to customize and automate a large number of application software packages used in many corporate and educational settings. The hands-on focus of this course allows students to become adept at manipulating a great number of objects in application development. Students will also further develop troubleshooting skills using VBA’s debugging tools. Prerequisite: CIS 103 ."
CIS 210,Web Page Design & Structure,3,"This course will introduce students to web page design and structure using XHTML. The course will emphasize development of well-designed Web pages that combine effective navigation with the balanced use of graphics, text, and color. Students will learn how to create Web pages that let users easily and quickly access information, regardless of browser, connection speed, or computing platform. Prerequisites: CIS 101 , CIS 115 , or CNSS 115 , or permission of instructor."
