course_code,course_name,credit_hours,description
AUT 210,Automotive Engine Performance II,2,"In this course, students learn to diagnose and repair Engine Performance systems and components. Training includes hands-on diagnosis, service, and repair of fuel systems, ignition systems, and emission systems. Lab projects include the use of scanners, lab scopes, and specialty tools to monitor and test on-board diagnostic systems. Combined with AUT 160 and AUT 130 , this course helps meet ASE Education Foundation training standards in the area of Engine Performance (A8). Recommend Skills: Automotive Technology students must be able to read and comprehend complex technical information and instructions. Course Fee: $15.00"
AUT 220,Automotive Electrical Diagnostics,3,"This course teaches diagnostic strategies for automotive electrical components and electronic systems. Students study the operation, diagnostics, and service of a variety of systems, including automotive control modules, restraint systems, and electrical accessories. Learning is reinforced through hands-on practice, testing, and diagnostics using electrical meters and scan tools. Students also participate in removal and installation of various electrical components, such as windshield wiper motors, headlamps, and power door lock actuators. Recommend Skills: Automotive Technology students must be able to read and comprehend complex technical information and instructions."
AUT 240,Automatic Transmissions,2,"In this course, students learn theory, operation, maintenance, inspection, diagnosis and service of automotive automatic transmissions and automatic transaxles. Proper service procedures and use of service information specifications are emphasized. Students perform hands-on tasks on automatic transmission control modules, valve bodies, and internal components. This course meets ASE Education Foundation accreditation standards for instruction in Automatic Transmission/Transaxle (A2) Course Fee: $20.00"
AUT 245,Automotive Chassis Systems,2,"This course provided in-depth training in automotive chassis systems and related electronic-controls. Students perform hands-on diagnosis and service of chassis-system components, including: anti-lock brakes, regenerative braking, stability control, electronic steering, and electronically-controlled suspension systems. Recommended Skills: Automotive Technology students must be able to read and comprehend complex technical information and instructions."
AUT 260,Advanced Drivetrains,4,"In this course, students learn proper service and repair of automatic transmissions and drivelines. The effective use of service information and resources is emphasized. Most of the learning consists of hands-on tasks, including, maintenance, diagnosis, repair, and rebuilding of transmissions. Students also learn how to inspect and repair clutch systems and driveline components. This course includes tasks required for accreditation by ASE Education Foundation in the areas of : Automatic Transmission/Transaxle (A2) Manual Drive Train & Axles (A3) Recommend Skills: Automotive Technology students must be able to read and comprehend complex technical information and instructions. Course Fee: $20.00"
AUT 271,Automotive Technology Applied Service and Management I,2,"This course provides opportunities for students to demonstrate competency performing ASE tasks and to participate in advanced service and repair procedures. Students will lead vehicle inspections, perform diagnostics, and complete repairs. Students will study and practice service-management concepts , including repair-order processing, time management, organization, and customer service. Course Fee: $25.00"
AUT 272,Automotive Technology Applied Service and Management II,2,"This course will focus on management of the complete repair-order process. Students will write repair orders, lead vehicle inspections, perform diagnostics, and complete repairs. Students will explore and practice service-management concepts , including repair-order processing, time management, organization and customer service. Students will prepare an employment resume and a sample job application. Job interviewing skills and strategies will be examined and discussed. Course Fee: $25.00"
AUT 275,"Hybrid Vehicle Operation, Maintenance, and Diagnostics",2,"In this course students learn basic operation, maintenance and diagnostics unique to hybrid vehicles. Course content focuses on high voltage safety procedures, use of specialized diagnostic equipment for high voltage systems, high voltage drive system diagnostics and repair, and power system diagnostics. Course Fee: $15.00"
AUT 280,Advanced Automotive Servicing,4,"In this course, students review laboratory experiences and practice automotive service and repair. Work habits, proper service procedures, customer involvement, and management techniques are stressed. This course provides the Associate-Degree-seeking student with technical update and hands-on experience immediately prior to graduation."
AUT 281,Internship in Automotive Technology II,4,"This internship provides an opportunity for supervised, work-based training experience in an automotive repair facility or specialty business. Independent work in one or more of the ASE-defined automotive specialty areas is an important component of this internship. The specialty areas of focus will be determined by the student, the internship employer, and the assigned internship faculty member, based on the student’s interests, aptitude, and goals. The internship experience emphasizes the roles and responsibilities of an automotive technician or specialist. Safe, ethical shop policies and procedures are mandatory. Students are responsible for securing their own internship site. A list of potential approved types of internship sites is available through the Automotive Technology Department Head. Each internship site and position must receive prior approval from the Automotive Technology Department Head before the start of the semester. Basic hand tools and a tool-storage box may be required by the employer for participation in an internship. Students should work a minimum of 20 hours/week, for a total of at least 120 hours within the semester. Students must also attend the scheduled meetings with the faculty coordinator. Classroom-meeting requirements may include an internship-orientation meeting and a session of Entry-Level ASE testing. The faculty coordinator will visit the internship site during the internship to assess both the student and the site."
BI 101,Introductory Biology for Non-Majors,4,"This is a survey course for non-science majors, emphasizing biological issues that apply to students’ lives, including stem cell use, cloning, genetic engineering, cancer, nutrition, climate change, conservation, and the human body. Topics also include the nature of science, cellular biology, genetics, and evolutionary theory. Course Fee: $15.00"
BI 110,Biology in Society,3,"In this course, students apply the scientific method and biological principles to problems and decisions confronting society today. Students develop their basic biological knowledge of DNA, molecular biology, and physiology in order to discuss the importance and ethical impact of the biological sciences on society. General topics include DNA technology, stem cells, genomics, and forensic applications of biology. Specific topics discussed may vary from semester to semester as new issues and biological developments warrant."
BI 117,General Human Anatomy and Physiology,4,"BI 117 is a survey course for non-science majors introducing the structure and function of the human body through the study of cells, tissues and body systems. The nature and process of science are explored through the study of cell biology, tissues and systems of the body including the integumentary, skeletal, muscular, nervous, circulatory, lymphatic, respiratory, digestive, urinary, endocrine, and reproductive systems. Course Fee: $20.00"
BI 118,Environmental Science,3,"This is an introductory biology course that studies the natural world and how it is influenced by humans. Major topics include food, energy, human population growth, biodiversity, climate change, land use, resource and energy utilization, population trends, air and water pollution as well as economic factors influencing decision-making. In addition, the interactions and impact of economic factors, technology, science and societal issues underlying major environmental issues are explored."
BI 121,Human Anatomy and Physiology I,4,"This course covers a structural and functional approach to human biology with an emphasis upon cell biology, tissues and the integumentary, skeletal, muscular, nervous, and an introduction to the endocrine system. This course is the first of a two course sequence (BI 121 and BI 122). Course Fee: $20.00"
BI 122,Human Anatomy and Physiology II,4,"This course covers a structural and functional approach to human biology, with an emphasis on the circulatory, lymphatic, respiratory, digestive, urinary, endocrine, and reproductive systems. This course is the second of a two course sequence (BI 121 & BI 122). Course Fee: $15.00"
BI 125,Personal Health,3,"This course is designed to expand the student’s knowledge of a diversity of health topics. The principles of personal health are studied, including the physical, emotional, social, intellectual and occupational concepts that influence health and wellness. Students also examine their attitudes toward health issues and decide how they can modify their behaviors to improve their overall health status and perhaps prevent or delay certain health conditions."
BI 127,Microbiology,4,"This introductory course in microbiology prepares students with the necessary background to enter medically-related professions such as nursing, dental hygiene, and physician assistant. Major topics of study include the structure and biology of microbial pathogens, techniques for culturing, identifying, and controlling pathogenic microorganisms, host-parasite relationships and epidemiology of infectious disease, and host defense mechanisms. Recommended skills: College-level math, writing, and reading skills Course Fee: $50.00"
BI 151,"Introduction to Cells, Molecules, and Genes",4,"This course is an introduction to molecular and cellular biology, genetics, and growth and development, with an emphasis on the scientific observations and experiments that support these topics. This course is part of a two-semester introductory biology sequence *(BI 151/152). *BI 151/152 can be taken in any sequence. Both courses may not be required for all majors. Course Fee: $20.00"
BI 152,Biological Diversity,4,"This course introduces the diversity of living organisms and their anatomy and physiology, behavior, reproduction patterns, ecology, and the evolutionary processes and patterns that have led to this diversity. This course is part of a two-semester introductory biology sequence* for students who plan to major in the biological sciences or pursue careers in medicine, dentistry, or pharmacy. * BI 151 and BI 152 can be taken in any sequence Course Fee: $50.00"
BI 153,Plant Biology,4,"Plant Biology is designed to give students a broad background in the diversity, ecology, and evolution of plants. The study of plants incorporates information from the sub-disciplines of anatomy, morphology, development, ecology, physiology, paleobotany, systematics, and evolution. Selected organisms such as Cyanobacteria, Green Algae, and Fungi are studied in the context of their relationships with plants. Course Fee: $17.00"
