course_code,course_name,credit_hours,description
ACCT-213,Intermediate Accounting I,4,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; ACCT-202 with a minimum 0 grade. Intermediate Accounting I concentrates on financial accounting and reporting in accordance with generally accepted accounting principles. Topics include a review of principles of accounting and reporting accounting for most assets time value of money concepts and revenue recognition. Course Outcomes Provide useful financial information to users who are external to the business enteprise, particularly investors and creditors. Review the fundamental accounting process used to produce the financial statements Explain the balance sheet and financial disclosures and explore how this information is used by decision makers. Consider important issues dealing with the content, presentation and disclosure of net income and other components of comprehensive income. Review income measurement and profitability analysis. Utilize time value of money concepts in various accounting situations. Discuss the importance and treatment of cash and receivables. Investigate the measurement and reporting issues of inventories and costs of goods sold. Differentiate inventory estimation techniques, methods of simplifying LIFO, changes in inventory methods, and inventory errors. Determine the valuation of date of acquisition and the disposition of property, plant and equipment. Review the allocation of the cost of property, plant and equipment to the periods benefited by their use."
ACCT-214,Cost Accounting,4,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; ACCT-202 and COMO-180 with a minimum 0 grade. Cost Accounting concentrates on planning control and analysis of the manufacturing process involving product costs using principles of the Cost Accounting Standards Board. Major topics include: Cost-volume-profit analysis activity based accounting just-in-time inventory and absorption vs. variable costing. Spreadsheet software is used extensively. Course Outcomes Distinguish between the uses and users of cost accounting and financial accounting information. Explain how cost accounting information is used for decision making and performance evaluation in organizations. Define basic cost behaviors, including fixed, variable, semivariable , and step costs. Describe how matieral, labor and overhead costs are added to a product at each stage of the production process. Use cost-volume-profit (CVP) analysis to analyze decisions. Define how to apply differential analysis to pricing and production decisions. Estimate costs using engineering estimates, account analysis, and statistical analysis. explain how cost allocation is used in a cost management system. Assign costs in a job count system. Prepare and analyze a production cost report. Compute product costs using activity-based costing. Describe how activities that influence quality affect costs and profitability. Develop budgeted financial statements. Evaluate divisional accounting income as a performance measure."
ACCT-215,Individual Income Tax Accounting,4,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; ACCT-201 with a minimum 0 grade. Income Tax Accounting concentrates on the taxation of individuals from a historical and theoretical perspective as well as preparation of individual income tax returns under current tax law. Recent tax software is used to prepare a comprehensive individual income tax return. Course Outcomes Demonstrate an understanding of federal income tax structure. Determine proper filing status for individuals. Determine qualifying dependency exemptions. Identify individual income tax, payments and reporting procedures. Calculate various tax credits. Determine gross income inclusions and exclusions. Compute gross income. Calculate various deductions for adjusted gross income (AGI). Calculate Adjusted Gross Income (AGI). Create an income tax return for individuals (manually and with software). Distinguish personal itemized deductions versus nondeductible items. Calculate personal itemized deductions. Create an income tax return for individuals with itemized deductions (manually and with software). Demonstrate an understanding of taxation for self-employment income and allowable deductions against income. Calculate self-employment net income or loss and self-employment tax. Create an income tax return for individuals with self-employment income or loss (manually and with software). Compute depreciation and amortization under allowable tax methods. Determine rental activities under various situations. Calculate rental income and allowable deductions against income. Create an income tax return for individuals with rental income or loss (manually and with software."
ACCT-220,Governmental & Non-Profit Accounting,4,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; Successful completion of ACCT- Governmental and Non-Profit Accounting will review the accounting principles and procedures associated with governmental entities and not-for-profit organizations and compare and contrast the major reporting objectives for fund accounting and the characteristics of modified accrual and accrual based accounting systems. Course Outcomes Compare and contrast the major reporting objectives of governmental and public accounting. Demonstrate knowledge of the primary professional and regulatory organizations that influence the development of accounting concepts and procedures applicable to governmental and not-for-profit entities. Apply the budgetary process for the general and Special Revenue Funds. Prepare and journalize routine transaction cycle budgetary and accounting entries. Prepare financial statements for general and special revenue governmental funds. Compare and contrast the characteristics of modified accrual and accrual based accounting systems. Prepare journal entries and financial statements for debt service and capital project governmental funds. Analyze the purpose of government proprietary funds as well as government fixed asset and long-term debt account groups. Prepare journal entries and financial statements for a variety of not-for-profit entities, including colleges, universities, hospitals and other health care providers."
ACCT-223,Intermediate Accounting II,4,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; ACCT- This course concentrates on financial accounting and reporting in liabilities stockholders equity income taxes leases pensions postretirement benefits accounting changes and error analysis as well as a full review of the statement of cash flows. Course Outcomes Describe the components of shareholders’ equity and explain how they are reported in the statement of shareholders’ equity. Explain stock dividends, stock splits, and treasury stock and how to account for these items. Explain and implement the accounting for stock award plans, stock options, and employee share purchase plans. Differentiate the effect on Earnings Per Share of the sale of new shares, a stock dividend or stock split, and the reacquisition of shares. Determine how to identify and account for investments classified for reporting purposes as held-to-maturity, trading securities, and available-for-sale. Discuss the general objectives of the timing of revenue recognition, list the two general criteria that must be satisfied before revenue can be reorganized and explain why these criteria usually are satisfied at a specific point in time. Describe the types of temporary differences that cause deferred tax liabilities and determine the amounts needed to record periodic income taxes. Explain the fundamental differences between a defined contribution pension plan and a defined benefit pension plan. Identify and describe the operational, financial and tax objectives that motivate leasing. Explain the basis for each of the criteria and conditions used to classify leases. Differentiate among the three types of accounting changes and distinguish between the retrospective and prospective approaches to accounting for and reporting accounting changes. Describe how changes in accounting principle typically are reported. Explain the usefulness of the statement of cash flows. Identify transactions that are classified as operating, investing and financing activities. Explain the use of notes in financial statement preparation."
ACCT-230,Corporate Income Tax Accounting,5,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; ACCT- Corporate Tax Accounting focuses on the taxation of corporations s-corporations LLCs partnerships estates and trusts from a historical and theoretical perspective. Students will also prepare tax and information returns based on current tax law. Course Outcomes Demonstrate knowledge of the history of taxation of businesses, including major types of taxes. Demonstrate knowledge of the understanding of the federal tax laws, including the Internal Revenue Code and other legal sources. Describe the allowable accounting periods, including when it is feasible for each to be used. Describe the various accounting methods permissible for businesses and the criteria that used be used in selecting a method. Calculate gross income, deductions and Federal taxes owed. Calculate allowable deductions for ordinary and necessary business expenses based on current law. Calculate allowable deductions for employment-related business expenses based on current law. Calculate depreciation, depletion, and amortization business expenses based on current law. Calculate the realized and recognized gains and losses for business property transactions based on current law. Demonstrate an understanding of the character of gains or losses on business property transactions. Determine if a business has suffered net operating loss (NOL), is subject to an Alternative Minimum Tax (AMT) or other business tax and calculate the impact of this on current and future business tax returns. Determine if a business is permitted to apply a business tax credit. Apply the current tax law as regarding new corporate formations, distributions and other corporation-related tax issues. Apply current tax laws to prepare returns for sole proprietorships. Apply current tax laws to prepare returns for flow-through entities including partnerships, LLPs and LLCs. Apply current tax laws to prepare returns for the S-Corporations form of flow-through entities."
ACCT-290,Accounting Co-Op/Internship,2,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; ACCT-213 or above with a minimum 0 grade. This course provides the opportunity for work experience or community service under the supervision of MCC accounting faculty and a participating employer/community partner. Course concentrates on the connections to previously studied accounting theory through reflection assignments. Progress reports and specialized projects are required. Course Outcomes Explore and document the organization’s mission and management hierarchy and/or accounting department. Correspond various accounting theory learned in previous courses to your experience. Analyze your experience as it relates to a career in the accounting field. Investigate prejudices and stereotypes you may have before, during and after your experience. Create a report (“final report”) for use in your career portfolio to highlight your experience. Correlate how your experience relates to the current economy, political and social environment, etc. Relate experience to the profession’s ethical standards."
HVAC-140,Basic Mechanical Refrigeration,4,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016). First in a series of courses providing training required to install and service air conditioning and refrigeration units and systems. Introduction to the fundamentals of mechanical refrigeration, system controls, and air conditioning system and refrigerator-freezer construction. Course Outcomes Applying the basic laws and principles of refrigeration to explain the operation of a mechanical refrigeration system. Describing the principles of operation and distinctive features of mechanical refrigeration systems. Describing the principles of operation and distinctive features of mechanical refrigeration system components. Identifying refrigeration by chemical names, cylinder color codes, applications and desirable characteristics. Describing the operation of the basic system temperature controls used on air conditioning and refrigeration systems."
HVAC-141,Air Condition & Refrigeration Controls I,6,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016). The function and operation of the controls used in domestic and light commercial air conditioning (cooling and heating) and refrigeration equipment; electrical fundamentals, basic electrical circuits, electrical safety, the use of special tools and equipment, basic electrical jobs, control system components, electrical schematic diagrams and control circuits for domestic and light commercial cooling, heating and refrigeration equipment. Course Outcomes Recognizing and following safe working practices. Applying the laws and principles of electricity to basic control circuits. Using test equipment in performing basic electrical tasks. Describing the function and operation of basic air conditioning and refrigeration control components. Describing the operation of residential and light commercial air conditioning and refrigeration control circuits."
HVAC-142,Heating Systems I,6,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016). The study of air conditioning-heating systems that treat air to control simultaneously its temperature, humidity, cleanliness and distribution to meet the requirements of the conditioned space. Major emphasis on the operation and installation of gas- and oil-fired warm-air heating systems. Electric and hydronic heating systems will be covered. Course Outcomes Explaining the roll [sic] of air conditioning heating systems in controlling the indoor climate factors that affect human health and comfort. Describing the principles of operation and components of common air conditioning heating and humidification systems. Describing the principles of operation and components of basic system operational and safety controls. Performing the operation required for installation and start-up of forced air heating systems."
HVAC-143,Sealed System Installation,6,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016). Pre- or Co-Requisite: ACHR- The installation and start up of residential/light commercial cooling, heating and refrigeration systems. Emphasis on the safe use of tools of the trade for the installation and start up of refrigeration and air conditioning-cooling equipment. Course Outcomes Describing system installation procedures. Recognizing and following safe work practices. Identifying fluid conductors and fittings by type, size and application. Describing the proper uses of the basic tools and equipment of the trade. Performing the basic operations required to install tubing, pipe and flexible hose. Performing system installation operations for residential/light commercial equipment. Performing initial start-up checks."
HVAC-144,Air Conditioning Fundamentals,3,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016). The study of the use and operation of air conditioning cooling systems to treat air to control simultaneously its temperature, humidity, cleanliness and distribution to meet the requirements of the conditioned space; the use of specialized tools, instruments and charts and the function and operation of basic operational controls. Course Outcomes Explaining the roll [sic] of air conditioning cooling systems in controlling the indoor climate factors that affect human health and comfort. Using air conditioning tools, instruments and charts to determine physical properties of air. Describing the principles of operation and distinctive features of air conditioning cooling systems. Describing the design and function of basic air conditioning cooling system operational controls. Calculate the heat load for the heating and cooling of a residential building."
HVAC-145,Duct System Fabrication,3,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016). An introduction to the layout, fabrication and installation of air-handling duct systems. A study of basic system designs, system components and the duct fabrication process. Emphasis on sheet metal duct systems. Course Outcomes Identifying duct fittings and system types. Completing layouts for common duct fittings. Selecting materials and fasteners for duct fabrication. Identifying the proper tools and equipment for use in the duct fabrication and installation process. Recognizing and following safe practices in the use of duct fabrication tools and equipment. Laying out, fabricating and installing a complete duct system."
HVAC-147,Refrigerant Handling,2,Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016). This course is specifically designed to prepare students for the EPA section 608 of the Clean Air Act certification exam. At the end of this course a third party certification exam will be conducted and student skills will be assessed. Course Outcomes Demonstrate knowledge of fundamental issues surrounding global ozone depletion. Demonstrate knowledge of requirements of small appliance repair. Demonstrate knowledge required to pass type two section. Demonstrate knowledge required to pass type three section.
HVAC-241,Air Conditioning and Refrigeration Controls II,6,Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016); ACHR-141 or HVAC- The function and operation of the electrical and electronic system controls used on commercial air conditioning (cooling and heating) and refrigeration equipment; safe working practices using tools and test equipment and troubleshooting. Course Outcomes Recognizing and following safe working practices in the use of tools and test equipment. Describing the function and operation of commercial air conditioning and refrigeration control system components. Describing the operation of commercial air conditioning and refrigeration control circuits. Troubleshooting to locate and correct malfunctions in commercial air conditioning and refrigeration control circuits.
HVAC-242,Heating Systems II,6,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016); ACHR-141 and ACHR-142 or HVAC-141 and HVAC- Service procedures for gas, fuel oil and electrical heating systems and the installation of hydronic heating systems. Includes the use of specialized tools, instruments and charts to perform troubleshooting procedures. Major emphasis is on the maintenance and service of gas- and oil-fired equipment. Course Outcomes Describing testing and service procedures for gas and fuel oil heating systems. Recognizing and following safe practices in the use of tools and test equipment. Performing basic service operation for gas and fuel oil heating systems. Performing the operations required for installation and start-up of hydronic forced air heating systems."
HVAC-243,Sealed System Service,6,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016); ACHR-141 and ACHR-143 or HVAC-141 and HVAC- Study of operations required to install and service commercial air conditioning and refrigeration equipment; safe performance of duties, recognition and use of tools and testing instruments, and troubleshooting sealed refrigeration systems."
HVAC-260,"Heating, Ventilation and Air Conditioning Systems Design I",3,"Contact Hours Pre-requisite: Placement into RDNG-016 (ACSR-016); ACHR-144 and ACHR-145 or HVAC-144 and HVAC- Planning, sizing and selection of HVAC systems for residential and commercial buildings. Includes HVAC systems overview, heating and cooling load calculation and equipment selection. Calculations use standard HVAC design forms and computer software."
AHLT-101,Exploring Health Professions,1,"Contact Hours Pre-requisite: Placement into RDNG-030 (ACSR-030), completion of ELAP-110 with a minimum grade of 0, or successful completion of RDNG-016 or ACLT-074 with a minimum grade of This course introduces the student to a variety of health professions offered at MCC. Students explore each profession through class discussion and journal assignments. Each student has the opportunity to interview a health professional and report back to the class what they learned. The student will also learn about current trends in health care. This course encourages students to assume responsibility for their ultimate success and heighten awareness of their personal and professional goals. Course Outcomes Explore health science professions utilizing online services and college career placement office. Define each health profession discussed. Identify daily tasks involved with each health profession. Identify employment areas for each health profession. State the education, licensing, certification requirements for each health profession. State the physical and mental efforts necessary for each health profession. State the environmental and work conditions for each health profession. Identify career laddering opportunities for each health profession. State current trends. Develop and present health profession report."
AHLT-102,Medical Terminology,1,"Contact Hours Pre-requisite: Placement into RDNG-030 (ACSR-030), completion of ELAP 110 with a minimum grade of 0, or successful completion of RDNG-016 or ACLT 074 with a minimum grade of Medical terminology is the study of medical language and terminology used by healthcare professionals. Guided practice and exercises will lead to an understanding of the Greek/Latin prefixes, word roots and suffixes of which medical terminology is created. Medical terms not created by use of word parts and standard medical abbreviations will also be covered. The entire human body will be studied using body systems as an organizing principle for this course. At the end of this course, the learner will be able to formulate, analyze, translate, and transcribe medical language as a foundational tool in communicating effectively with medical professionals. Course Outcomes Classify medical language based on its origin Formulate medical terms for each body part system using appropriate combination of prefixes, roots and suffixes Analyze medical terms to determine appropriate word meanings for each body system Translate medical terms and documents to determine appropriate definitions for each body system Transcribe medical documents accurately for each body system Communicate clearly with medical professionals"
AHLT-112,Nutrition for Health,2,"Contact Hours Pre-Requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; BIOL- Completion of BIOL-152 is recommended prior to course or taken concurrently. This course includes the study of nutrition, a combination of processes by which the body receives and utilizes nutrients. Food and water constitute one of the body’s physiologic needs. This course will also identify how nutrition assists in maintaining health and throughout the life cycle. AHLT-112 meets the curriculum requirements for the Nursing Program at Mott Community College. Course Outcomes Describe nutrition as a basic human need Identify the role of nutritional health in maintaining a state of wellness Describe tools used to promote healthy nutrition Compare the role of each of the nutrients in meeting basic physiological needs Identify appropriate sources of each nutrient Define how energy nutrients are utilized in the body, tissues and organs Compare the nutritional and fluid needs of the individual across the lifespan Describe the effects of malnutrition as it occurs at varying developmental levels, during health and illness Describe the relationship between nutrition and fitness Initiate actions to maintain overall safety of foods Provide an overview of dietary modifications in response to illness"
AHLT-113,Multicultural Health Care,1,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT- The cultural traditions and perspectives of the client influence his/her health-seeking behaviors. This course will explore key cultural components identified as a framework for health care delivery in a culturally diverse society: communication social organization environmental control biological variations and health care beliefs. This framework will be utilized as a template in the health care assessment of particular cultural groups including those of African Asian Mid-Eastern and other ethnic heritages. Course Outcomes Utilize concepts related to specific cultural components to complete a cultural assessment Apply principles related to cultural diversity in delivering care to specific cultural groups"
AHLT-114,Radiography,2,"Contact Hours Prerequisite: Placement into ENGL-100 (ACSR-100) or completion of RDNG-030 , ACLT-075 or ACLT-076 Co-requisite: AHLT-114L Student must be currently employed in a dental office. Division signature required. This course is for office trained Dental Assistants only."
AHLT-114L,Radiography Lab,0,Contact Hours Co-requisite: AHLT-114 Prerequisite: Student my be currently employed in a dental office Division signature required Take AHLT-114 . This course is for office trained Dental Assistants only.
AHLT-130,Phlebotomy Technician,5,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT-076; Student must be at least 18 years of age at the beginning of the semester. A high school diploma or GED is required for acceptance into the course. NOTE: A lab coat will be required for the clinical rotation and can be purchased through the Mott Bookstore or another uniform supplier. Co-Requisite: AHLT-130L and AHLT-130C. This course provides the student with an overview of the healthcare field, and the skills and knowledge to properly and safely collect a blood or body fluid specimen and prepare the specimen for testing by the medical laboratory. The student will be able to utilize a variety of blood collection methods, including vacuum, syringe, and capillary puncture. The student will put safety practices into place to protect themselves and the patient. The student will also gain an understanding of performing CLIA waived laboratory tests. In addition to the theory component, the course will consist of hands-on laboratory training in blood collection techniques, and a clinical component at a site to be determined during the course. Students are required to complete the course with a grade of a 75% average or better. Upon successful completion of the course, students are qualified for, and expected to take the national certification exam as a Registered Phlebotomy Technician through the American Society of Clinical Pathologists ( www.ascp.org/boc ) Notes: Students enrolling in this course must be at least 18 years of age at the beginning of the semester. A high school diploma or GED is required for acceptance into the course. Criminal Background Check: Students registering for the Phlebotomy Technician course must have a criminal background check completed and cleared before week 7 of the semester. Immunizations: All health care personnel are required to have certain immunizations. Contact the Mott Health Sciences Division office (CM 2313) for a list of required immunizations. All immunizations (except the 3rd Hepatitis B) must be complete and submitted on CastleBranch before week 7 of the semester. The costs of the background check and immunizations are the responsibility of the student. Course Outcomes Exhibit a basic understanding of medical terminology, anatomy & physiology, safety procedures, legal issues, infection control, and the healthcare system. Properly and safely perform a variety of blood collection methods in a variety of healthcare settings. Properly collect blood and body fluid specimens utilizing infection prevention techniques, proper patient identification, proper specimen labeling, and quality assurance. Properly handle, process, and accession patient specimens; blood and non-blood. State the theory and principles of CLIA waived testing."
AHLT-130C,Phlebotomy Technician - Clinical,00,"Contact Hours Pre-requisite: Placement into ENGL-100 (ACSR-100), completion of ELAP-120 with a 0, or completion of RDNG-030, ACLT-075 or ACLT- Co-Requisite: AHLT-130 and AHLT-130L. This is the clinical component of Phlebotomy Technican. Course Outcomes Exhibit a basic understanding of medical terminology, anatomy & physiology, safety procedures, legal issues, infection control, and the healthcare system. Properly and safely perform a variety of blood collection methods in a variety of healthcare settings. Properly collect blood and body fluid specimens utilizing infection prevention techniques, proper patient identification, proper specimen labeling, and quality assurance. Properly handle, process, and accession patient specimens; blood and non-blood. State the theory and principles of CLIA waived testing."
